locale	calendar	skeleton	pattern
en_US	japanese	jm	h:mm a
en_US	japanese	m	m
en_US	japanese	mm	mm
en_US	japanese	s	s
en_US	japanese	ss	ss
en_US	japanese	v	v
en_US	japanese	vvvv	vvvv
en_US	japanese	y	y G
en_US	japanese	yM	M/y GGGGG
en_US	japanese	yMM	MM y GGGGG
en_US	japanese	yMMM	MMM y G
en_US	japanese	yMMMM	MMMM y G
en_US	japanese	yMMMMEEEEdvvvv	EEEE, MMMM d, y G 'at' vvvv
en_US	japanese	yMMMMM	MMMMM y G
en_US	japanese	yMMMMdhmsvvvv	MMMM d, y G 'at' h:mm:ss a vvvv
en_US	japanese	yMMMMdv	MMMM d, y G 'at' v
en_US	japanese	yMdE	E, M/d/y GGGGG
en_US	japanese	yMdEEEE	EEEE, MMMM d, y G
en_US	japanese	yMdEEEEE	EEEEE, M/d/y GGGGG
en_US	japanese	yMdEEEEEE	EEEEEE, M/d/y GGGGG
en_US	japanese	yMdd	M/dd/y GGGGG
en_US	japanese	yMv	M/y GGGGG, v
en_US	japanese	yQ	QQQ y G
en_US	japanese	yQQQ	QQQ y G
en_US	japanese	yQQQQ	QQQQ y G
en_US	japanese	yy	yy G
en_US	japanese	yyMd	M/d/yy GGGGG
en_US	japanese	yyyy	y G
en_US	japanese	yyyyMd	M/d/y GGGGG
en_US	japanese	z	z
en_US	japanese	zz	zz
en_US	japanese	zzz	zzz
en_US	japanese	zzzz	zzzz
en_US	japanese	zzzzz	zzzzz
en_US	buddhist	B	B
en_US	buddhist	BBBB	BBBB
en_US	buddhist	BBBBB	BBBBB
en_US	buddhist	BBBBBhm	h:mm BBBBB
en_US	buddhist	BBBBhm	h:mm BBBB
en_US	buddhist	Bhh	hh B
en_US	buddhist	Bhm	h:mm B
en_US	buddhist	C	h a
en_US	buddhist	CC	h a
en_US	buddhist	CCC	h aaaa
en_US	buddhist	CCCC	h aaaa
en_US	buddhist	CCCCC	h aaaaa
en_US	buddhist	CCCCCC	h aaaaa
en_US	buddhist	CCCCCCm	h:mm aaaaa
en_US	buddhist	CCCCCm	h:mm aaaaa
en_US	buddhist	CCCCm	h:mm aaaa
en_US	buddhist	CCCm	h:mm aaaa
en_US	buddhist	CCm	h:mm a
en_US	buddhist	Cm	h:mm a
en_US	buddhist	E	ccc
en_US	buddhist	EEEE	cccc
en_US	buddhist	EEEEE	ccccc
en_US	buddhist	EEEEEE	cccccc
en_US	buddhist	G	G
en_US	buddhist	GG	GG
en_US	buddhist	GGG	GGG
en_US	buddhist	GGGG	GGGG
en_US	buddhist	GGGGG	GGGGG
en_US	buddhist	GGGGGyMd	M/d/y GGGGG
en_US	buddhist	GGGGyMd	M/d/y GGGG
en_US	buddhist	GGGyMd	M/d/y GGG
en_US	buddhist	GGyMd	M/d/y GG
en_US	buddhist	H	HH
en_US	buddhist	HH	HH
en_US	buddhist	HHm	HH:mm
en_US	buddhist	Hm	HH:mm
en_US	buddhist	Hms	HH:mm:ss
en_US	buddhist	J	hh
en_US	buddhist	JJ	hh
en_US	buddhist	JJJ	hh
en_US	buddhist	JJJJ	hh
en_US	buddhist	JJJJJ	hh
en_US	buddhist	JJJJJJ	hh
en_US	buddhist	JJJJJJm	hh:mm
en_US	buddhist	JJJJJm	hh:mm
en_US	buddhist	JJJJm	hh:mm
en_US	buddhist	JJJm	hh:mm
en_US	buddhist	JJm	hh:mm
en_US	buddhist	Jm	hh:mm
en_US	buddhist	M	L
en_US	buddhist	MM	LL
en_US	buddhist	MMM	LLL
en_US	buddhist	MMMMM	LLLLL
en_US	buddhist	Q	Q
en_US	buddhist	QQ	QQ
en_US	buddhist	QQQ	QQQ
en_US	buddhist	QQQQ	QQQQ
en_US	buddhist	QQQQQ	QQQQQ
en_US	buddhist	U	y G
en_US	buddhist	UUUU	y G
en_US	buddhist	d	d
en_US	buddhist	dd	dd
en_US	buddhist	h	h a
en_US	buddhist	hh	hh a
en_US	buddhist	hhm	hh:mm a
en_US	buddhist	hm	h:mm a
en_US	buddhist	hmm	h:mm a
en_US	buddhist	hms	h:mm:ss a
en_US	buddhist	hmss	h:mm:ss a
en_US	buddhist	hmsz	h:mm:ss a z
en_US	buddhist	hmszz	h:mm:ss a zz
en_US	buddhist	hmszzz	h:mm:ss a zzz
en_US	buddhist	hmszzzz	h:mm:ss a zzzz
en_US	buddhist	hmszzzzz	h:mm:ss a zzzzz
en_US	buddhist	j	h a
en_US	buddhist	jj	h a
en_US	buddhist	jjj	h aaaa
en_US	buddhist	jjjj	h aaaa
en_US	buddhist	jjjjj	h aaaaa
en_US	buddhist	jjjjjj	h aaaaa
en_US	buddhist	jjjjjjm	h:mm aaaaa
en_US	buddhist	jjjjjm	h:mm aaaaa
en_US	buddhist	jjjjm	h:mm aaaa
en_US	buddhist	jjjm	h:mm aaaa
en_US	buddhist	jm	h:mm a
en_US	buddhist	m	m
en_US	buddhist	mm	mm
en_US	buddhist	s	s
en_US	buddhist	ss	ss
en_US	buddhist	v	v
en_US	buddhist	vvvv	vvvv
en_US	buddhist	y	y G
en_US	buddhist	yM	M/y G
en_US	buddhist	yMM	MM/y G
en_US	buddhist	yMMM	MMM y G
en_US	buddhist	yMMMM	MMMM y G
en_US	buddhist	yMMMMEEEEdvvvv	EEEE, MMMM d, y G, vvvv
en_US	buddhist	yMMMMM	MMMMM y G
en_US	buddhist	yMMMMdhmsvvvv	MMMM d, y G, h:mm:ss a vvvv
en_US	buddhist	yMMMMdv	MMMM d, y G, v
en_US	buddhist	yMdE	E, M/d/y G
en_US	buddhist	yMdEEEE	EEEE, M/d/y G
en_US	buddhist	yMdEEEEE	EEEEE, M/d/y G
en_US	buddhist	yMdEEEEEE	EEEEEE, M/d/y G
en_US	buddhist	yMdd	M/dd/y G
en_US	buddhist	yMv	M/y G, v
en_US	buddhist	yQ	QQQ y G
en_US	buddhist	yQQQ	QQQ y G
en_US	buddhist	yQQQQ	QQQQ y G
en_US	buddhist	yy	yy G
en_US	buddhist	yyMd	M/d/yy G
en_US	buddhist	yyyy	y G
en_US	buddhist	yyyyMd	M/d/y G
en_US	buddhist	z	z
en_US	buddhist	zz	zz
en_US	buddhist	zzz	zzz
en_US	buddhist	zzzz	zzzz
en_US	buddhist	zzzzz	zzzzz
en_US	chinese	B	B
en_US	chinese	BBBB	BBBB
en_US	chinese	BBBBB	BBBBB
en_US	chinese	BBBBBhm	h:mm BBBBB
en_US	chinese	BBBBhm	h:mm BBBB
en_US	chinese	Bhh	hh B
en_US	chinese	Bhm	h:mm B
en_US	chinese	C	h a
en_US	chinese	CC	h a
en_US	chinese	CCC	h aaaa
en_US	chinese	CCCC	h aaaa
en_US	chinese	CCCCC	h aaaaa
en_US	chinese	CCCCCC	h aaaaa
en_US	chinese	CCCCCCm	h:mm aaaaa
en_US	chinese	CCCCCm	h:mm aaaaa
en_US	chinese	CCCCm	h:mm aaaa
en_US	chinese	CCCm	h:mm aaaa
en_US	chinese	CCm	h:mm a
en_US	chinese	Cm	h:mm a
en_US	chinese	E	ccc
en_US	chinese	EEEE	cccc
en_US	chinese	EEEEE	ccccc
en_US	chinese	EEEEEE	cccccc
en_US	chinese	G	G
en_US	chinese	GG	GG
en_US	chinese	GGG	GGG
en_US	chinese	GGGG	GGGG
en_US	chinese	GGGGG	GGGGG
en_US	chinese	GGGGGyMd	MMM d, r
en_US	chinese	GGGGyMd	MMM d, r
en_US	chinese	GGGyMd	MMM d, r
en_US	chinese	GGyMd	MMM d, r
en_US	chinese	H	HH
en_US	chinese	HH	HH
en_US	chinese	HHm	HH:mm
en_US	chinese	Hm	HH:mm
en_US	chinese	Hms	HH:mm:ss
en_US	chinese	J	hh
en_US	chinese	JJ	hh
en_US	chinese	JJJ	hh
en_US	chinese	JJJJ	hh
en_US	chinese	JJJJJ	hh
en_US	chinese	JJJJJJ	hh
en_US	chinese	JJJJJJm	hh:mm
en_US	chinese	JJJJJm	hh:mm
en_US	chinese	JJJJm	hh:mm
en_US	chinese	JJJm	hh:mm
en_US	chinese	JJm	hh:mm
en_US	chinese	Jm	hh:mm
en_US	chinese	M	L
en_US	chinese	MM	LL
en_US	chinese	MMM	LLL
en_US	chinese	MMMMM	LLLLL
en_US	chinese	Q	Q
en_US	chinese	QQ	QQ
en_US	chinese	QQQ	QQQ
en_US	chinese	QQQQ	QQQQ
en_US	chinese	QQQQQ	QQQQQ
en_US	chinese	U	r(U)
en_US	chinese	UUUU	r(U)
en_US	chinese	d	d
en_US	chinese	dd	dd
en_US	chinese	h	h a
en_US	chinese	hh	hh a
en_US	chinese	hhm	hh:mm a
en_US	chinese	hm	h:mm a
en_US	chinese	hmm	h:mm a
en_US	chinese	hms	h:mm:ss a
en_US	chinese	hmss	h:mm:ss a
en_US	chinese	hmsz	h:mm:ss a z
en_US	chinese	hmszz	h:mm:ss a zz
en_US	chinese	hmszzz	h:mm:ss a zzz
en_US	chinese	hmszzzz	h:mm:ss a zzzz
en_US	chinese	hmszzzzz	h:mm:ss a zzzzz
en_US	chinese	j	h a
en_US	chinese	jj	h a
en_US	chinese	jjj	h aaaa
en_US	chinese	jjjj	h aaaa
en_US	chinese	jjjjj	h aaaaa
en_US	chinese	jjjjjj	h aaaaa
en_US	chinese	jjjjjjm	h:mm aaaaa
en_US	chinese	jjjjjm	h:mm aaaaa
en_US	chinese	jjjjm	h:mm aaaa
en_US	chinese	jjjm	h:mm aaaa
en_US	chinese	jm	h:mm a
en_US	chinese	m	m
en_US	chinese	mm	mm
en_US	chinese	s	s
en_US	chinese	ss	ss
en_US	chinese	v	v
en_US	chinese	vvvv	vvvv
en_US	chinese	y	r(U)
en_US	chinese	yM	M/r
en_US	chinese	yMM	MM/r
en_US	chinese	yMMM	MMM r
en_US	chinese	yMMMM	MMMM r(U)
en_US	chinese	yMMMMEEEEdvvvv	EEEE, MMMM d, r(U), vvvv
en_US	chinese	yMMMMM	MMMMM r
en_US	chinese	yMMMMdhmsvvvv	MMMM d, r(U), h:mm:ss a vvvv
en_US	chinese	yMMMMdv	MMMM d, r(U), v
en_US	chinese	yMdE	E, M/d/r
en_US	chinese	yMdEEEE	EEEE, M/d/r
en_US	chinese	yMdEEEEE	EEEEE, M/d/r
en_US	chinese	yMdEEEEEE	EEEEEE, M/d/r
en_US	chinese	yMdd	M/dd/r
en_US	chinese	yMv	M/r, v
en_US	chinese	yQ	QQQ r(U)
en_US	chinese	yQQQ	QQQ r(U)
en_US	chinese	yQQQQ	QQQQ r(U)
en_US	chinese	yy	rr(U)
en_US	chinese	yyMd	M/d/rr
en_US	chinese	yyyy	r(U)
en_US	chinese	yyyyMd	M/d/r
en_US	chinese	z	z
en_US	chinese	zz	zz
en_US	chinese	zzz	zzz
en_US	chinese	zzzz	zzzz
en_US	chinese	zzzzz	zzzzz
zh_Hant_TW	gregorian	B	B
zh_Hant_TW	gregorian	BBBB	BBBB
zh_Hant_TW	gregorian	BBBBB	BBBBB
zh_Hant_TW	gregorian	BBBBBhm	BBBBBh:mm
zh_Hant_TW	gregorian	BBBBhm	BBBBh:mm
zh_Hant_TW	gregorian	Bhh	Bhh時
zh_Hant_TW	gregorian	Bhm	Bh:mm
zh_Hant_TW	gregorian	C	Bh時
zh_Hant_TW	gregorian	CC	Bh時
zh_Hant_TW	gregorian	CCC	BBBBh時
zh_Hant_TW	gregorian	CCCC	BBBBh時
zh_Hant_TW	gregorian	CCCCC	BBBBBh時
zh_Hant_TW	gregorian	CCCCCC	BBBBBh時
zh_Hant_TW	gregorian	CCCCCCm	BBBBBh:mm
zh_Hant_TW	gregorian	CCCCCm	BBBBBh:mm
zh_Hant_TW	gregorian	CCCCm	BBBBh:mm
zh_Hant_TW	gregorian	CCCm	BBBBh:mm
zh_Hant_TW	gregorian	CCm	Bh:mm
zh_Hant_TW	gregorian	Cm	Bh:mm
zh_Hant_TW	gregorian	E	ccc
zh_Hant_TW	gregorian	EEEE	cccc
zh_Hant_TW	gregorian	EEEEE	ccccc
zh_Hant_TW	gregorian	EEEEEE	cccccc
zh_Hant_TW	gregorian	G	G
zh_Hant_TW	gregorian	GG	GG
zh_Hant_TW	gregorian	GGG	GGG
zh_Hant_TW	gregorian	GGGG	GGGG
zh_Hant_TW	gregorian	GGGGG	GGGGG
zh_Hant_TW	gregorian	GGGGGyMd	GGGGG y/M/d
zh_Hant_TW	gregorian	GGGGyMd	GGGG y/M/d
zh_Hant_TW	gregorian	GGGyMd	GGG y/M/d
zh_Hant_TW	gregorian	GGyMd	GG y/M/d
zh_Hant_TW	gregorian	H	H時
zh_Hant_TW	gregorian	HH	HH時
zh_Hant_TW	gregorian	HHm	HH:mm
zh_Hant_TW	gregorian	Hm	HH:mm
zh_Hant_TW	gregorian	Hms	HH:mm:ss
zh_Hant_TW	gregorian	J	h時
zh_Hant_TW	gregorian	JJ	h時
zh_Hant_TW	gregorian	JJJ	h時
zh_Hant_TW	gregorian	JJJJ	h時
zh_Hant_TW	gregorian	JJJJJ	h時
zh_Hant_TW	gregorian	JJJJJJ	h時
zh_Hant_TW	gregorian	JJJJJJm	hh:mm
zh_Hant_TW	gregorian	JJJJJm	hh:mm
zh_Hant_TW	gregorian	JJJJm	hh:mm
zh_Hant_TW	gregorian	JJJm	hh:mm
zh_Hant_TW	gregorian	JJm	hh:mm
zh_Hant_TW	gregorian	Jm	hh:mm
zh_Hant_TW	gregorian	M	M月
zh_Hant_TW	gregorian	MM	MM月
zh_Hant_TW	gregorian	MMM	LLL
zh_Hant_TW	gregorian	MMMMM	LLLLL
zh_Hant_TW	gregorian	Q	Q
zh_Hant_TW	gregorian	QQ	QQ
zh_Hant_TW	gregorian	QQQ	QQQ
zh_Hant_TW	gregorian	QQQQ	QQQQ
zh_Hant_TW	gregorian	QQQQQ	QQQQQ
zh_Hant_TW	gregorian	U	y年
zh_Hant_TW	gregorian	UUUU	y年
zh_Hant_TW	gregorian	d	d日
zh_Hant_TW	gregorian	dd	dd日
zh_Hant_TW	gregorian	h	Bh時
zh_Hant_TW	gregorian	hh	Bhh時
zh_Hant_TW	gregorian	hhm	Bhh:mm
zh_Hant_TW	gregorian	hm	Bh:mm
zh_Hant_TW	gregorian	hmm	Bh:mm
zh_Hant_TW	gregorian	hms	Bh:mm:ss
zh_Hant_TW	gregorian	hmss	Bh:mm:ss
zh_Hant_TW	gregorian	hmsz	Bh:mm:ss [z]
zh_Hant_TW	gregorian	hmszz	Bh:mm:ss [zz]
zh_Hant_TW	gregorian	hmszzz	Bh:mm:ss [zzz]
zh_Hant_TW	gregorian	hmszzzz	Bh:mm:ss [zzzz]
zh_Hant_TW	gregorian	hmszzzzz	Bh:mm:ss [zzzzz]
zh_Hant_TW	gregorian	j	Bh時
zh_Hant_TW	gregorian	jj	Bh時
zh_Hant_TW	gregorian	jjj	BBBBh時
zh_Hant_TW	gregorian	jjjj	BBBBh時
zh_Hant_TW	gregorian	jjjjj	BBBBBh時
zh_Hant_TW	gregorian	jjjjjj	BBBBBh時
zh_Hant_TW	gregorian	jjjjjjm	BBBBBh:mm
zh_Hant_TW	gregorian	jjjjjm	BBBBBh:mm
zh_Hant_TW	gregorian	jjjjm	BBBBh:mm
zh_Hant_TW	gregorian	jjjm	BBBBh:mm
zh_Hant_TW	gregorian	jm	Bh:mm
zh_Hant_TW	gregorian	m	m
zh_Hant_TW	gregorian	mm	mm
zh_Hant_TW	gregorian	s	s
zh_Hant_TW	gregorian	ss	ss
zh_Hant_TW	gregorian	v	v
zh_Hant_TW	gregorian	vvvv	vvvv
zh_Hant_TW	gregorian	y	y年
zh_Hant_TW	gregorian	yM	y/M
zh_Hant_TW	gregorian	yMM	y/MM
zh_Hant_TW	gregorian	yMMM	y年M月
zh_Hant_TW	gregorian	yMMMM	y年M月
zh_Hant_TW	gregorian	yMMMMEEEEdvvvv	y MMMM d, EEEE vvvv
zh_Hant_TW	gregorian	yMMMMM	y年M月
zh_Hant_TW	gregorian	yMMMMdhmsvvvv	y MMMM d Bh:mm:ss [vvvv]
zh_Hant_TW	gregorian	yMMMMdv	y MMMM d v
zh_Hant_TW	gregorian	yMdE	y/M/d（E）
zh_Hant_TW	gregorian	yMdEEEE	y年M月d日 EEEE
zh_Hant_TW	gregorian	yMdEEEEE	y/M/d（EEEEE）
zh_Hant_TW	gregorian	yMdEEEEEE	y/M/d（EEEEEE）
zh_Hant_TW	gregorian	yMdd	y/M/dd
zh_Hant_TW	gregorian	yMv	y/M v
zh_Hant_TW	gregorian	yQ	y年QQQ
zh_Hant_TW	gregorian	yQQQ	y年QQQ
zh_Hant_TW	gregorian	yQQQQ	y年QQQQ
zh_Hant_TW	gregorian	yy	yy年
zh_Hant_TW	gregorian	yyMd	yy/M/d
zh_Hant_TW	gregorian	yyyy	yyyy年
zh_Hant_TW	gregorian	yyyyMd	yyyy/M/d
zh_Hant_TW	gregorian	z	z
zh_Hant_TW	gregorian	zz	zz
zh_Hant_TW	gregorian	zzz	zzz
zh_Hant_TW	gregorian	zzzz	zzzz
zh_Hant_TW	gregorian	zzzzz	zzzzz
zh_Hant_TW	japanese	B	B
zh_Hant_TW	japanese	BBBB	BBBB
zh_Hant_TW	japanese	BBBBB	BBBBB
zh_Hant_TW	japanese	BBBBBhm	BBBBBh:mm
zh_Hant_TW	japanese	BBBBhm	BBBBh:mm
zh_Hant_TW	japanese	Bhh	Bhh時
zh_Hant_TW	japanese	Bhm	Bh:mm
zh_Hant_TW	japanese	C	Bh時
zh_Hant_TW	japanese	CC	Bh時
zh_Hant_TW	japanese	CCC	BBBBh時
zh_Hant_TW	japanese	CCCC	BBBBh時
zh_Hant_TW	japanese	CCCCC	BBBBBh時
zh_Hant_TW	japanese	CCCCCC	BBBBBh時
zh_Hant_TW	japanese	CCCCCCm	BBBBBh:mm
zh_Hant_TW	japanese	CCCCCm	BBBBBh:mm
zh_Hant_TW	japanese	CCCCm	BBBBh:mm
zh_Hant_TW	japanese	CCCm	BBBBh:mm
zh_Hant_TW	japanese	CCm	Bh:mm
zh_Hant_TW	japanese	Cm	Bh:mm
zh_Hant_TW	japanese	E	ccc
zh_Hant_TW	japanese	EEEE	cccc
zh_Hant_TW	japanese	EEEEE	ccccc
zh_Hant_TW	japanese	EEEEEE	cccccc
zh_Hant_TW	japanese	G	G
zh_Hant_TW	japanese	GG	GG
zh_Hant_TW	japanese	GGG	GGG
zh_Hant_TW	japanese	GGGG	GGGG
zh_Hant_TW	japanese	GGGGG	GGGGG
zh_Hant_TW	japanese	GGGGGyMd	GGGGG y/M/d
zh_Hant_TW	japanese	GGGGyMd	GGGG y/M/d
zh_Hant_TW	japanese	GGGyMd	GGG y/M/d
zh_Hant_TW	japanese	GGyMd	GG y/M/d
zh_Hant_TW	japanese	H	H時
zh_Hant_TW	japanese	HH	HH時
zh_Hant_TW	japanese	HHm	HH:mm
zh_Hant_TW	japanese	Hm	HH:mm
zh_Hant_TW	japanese	Hms	HH:mm:ss
zh_Hant_TW	japanese	J	h時
zh_Hant_TW	japanese	JJ	h時
zh_Hant_TW	japanese	JJJ	h時
zh_Hant_TW	japanese	JJJJ	h時
zh_Hant_TW	japanese	JJJJJ	h時
zh_Hant_TW	japanese	JJJJJJ	h時
zh_Hant_TW	japanese	JJJJJJm	hh:mm
zh_Hant_TW	japanese	JJJJJm	hh:mm
zh_Hant_TW	japanese	JJJJm	hh:mm
zh_Hant_TW	japanese	JJJm	hh:mm
zh_Hant_TW	japanese	JJm	hh:mm
zh_Hant_TW	japanese	Jm	hh:mm
zh_Hant_TW	japanese	M	M月
zh_Hant_TW	japanese	MM	MM月
zh_Hant_TW	japanese	MMM	LLL
zh_Hant_TW	japanese	MMMMM	LLLLL
zh_Hant_TW	japanese	Q	Q
zh_Hant_TW	japanese	QQ	QQ
zh_Hant_TW	japanese	QQQ	QQQ
zh_Hant_TW	japanese	QQQQ	QQQQ
zh_Hant_TW	japanese	QQQQQ	QQQQQ
