locale	currency	currency_format	value_format_length	currency_display	input	expected
ar	AUD	accounting	decimal	narrowSymbol	1.2	؜1.20 AU$
ar	AUD	accounting	decimal	narrowSymbol	0.00831765	؜0.01 AU$
ar	AUD	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565.00 AU$
ar	AUD	accounting	decimal	narrowSymbol	-1230.05	(؜1,230.05 AU$)
ar	AUD	accounting	compact-short	narrowSymbol	0.0	؜0 AU$
ar	AUD	accounting	compact-short	narrowSymbol	1.2	؜1.2 AU$
ar	AUD	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083 AU$
ar	AUD	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون AU$
ar	AUD	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف AU$
ar	AWG	standard	decimal	narrowSymbol	0.0	‏0.00 AWG
ar	AWG	standard	decimal	narrowSymbol	1.2	‏1.20 AWG
ar	AWG	standard	decimal	narrowSymbol	0.00831765	‏0.01 AWG
ar	AWG	standard	decimal	narrowSymbol	1234565.0	‏1,234,565.00 AWG
ar	AWG	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230.05 AWG
ar	AWG	standard	compact-short	narrowSymbol	0.0	‏0 AWG
ar	AWG	standard	compact-short	narrowSymbol	1.2	‏1.2 AWG
ar	AWG	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 AWG
ar	AWG	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون AWG
ar	AWG	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف AWG
ar	AWG	accounting	decimal	narrowSymbol	0.0	؜0.00 AWG
ar	AWG	accounting	decimal	narrowSymbol	1.2	؜1.20 AWG
ar	AWG	accounting	decimal	narrowSymbol	0.00831765	؜0.01 AWG
ar	AWG	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565.00 AWG
ar	AWG	accounting	decimal	narrowSymbol	-1230.05	(؜1,230.05 AWG)
ar	AWG	accounting	compact-short	narrowSymbol	0.0	؜0 AWG
ar	AWG	accounting	compact-short	narrowSymbol	1.2	؜1.2 AWG
ar	AWG	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083 AWG
ar	AWG	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون AWG
ar	AWG	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف AWG
ar	AZN	standard	decimal	narrowSymbol	0.0	‏0.00 ₼
ar	AZN	standard	decimal	narrowSymbol	1.2	‏1.20 ₼
ar	AZN	standard	decimal	narrowSymbol	0.00831765	‏0.01 ₼
ar	AZN	standard	decimal	narrowSymbol	1234565.0	‏1,234,565.00 ₼
ar	AZN	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230.05 ₼
ar	AZN	standard	compact-short	narrowSymbol	0.0	‏0 ₼
ar	AZN	standard	compact-short	narrowSymbol	1.2	‏1.2 ₼
ar	AZN	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 ₼
ar	AZN	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون ₼
ar	AZN	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف ₼
ar	AZN	accounting	decimal	narrowSymbol	0.0	؜0.00₼
ar	AZN	accounting	decimal	narrowSymbol	1.2	؜1.20₼
ar	AZN	accounting	decimal	narrowSymbol	0.00831765	؜0.01₼
ar	AZN	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565.00₼
ar	AZN	accounting	decimal	narrowSymbol	-1230.05	(؜1,230.05₼)
ar	AZN	accounting	compact-short	narrowSymbol	0.0	؜0₼
ar	AZN	accounting	compact-short	narrowSymbol	1.2	؜1.2₼
ar	AZN	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083₼
ar	AZN	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون ₼
ar	AZN	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف ₼
ar	BAM	standard	decimal	narrowSymbol	0.0	‏0.00 KM
ar	BAM	standard	decimal	narrowSymbol	1.2	‏1.20 KM
ar	BAM	standard	decimal	narrowSymbol	0.00831765	‏0.01 KM
ar	BAM	standard	decimal	narrowSymbol	1234565.0	‏1,234,565.00 KM
ar	BAM	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230.05 KM
ar	BAM	standard	compact-short	narrowSymbol	0.0	‏0 KM
ar	BAM	standard	compact-short	narrowSymbol	1.2	‏1.2 KM
ar	BAM	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 KM
ar	BAM	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون KM
ar	BAM	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف KM
ar	BAM	accounting	decimal	narrowSymbol	0.0	؜0.00 KM
ar	BAM	accounting	decimal	narrowSymbol	1.2	؜1.20 KM
ar	BAM	accounting	decimal	narrowSymbol	0.00831765	؜0.01 KM
ar	BAM	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565.00 KM
ar	BAM	accounting	decimal	narrowSymbol	-1230.05	(؜1,230.05 KM)
ar	BAM	accounting	compact-short	narrowSymbol	0.0	؜0 KM
ar	BAM	accounting	compact-short	narrowSymbol	1.2	؜1.2 KM
ar	BAM	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083 KM
ar	BAM	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون KM
ar	BAM	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف KM
ar	BBD	standard	decimal	narrowSymbol	0.0	‏0.00 BB$
ar	BBD	standard	decimal	narrowSymbol	1.2	‏1.20 BB$
ar	BBD	standard	decimal	narrowSymbol	0.00831765	‏0.01 BB$
ar	BBD	standard	decimal	narrowSymbol	1234565.0	‏1,234,565.00 BB$
ar	BBD	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230.05 BB$
ar	BBD	standard	compact-short	narrowSymbol	0.0	‏0 BB$
ar	BBD	standard	compact-short	narrowSymbol	1.2	‏1.2 BB$
ar	BBD	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 BB$
ar	BBD	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون BB$
ar	BBD	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف BB$
ar	BBD	accounting	decimal	narrowSymbol	0.0	؜0.00 BB$
ar	BBD	accounting	decimal	narrowSymbol	1.2	؜1.20 BB$
ar	BBD	accounting	decimal	narrowSymbol	0.00831765	؜0.01 BB$
ar	BBD	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565.00 BB$
ar	BBD	accounting	decimal	narrowSymbol	-1230.05	(؜1,230.05 BB$)
ar	BBD	accounting	compact-short	narrowSymbol	0.0	؜0 BB$
ar	BBD	accounting	compact-short	narrowSymbol	1.2	؜1.2 BB$
ar	BBD	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083 BB$
ar	BBD	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون BB$
ar	BBD	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف BB$
ar	BDT	standard	decimal	narrowSymbol	0.0	‏0.00 ৳
ar	BDT	standard	decimal	narrowSymbol	1.2	‏1.20 ৳
ar	BDT	standard	decimal	narrowSymbol	0.00831765	‏0.01 ৳
ar	BDT	standard	decimal	narrowSymbol	1234565.0	‏1,234,565.00 ৳
ar	BDT	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230.05 ৳
ar	BDT	standard	compact-short	narrowSymbol	0.0	‏0 ৳
ar	BDT	standard	compact-short	narrowSymbol	1.2	‏1.2 ৳
ar	BDT	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 ৳
ar	BDT	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون ৳
ar	BDT	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف ৳
ar	BDT	accounting	decimal	narrowSymbol	0.0	؜0.00৳
ar	BDT	accounting	decimal	narrowSymbol	1.2	؜1.20৳
ar	BDT	accounting	decimal	narrowSymbol	0.00831765	؜0.01৳
ar	BDT	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565.00৳
ar	BDT	accounting	decimal	narrowSymbol	-1230.05	(؜1,230.05৳)
ar	BDT	accounting	compact-short	narrowSymbol	0.0	؜0৳
ar	BDT	accounting	compact-short	narrowSymbol	1.2	؜1.2৳
ar	BDT	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083৳
ar	BDT	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون ৳
ar	BDT	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف ৳
ar	BHD	standard	decimal	narrowSymbol	0.0	‏0.000 د.ب.‏
ar	BHD	standard	decimal	narrowSymbol	1.2	‏1.200 د.ب.‏
ar	BHD	standard	decimal	narrowSymbol	0.00831765	‏0.008 د.ب.‏
ar	BHD	standard	decimal	narrowSymbol	1234565.0	‏1,234,565.000 د.ب.‏
ar	BHD	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230.050 د.ب.‏
ar	BHD	standard	compact-short	narrowSymbol	0.0	‏0 د.ب.‏
ar	BHD	standard	compact-short	narrowSymbol	1.2	‏1.2 د.ب.‏
ar	BHD	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 د.ب.‏
ar	BHD	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون د.ب.‏
ar	BHD	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف د.ب.‏
ar	BHD	accounting	decimal	narrowSymbol	0.0	؜0.000 د.ب.‏
ar	BHD	accounting	decimal	narrowSymbol	1.2	؜1.200 د.ب.‏
ar	BHD	accounting	decimal	narrowSymbol	0.00831765	؜0.008 د.ب.‏
ar	BHD	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565.000 د.ب.‏
ar	BHD	accounting	decimal	narrowSymbol	-1230.05	(؜1,230.050 د.ب.‏)
ar	BHD	accounting	compact-short	narrowSymbol	0.0	؜0 د.ب.‏
ar	BHD	accounting	compact-short	narrowSymbol	1.2	؜1.2 د.ب.‏
ar	BHD	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083 د.ب.‏
ar	BHD	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون د.ب.‏
ar	BHD	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف د.ب.‏
ar	BIF	standard	decimal	narrowSymbol	0.0	‏0 BIF
ar	BIF	standard	decimal	narrowSymbol	1.2	‏1 BIF
ar	BIF	standard	decimal	narrowSymbol	0.00831765	‏0 BIF
ar	BIF	standard	decimal	narrowSymbol	1234565.0	‏1,234,565 BIF
ar	BIF	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230 BIF
ar	BIF	standard	compact-short	narrowSymbol	0.0	‏0 BIF
ar	BIF	standard	compact-short	narrowSymbol	1.2	‏1.2 BIF
ar	BIF	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 BIF
ar	BIF	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون BIF
ar	BIF	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف BIF
ar	BIF	accounting	decimal	narrowSymbol	0.0	؜0 BIF
ar	BIF	accounting	decimal	narrowSymbol	1.2	؜1 BIF
ar	BIF	accounting	decimal	narrowSymbol	0.00831765	؜0 BIF
ar	BIF	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565 BIF
ar	BIF	accounting	decimal	narrowSymbol	-1230.05	(؜1,230 BIF)
ar	BIF	accounting	compact-short	narrowSymbol	0.0	؜0 BIF
ar	BIF	accounting	compact-short	narrowSymbol	1.2	؜1.2 BIF
ar	BIF	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083 BIF
ar	BIF	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون BIF
ar	BIF	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف BIF
ar	BMD	standard	decimal	narrowSymbol	0.0	‏0.00 BM$
ar	BMD	standard	decimal	narrowSymbol	1.2	‏1.20 BM$
ar	BMD	standard	decimal	narrowSymbol	0.00831765	‏0.01 BM$
ar	BMD	standard	decimal	narrowSymbol	1234565.0	‏1,234,565.00 BM$
ar	BMD	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230.05 BM$
ar	BMD	standard	compact-short	narrowSymbol	0.0	‏0 BM$
ar	BMD	standard	compact-short	narrowSymbol	1.2	‏1.2 BM$
ar	BMD	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 BM$
ar	BMD	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون BM$
ar	BMD	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف BM$
ar	BMD	accounting	decimal	narrowSymbol	0.0	؜0.00 BM$
ar	BMD	accounting	decimal	narrowSymbol	1.2	؜1.20 BM$
ar	BMD	accounting	decimal	narrowSymbol	0.00831765	؜0.01 BM$
ar	BMD	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565.00 BM$
ar	BMD	accounting	decimal	narrowSymbol	-1230.05	(؜1,230.05 BM$)
ar	BMD	accounting	compact-short	narrowSymbol	0.0	؜0 BM$
ar	BMD	accounting	compact-short	narrowSymbol	1.2	؜1.2 BM$
ar	BMD	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083 BM$
ar	BMD	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون BM$
ar	BMD	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف BM$
ar	BND	standard	decimal	narrowSymbol	0.0	‏0.00 BN$
ar	BND	standard	decimal	narrowSymbol	1.2	‏1.20 BN$
ar	BND	standard	decimal	narrowSymbol	0.00831765	‏0.01 BN$
ar	BND	standard	decimal	narrowSymbol	1234565.0	‏1,234,565.00 BN$
ar	BND	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230.05 BN$
ar	BND	standard	compact-short	narrowSymbol	0.0	‏0 BN$
ar	BND	standard	compact-short	narrowSymbol	1.2	‏1.2 BN$
ar	BND	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 BN$
ar	BND	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون BN$
ar	BND	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف BN$
ar	BND	accounting	decimal	narrowSymbol	0.0	؜0.00 BN$
ar	BND	accounting	decimal	narrowSymbol	1.2	؜1.20 BN$
ar	BND	accounting	decimal	narrowSymbol	0.00831765	؜0.01 BN$
ar	BND	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565.00 BN$
ar	BND	accounting	decimal	narrowSymbol	-1230.05	(؜1,230.05 BN$)
ar	BND	accounting	compact-short	narrowSymbol	0.0	؜0 BN$
ar	BND	accounting	compact-short	narrowSymbol	1.2	؜1.2 BN$
ar	BND	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083 BN$
ar	BND	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون BN$
ar	BND	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف BN$
ar	BOB	standard	decimal	narrowSymbol	0.0	‏0.00 Bs
ar	BOB	standard	decimal	narrowSymbol	1.2	‏1.20 Bs
ar	BOB	standard	decimal	narrowSymbol	0.00831765	‏0.01 Bs
ar	BOB	standard	decimal	narrowSymbol	1234565.0	‏1,234,565.00 Bs
ar	BOB	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230.05 Bs
ar	BOB	standard	compact-short	narrowSymbol	0.0	‏0 Bs
ar	BOB	standard	compact-short	narrowSymbol	1.2	‏1.2 Bs
ar	BOB	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 Bs
ar	BOB	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون Bs
ar	BOB	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف Bs
ar	BOB	accounting	decimal	narrowSymbol	0.0	؜0.00 Bs
ar	BOB	accounting	decimal	narrowSymbol	1.2	؜1.20 Bs
ar	BOB	accounting	decimal	narrowSymbol	0.00831765	؜0.01 Bs
ar	BOB	accounting	decimal	narrowSymbol	1234565.0	؜1,234,565.00 Bs
ar	BOB	accounting	decimal	narrowSymbol	-1230.05	(؜1,230.05 Bs)
ar	BOB	accounting	compact-short	narrowSymbol	0.0	؜0 Bs
ar	BOB	accounting	compact-short	narrowSymbol	1.2	؜1.2 Bs
ar	BOB	accounting	compact-short	narrowSymbol	0.00831765	؜0.0083 Bs
ar	BOB	accounting	compact-short	narrowSymbol	1234565.0	‏1.2 مليون Bs
ar	BOB	accounting	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف Bs
ar	BRL	standard	decimal	narrowSymbol	0.0	‏0.00 R$
ar	BRL	standard	decimal	narrowSymbol	1.2	‏1.20 R$
ar	BRL	standard	decimal	narrowSymbol	0.00831765	‏0.01 R$
ar	BRL	standard	decimal	narrowSymbol	1234565.0	‏1,234,565.00 R$
ar	BRL	standard	decimal	narrowSymbol	-1230.05	‏‎-1,230.05 R$
ar	BRL	standard	compact-short	narrowSymbol	0.0	‏0 R$
ar	BRL	standard	compact-short	narrowSymbol	1.2	‏1.2 R$
ar	BRL	standard	compact-short	narrowSymbol	0.00831765	‏0.0083 R$
ar	BRL	standard	compact-short	narrowSymbol	1234565.0	‏1.2 مليون R$
ar	BRL	standard	compact-short	narrowSymbol	-1230.05	‎-‏1.2 ألف R$
ar	BRL	accounting	decimal	narrowSymbol	0.0	؜0.00 R$
