lang	langCode
http://www.wikidata.org/entity/Q12294279	tpy
http://www.wikidata.org/entity/Q1238032	es-DO
http://www.wikidata.org/entity/Q12473424	abl
http://www.wikidata.org/entity/Q1262143	pga
http://www.wikidata.org/entity/Q12631954	grx
http://www.wikidata.org/entity/Q12644869	wbm
http://www.wikidata.org/entity/Q12714767	sac
http://www.wikidata.org/entity/Q12715020	mzc
http://www.wikidata.org/entity/Q1288385	obi
http://www.wikidata.org/entity/Q1288430	aqa
http://www.wikidata.org/entity/Q1288440	kyh
http://www.wikidata.org/entity/Q12908815	nmt
http://www.wikidata.org/entity/Q1294047	sas
http://www.wikidata.org/entity/Q1294227	ctm
http://www.wikidata.org/entity/Q1294243	esq
http://www.wikidata.org/entity/Q1294251	cid
http://www.wikidata.org/entity/Q1294259	wit
http://www.wikidata.org/entity/Q12952581	kvq
http://www.wikidata.org/entity/Q12952844	pla
http://www.wikidata.org/entity/Q12953426	caf
http://www.wikidata.org/entity/Q12953431	crx
http://www.wikidata.org/entity/Q12953486	ins
http://www.wikidata.org/entity/Q12953525	giq
http://www.wikidata.org/entity/Q12953627	xkw
http://www.wikidata.org/entity/Q12953659	cuk
http://www.wikidata.org/entity/Q12953684	wpc
http://www.wikidata.org/entity/Q12953747	mng
http://www.wikidata.org/entity/Q12953917	stp
http://www.wikidata.org/entity/Q12954000	zsr
http://www.wikidata.org/entity/Q13018559	mqt
http://www.wikidata.org/entity/Q13108281	xlb
http://www.wikidata.org/entity/Q131339	gsw
http://www.wikidata.org/entity/Q131848	itc
http://www.wikidata.org/entity/Q1322020	ijo
http://www.wikidata.org/entity/Q1324132	stn
http://www.wikidata.org/entity/Q1334774	lah
http://www.wikidata.org/entity/Q133678	otw
http://www.wikidata.org/entity/Q13479839	lnd
http://www.wikidata.org/entity/Q1348800	en-IN
http://www.wikidata.org/entity/Q13510225	ztt
http://www.wikidata.org/entity/Q135305	bh
http://www.wikidata.org/entity/Q1353320	scl
http://www.wikidata.org/entity/Q13581718	otm
http://www.wikidata.org/entity/Q13583746	coo
http://www.wikidata.org/entity/Q13593748	oyb
http://www.wikidata.org/entity/Q1363055	bzj
http://www.wikidata.org/entity/Q1363072	gcr
http://www.wikidata.org/entity/Q13636869	hsh
http://www.wikidata.org/entity/Q13646143	cmn-my
http://www.wikidata.org/entity/Q1364815	kar
http://www.wikidata.org/entity/Q1365342	yec
http://www.wikidata.org/entity/Q1366643	de-CH
http://www.wikidata.org/entity/Q1367309	orh
http://www.wikidata.org/entity/Q1370194	sv-ee
http://www.wikidata.org/entity/Q13728042	dtd
http://www.wikidata.org/entity/Q137525	kue
http://www.wikidata.org/entity/Q1377116	avk
http://www.wikidata.org/entity/Q13848149	zzj
http://www.wikidata.org/entity/Q1394359	en-fk
http://www.wikidata.org/entity/Q1405077	kj
http://www.wikidata.org/entity/Q1413694	en-PH
http://www.wikidata.org/entity/Q1420587	nn-hognorsk
http://www.wikidata.org/entity/Q143130	cup
http://www.wikidata.org/entity/Q143158	poz
http://www.wikidata.org/entity/Q14355034	ztc
http://www.wikidata.org/entity/Q14468943	hml
http://www.wikidata.org/entity/Q144713	zle
http://www.wikidata.org/entity/Q1450506	fr-CA
http://www.wikidata.org/entity/Q14507109	cpp
http://www.wikidata.org/entity/Q14531212	smy
http://www.wikidata.org/entity/Q145852	zlw
http://www.wikidata.org/entity/Q1461092	sv-fi
http://www.wikidata.org/entity/Q146665	zls
http://www.wikidata.org/entity/Q146803	lfn
http://www.wikidata.org/entity/Q1473289	frm
http://www.wikidata.org/entity/Q1478672	men
http://www.wikidata.org/entity/Q1480152	fr-CH
http://www.wikidata.org/entity/Q149208	frs
http://www.wikidata.org/entity/Q1517194	nub
http://www.wikidata.org/entity/Q1526037	hub
http://www.wikidata.org/entity/Q1526525	cbt
http://www.wikidata.org/entity/Q1526530	agr
http://www.wikidata.org/entity/Q152965	sli
http://www.wikidata.org/entity/Q1530394	lik
http://www.wikidata.org/entity/Q15338035	inp
http://www.wikidata.org/entity/Q1542210	gd-ca
http://www.wikidata.org/entity/Q1546494	xin
http://www.wikidata.org/entity/Q1553250	en-scotland
http://www.wikidata.org/entity/Q15548035	cas
http://www.wikidata.org/entity/Q15615651	ntp
http://www.wikidata.org/entity/Q15616384	tac
http://www.wikidata.org/entity/Q1567033	hbu
http://www.wikidata.org/entity/Q1568938	sln
http://www.wikidata.org/entity/Q1572128	es-PH
http://www.wikidata.org/entity/Q15736037	aqt
http://www.wikidata.org/entity/Q1579560	ura
http://www.wikidata.org/entity/Q15983937	gus
http://www.wikidata.org/entity/Q16109994	aou
http://www.wikidata.org/entity/Q16115511	tpl
http://www.wikidata.org/entity/Q16115619	yzg
http://www.wikidata.org/entity/Q161281	bzt
http://www.wikidata.org/entity/Q1639998	wbp
http://www.wikidata.org/entity/Q1641543	rgn
http://www.wikidata.org/entity/Q1656595	bkm
http://www.wikidata.org/entity/Q165795	fkv
http://www.wikidata.org/entity/Q1659701	mzp
http://www.wikidata.org/entity/Q16637034	fr-LU
http://www.wikidata.org/entity/Q16707702	es-NI
http://www.wikidata.org/entity/Q1675961	gwc
http://www.wikidata.org/entity/Q169921	cau
http://www.wikidata.org/entity/Q17004144	fr-HT
http://www.wikidata.org/entity/Q17053237	vmg
http://www.wikidata.org/entity/Q17195499	doc
http://www.wikidata.org/entity/Q172244	xnb
http://www.wikidata.org/entity/Q17284873	giu
http://www.wikidata.org/entity/Q17284874	gqu
http://www.wikidata.org/entity/Q17417801	olt
http://www.wikidata.org/entity/Q17478066	gug
http://www.wikidata.org/entity/Q1747811	nuy
http://www.wikidata.org/entity/Q1755054	thp
http://www.wikidata.org/entity/Q17651534	zgb
http://www.wikidata.org/entity/Q17651536	zgn
http://www.wikidata.org/entity/Q17651540	zlj
http://www.wikidata.org/entity/Q17651542	zqe
http://www.wikidata.org/entity/Q1775361	gon
http://www.wikidata.org/entity/Q1775596	ibg
http://www.wikidata.org/entity/Q1776032	mrj
http://www.wikidata.org/entity/Q1781613	nsl
http://www.wikidata.org/entity/Q1783590	bvl
http://www.wikidata.org/entity/Q178440	prs
http://www.wikidata.org/entity/Q178806	dum
http://www.wikidata.org/entity/Q1790301	lre
http://www.wikidata.org/entity/Q1804441	en-scouse
http://www.wikidata.org/entity/Q180937	als
http://www.wikidata.org/entity/Q180945	hy-arevmda
http://www.wikidata.org/entity/Q181037	aln
http://www.wikidata.org/entity/Q181059	hy-arevela
http://www.wikidata.org/entity/Q181074	xcl
http://www.wikidata.org/entity/Q1811224	aac
http://www.wikidata.org/entity/Q1815020	akz
http://www.wikidata.org/entity/Q1815205	tca
http://www.wikidata.org/entity/Q18168288	kbc
http://www.wikidata.org/entity/Q182695	ojp
http://www.wikidata.org/entity/Q1844993	cax
http://www.wikidata.org/entity/Q18546266	nqo
http://www.wikidata.org/entity/Q18643253	drg
http://www.wikidata.org/entity/Q18711232	sgl
http://www.wikidata.org/entity/Q190822	csu
http://www.wikidata.org/entity/Q192170	pra
http://www.wikidata.org/entity/Q19261685	tw-asante
http://www.wikidata.org/entity/Q1941682	mhc
http://www.wikidata.org/entity/Q1951641	omc
http://www.wikidata.org/entity/Q1957108	win
http://www.wikidata.org/entity/Q1957120	mhq
http://www.wikidata.org/entity/Q1957508	trr
http://www.wikidata.org/entity/Q1957612	omu
http://www.wikidata.org/entity/Q1961488	bhw
http://www.wikidata.org/entity/Q19682167	crp
http://www.wikidata.org/entity/Q19694214	mqm
http://www.wikidata.org/entity/Q1991779	alt
http://www.wikidata.org/entity/Q19921576	kqs
http://www.wikidata.org/entity/Q19921578	mfq
http://www.wikidata.org/entity/Q19921582	gxx
http://www.wikidata.org/entity/Q1998595	btk
http://www.wikidata.org/entity/Q20020473	es-BZ
http://www.wikidata.org/entity/Q2008062	xcw
http://www.wikidata.org/entity/Q20085721	tsi
http://www.wikidata.org/entity/Q20090009	tar
http://www.wikidata.org/entity/Q20162127	kic
http://www.wikidata.org/entity/Q2016252	ltc
http://www.wikidata.org/entity/Q201966	sco-ulster
http://www.wikidata.org/entity/Q2028448	lrz
http://www.wikidata.org/entity/Q2036148	sdv
http://www.wikidata.org/entity/Q2044560	syl
http://www.wikidata.org/entity/Q2047043	fr-je
http://www.wikidata.org/entity/Q205143	aus
http://www.wikidata.org/entity/Q20537530	pih
http://www.wikidata.org/entity/Q205979	sog
http://www.wikidata.org/entity/Q20668241	nku
http://www.wikidata.org/entity/Q20669419	mtm
http://www.wikidata.org/entity/Q2067656	end
http://www.wikidata.org/entity/Q2068190	nab
http://www.wikidata.org/entity/Q2087886	be-tarask
http://www.wikidata.org/entity/Q20923490	mul
http://www.wikidata.org/entity/Q2093214	rmf
http://www.wikidata.org/entity/Q2106984	tnx
http://www.wikidata.org/entity/Q21074781	gud
http://www.wikidata.org/entity/Q2107617	vgt
http://www.wikidata.org/entity/Q213434	sgs
http://www.wikidata.org/entity/Q2155119	ccc
http://www.wikidata.org/entity/Q2157431	vnm
http://www.wikidata.org/entity/Q2157452	mwi
http://www.wikidata.org/entity/Q2157461	tmb
http://www.wikidata.org/entity/Q2160405	vao
http://www.wikidata.org/entity/Q2160435	sns
http://www.wikidata.org/entity/Q216286	bsk
http://www.wikidata.org/entity/Q2196866	ple
http://www.wikidata.org/entity/Q2201099	dse
http://www.wikidata.org/entity/Q220607	tsd
http://www.wikidata.org/entity/Q2232696	wmt
http://www.wikidata.org/entity/Q2233794	tas
http://www.wikidata.org/entity/Q2252191	wxa
http://www.wikidata.org/entity/Q2266723	owl
http://www.wikidata.org/entity/Q2270532	pim
http://www.wikidata.org/entity/Q22809485	apc
http://www.wikidata.org/entity/Q22893424	xrg
http://www.wikidata.org/entity/Q2291492	slz
http://www.wikidata.org/entity/Q22918391	xbp
http://www.wikidata.org/entity/Q2295569	nxe
http://www.wikidata.org/entity/Q22964057	pks
http://www.wikidata.org/entity/Q2304583	opt
http://www.wikidata.org/entity/Q2311602	tta
http://www.wikidata.org/entity/Q2315424	sis
http://www.wikidata.org/entity/Q2328761	mhy
http://www.wikidata.org/entity/Q2335528	mkj
http://www.wikidata.org/entity/Q2356431	chb
http://www.wikidata.org/entity/Q2356440	tad
http://www.wikidata.org/entity/Q2361829	koo
http://www.wikidata.org/entity/Q236425	paa
http://www.wikidata.org/entity/Q2364661	kwz
http://www.wikidata.org/entity/Q2372207	sba
http://www.wikidata.org/entity/Q237409	zea
http://www.wikidata.org/entity/Q2375468	boa
http://www.wikidata.org/entity/Q2377158	xwo
http://www.wikidata.org/entity/Q2379113	aty
http://www.wikidata.org/entity/Q2380124	psd
http://www.wikidata.org/entity/Q2381310	duw
http://www.wikidata.org/entity/Q2387274	dav
http://www.wikidata.org/entity/Q2391112	len-hn
http://www.wikidata.org/entity/Q2393095	ood
http://www.wikidata.org/entity/Q2395641	aes
http://www.wikidata.org/entity/Q2396970	guk
http://www.wikidata.org/entity/Q2400870	loc
http://www.wikidata.org/entity/Q2404190	rri
http://www.wikidata.org/entity/Q2405552	ulw
http://www.wikidata.org/entity/Q2405981	lbv
http://www.wikidata.org/entity/Q2407831	nia
http://www.wikidata.org/entity/Q2410276	tgp
http://www.wikidata.org/entity/Q2410352	kei
http://www.wikidata.org/entity/Q2411063	pip
http://www.wikidata.org/entity/Q2422065	cjk
http://www.wikidata.org/entity/Q2422759	mvm
http://www.wikidata.org/entity/Q2424943	yox
http://www.wikidata.org/entity/Q2449549	phl
http://www.wikidata.org/entity/Q2454881	tqw
http://www.wikidata.org/entity/Q245899	el-cy
http://www.wikidata.org/entity/Q2472016	xcy
http://www.wikidata.org/entity/Q2474492	xso
http://www.wikidata.org/entity/Q2475442	cul
http://www.wikidata.org/entity/Q2475478	cuq
http://www.wikidata.org/entity/Q2475538	mlv
http://www.wikidata.org/entity/Q2478711	nxq
http://www.wikidata.org/entity/Q2484579	squ
http://www.wikidata.org/entity/Q2487263	wlm
http://www.wikidata.org/entity/Q2498808	ium
http://www.wikidata.org/entity/Q2501174	gor
http://www.wikidata.org/entity/Q2511476	tyz
http://www.wikidata.org/entity/Q2520538	tue
http://www.wikidata.org/entity/Q2520717	rng
http://www.wikidata.org/entity/Q2523999	kmv
http://www.wikidata.org/entity/Q2524007	tav
http://www.wikidata.org/entity/Q252411	tvk
http://www.wikidata.org/entity/Q2526676	plf
http://www.wikidata.org/entity/Q254950	ovd
http://www.wikidata.org/entity/Q25559587	xta
http://www.wikidata.org/entity/Q25559730	tpc
http://www.wikidata.org/entity/Q2567055	cof
http://www.wikidata.org/entity/Q2567925	pby
http://www.wikidata.org/entity/Q25714758	sxn
http://www.wikidata.org/entity/Q2574767	kam
http://www.wikidata.org/entity/Q258318	de-DE
http://www.wikidata.org/entity/Q2585357	rkb
http://www.wikidata.org/entity/Q2591165	pcp
http://www.wikidata.org/entity/Q2591175	piu
http://www.wikidata.org/entity/Q2591184	kmq
http://www.wikidata.org/entity/Q2591202	cao
http://www.wikidata.org/entity/Q2591221	arl
http://www.wikidata.org/entity/Q2591230	cbs
http://www.wikidata.org/entity/Q2591243	cht
http://www.wikidata.org/entity/Q2591288	asb
http://www.wikidata.org/entity/Q2591329	cbi
http://www.wikidata.org/entity/Q2600085	osa
http://www.wikidata.org/entity/Q2603103	kwi
http://www.wikidata.org/entity/Q2603808	mrq
http://www.wikidata.org/entity/Q2605045	bsh
http://www.wikidata.org/entity/Q2605298	dsl
http://www.wikidata.org/entity/Q2605680	crv
http://www.wikidata.org/entity/Q2605689	shx
http://www.wikidata.org/entity/Q2613465	tll
http://www.wikidata.org/entity/Q2625398	lec
http://www.wikidata.org/entity/Q2625410	pha
http://www.wikidata.org/entity/Q262828	cmn-tw
http://www.wikidata.org/entity/Q2635961	nkr
http://www.wikidata.org/entity/Q2638144	suk
http://www.wikidata.org/entity/Q2640628	kwk
http://www.wikidata.org/entity/Q2640637	prc
http://www.wikidata.org/entity/Q2640646	yuz
http://www.wikidata.org/entity/Q2640686	akb
http://www.wikidata.org/entity/Q2640935	huu
http://www.wikidata.org/entity/Q2655664	arw
http://www.wikidata.org/entity/Q2659044	djk
http://www.wikidata.org/entity/Q266417	caw
http://www.wikidata.org/entity/Q2665734	kgp
http://www.wikidata.org/entity/Q2665761	del
http://www.wikidata.org/entity/Q2666835	frt
http://www.wikidata.org/entity/Q2669164	eno
http://www.wikidata.org/entity/Q2669184	iqu
http://www.wikidata.org/entity/Q2669188	app
http://www.wikidata.org/entity/Q2669193	guh
http://www.wikidata.org/entity/Q2669199	rmy
http://www.wikidata.org/entity/Q2669206	sjw
http://www.wikidata.org/entity/Q2669214	amv
http://www.wikidata.org/entity/Q2669219	gni
http://www.wikidata.org/entity/Q2669225	ano
http://www.wikidata.org/entity/Q2669248	kla
http://www.wikidata.org/entity/Q2669254	con
http://www.wikidata.org/entity/Q2669261	aut
http://www.wikidata.org/entity/Q2671988	shp
http://www.wikidata.org/entity/Q268130	mhn
http://www.wikidata.org/entity/Q2691385	es-PA
http://www.wikidata.org/entity/Q2691548	mhw
http://www.wikidata.org/entity/Q2699398	pqw
http://www.wikidata.org/entity/Q2699882	akr
http://www.wikidata.org/entity/Q271033	sv-ax
http://www.wikidata.org/entity/Q2721227	ona
http://www.wikidata.org/entity/Q2726867	bjj
http://www.wikidata.org/entity/Q2727930	txg
http://www.wikidata.org/entity/Q2736709	drt
http://www.wikidata.org/entity/Q2736980	apy
http://www.wikidata.org/entity/Q2742262	mhe
http://www.wikidata.org/entity/Q2742661	jah
http://www.wikidata.org/entity/Q2744745	gum
http://www.wikidata.org/entity/Q2746221	aru
http://www.wikidata.org/entity/Q2748229	csn
http://www.wikidata.org/entity/Q2748232	nun
http://www.wikidata.org/entity/Q2748259	plg
http://www.wikidata.org/entity/Q2760613	day
http://www.wikidata.org/entity/Q2779185	pro
http://www.wikidata.org/entity/Q277963	kcm
http://www.wikidata.org/entity/Q278365	lmg
http://www.wikidata.org/entity/Q2784033	dun
http://www.wikidata.org/entity/Q27921265	xlo
http://www.wikidata.org/entity/Q2796873	bhp
http://www.wikidata.org/entity/Q2820163	abx
http://www.wikidata.org/entity/Q2822110	abz
http://www.wikidata.org/entity/Q2822982	aca
http://www.wikidata.org/entity/Q2823170	acu
http://www.wikidata.org/entity/Q2827041	xto
http://www.wikidata.org/entity/Q2827749	aih
http://www.wikidata.org/entity/Q2828867	aji
http://www.wikidata.org/entity/Q282888	iai
http://www.wikidata.org/entity/Q2828964	tsr
http://www.wikidata.org/entity/Q2829146	acs
http://www.wikidata.org/entity/Q2839722	brg
http://www.wikidata.org/entity/Q2840986	ams
http://www.wikidata.org/entity/Q2840988	ryn
http://www.wikidata.org/entity/Q2841180	aie
http://www.wikidata.org/entity/Q2841465	utp
http://www.wikidata.org/entity/Q2841471	omb
http://www.wikidata.org/entity/Q2841479	nnd
http://www.wikidata.org/entity/Q2842468	mmg
http://www.wikidata.org/entity/Q2842667	kbh
http://www.wikidata.org/entity/Q2845320	anw
http://www.wikidata.org/entity/Q2846078	ana
http://www.wikidata.org/entity/Q2846171	anb
http://www.wikidata.org/entity/Q2846195	anx
http://www.wikidata.org/entity/Q2849617	en-MY
http://www.wikidata.org/entity/Q2850262	wni
http://www.wikidata.org/entity/Q2852547	tkg
http://www.wikidata.org/entity/Q2852548	xmv
http://www.wikidata.org/entity/Q2852592	tdx
http://www.wikidata.org/entity/Q2852610	txy
http://www.wikidata.org/entity/Q2858311	apn
http://www.wikidata.org/entity/Q2859081	apu
http://www.wikidata.org/entity/Q2863482	apr
http://www.wikidata.org/entity/Q2863483	aia
http://www.wikidata.org/entity/Q2866218	asz
http://www.wikidata.org/entity/Q2871740	ash
http://www.wikidata.org/entity/Q2872082	auh
http://www.wikidata.org/entity/Q2873211	auy
http://www.wikidata.org/entity/Q2873230	nhd
http://www.wikidata.org/entity/Q2874642	vwa
http://www.wikidata.org/entity/Q2874650	awb
http://www.wikidata.org/entity/Q2874658	bcu
http://www.wikidata.org/entity/Q2874670	awx
http://www.wikidata.org/entity/Q2874710	ahb
http://www.wikidata.org/entity/Q2875044	wyr
http://www.wikidata.org/entity/Q2877785	baa
http://www.wikidata.org/entity/Q2878833	bvc
http://www.wikidata.org/entity/Q2878850	bvd
http://www.wikidata.org/entity/Q2878874	btr
http://www.wikidata.org/entity/Q2879238	yha
http://www.wikidata.org/entity/Q2879298	bsu
http://www.wikidata.org/entity/Q2880037	bdr
http://www.wikidata.org/entity/Q2880038	bdl
http://www.wikidata.org/entity/Q2880165	bdh
http://www.wikidata.org/entity/Q2880535	sse
http://www.wikidata.org/entity/Q2881675	blq
http://www.wikidata.org/entity/Q2882543	kpc
http://www.wikidata.org/entity/Q2882857	bcm
http://www.wikidata.org/entity/Q2883511	bno
http://www.wikidata.org/entity/Q2883521	bnq
http://www.wikidata.org/entity/Q2883738	bao
http://www.wikidata.org/entity/Q2883794	kys
http://www.wikidata.org/entity/Q2883843	bsn
http://www.wikidata.org/entity/Q2884502	bch
http://www.wikidata.org/entity/Q2884743	bjk
http://www.wikidata.org/entity/Q2886189	bjz
http://www.wikidata.org/entity/Q2886281	mot
http://www.wikidata.org/entity/Q2886781	gsm
http://www.wikidata.org/entity/Q2891042	btz
http://www.wikidata.org/entity/Q2891045	btd
http://www.wikidata.org/entity/Q2891049	btm
http://www.wikidata.org/entity/Q2891054	bts
http://www.wikidata.org/entity/Q2891902	zbc
http://www.wikidata.org/entity/Q2891938	sne
http://www.wikidata.org/entity/Q2892068	bxa
http://www.wikidata.org/entity/Q2894198	beg
http://www.wikidata.org/entity/Q2895638	bef
http://www.wikidata.org/entity/Q2896850	brf
http://www.wikidata.org/entity/Q2900881	bth
http://www.wikidata.org/entity/Q2902029	bnk
http://www.wikidata.org/entity/Q2902304	nmb
http://www.wikidata.org/entity/Q2902375	bhc
http://www.wikidata.org/entity/Q2902626	bip
http://www.wikidata.org/entity/Q2903780	bll
http://www.wikidata.org/entity/Q2903788	bxf
http://www.wikidata.org/entity/Q2904312	biq
http://www.wikidata.org/entity/Q2904383	brr
http://www.wikidata.org/entity/Q2904868	bgk
http://www.wikidata.org/entity/Q2905245	blp
http://www.wikidata.org/entity/Q2907551	kvg
http://www.wikidata.org/entity/Q2908807	rak
http://www.wikidata.org/entity/Q2909984	dez
http://www.wikidata.org/entity/Q2910053	bdg
http://www.wikidata.org/entity/Q2910067	bot
http://www.wikidata.org/entity/Q2912846	psm
http://www.wikidata.org/entity/Q2917968	oma
http://www.wikidata.org/entity/Q2919128	orc
http://www.wikidata.org/entity/Q2925988	bkk
http://www.wikidata.org/entity/Q2927370	bzh
http://www.wikidata.org/entity/Q2927723	bgt
http://www.wikidata.org/entity/Q2927799	sdo
http://www.wikidata.org/entity/Q2927952	bzq
http://www.wikidata.org/entity/Q2928207	bkz
http://www.wikidata.org/entity/Q2928278	blf
http://www.wikidata.org/entity/Q2928522	vrt
http://www.wikidata.org/entity/Q2928650	mhs
http://www.wikidata.org/entity/Q2928942	bnr
http://www.wikidata.org/entity/Q2929025	yln
http://www.wikidata.org/entity/Q2929111	bwd
http://www.wikidata.org/entity/Q2932212	msq
http://www.wikidata.org/entity/Q2932485	roc
http://www.wikidata.org/entity/Q2932604	pku
http://www.wikidata.org/entity/Q2933175	cah
http://www.wikidata.org/entity/Q2936334	ram
http://www.wikidata.org/entity/Q2936374	caz
http://www.wikidata.org/entity/Q2936935	cov
http://www.wikidata.org/entity/Q2937196	kaq
http://www.wikidata.org/entity/Q2937525	cps
http://www.wikidata.org/entity/Q2944443	csm
http://www.wikidata.org/entity/Q2948019	cjm
http://www.wikidata.org/entity/Q2962074	cjh
http://www.wikidata.org/entity/Q2962165	mrn
http://www.wikidata.org/entity/Q2963680	cbg
http://www.wikidata.org/entity/Q2963735	cco
http://www.wikidata.org/entity/Q2963878	ciw
http://www.wikidata.org/entity/Q2963909	vmk
http://www.wikidata.org/entity/Q2963912	gui
http://www.wikidata.org/entity/Q2964262	coz
http://www.wikidata.org/entity/Q2964447	cda
http://www.wikidata.org/entity/Q2964450	clo
http://www.wikidata.org/entity/Q2964457	chd
http://www.wikidata.org/entity/Q2967321	cje
http://www.wikidata.org/entity/Q2967636	crz
http://www.wikidata.org/entity/Q2967638	puy
http://www.wikidata.org/entity/Q2967709	scb
http://www.wikidata.org/entity/Q2976736	piv
http://www.wikidata.org/entity/Q2980375	guo
http://www.wikidata.org/entity/Q2980381	ese
http://www.wikidata.org/entity/Q2980421	cui
http://www.wikidata.org/entity/Q2981109	csi
http://www.wikidata.org/entity/Q2981620	mcf
http://www.wikidata.org/entity/Q2981948	liw
http://www.wikidata.org/entity/Q2984602	oka
http://www.wikidata.org/entity/Q2991985	xpm
http://www.wikidata.org/entity/Q2992833	smr
http://www.wikidata.org/entity/Q2992841	hmr
http://www.wikidata.org/entity/Q2992872	nij
http://www.wikidata.org/entity/Q2992876	nuk
http://www.wikidata.org/entity/Q2992915	nce
http://www.wikidata.org/entity/Q2994901	pt-ao
http://www.wikidata.org/entity/Q2997506	cmc
http://www.wikidata.org/entity/Q3001877	cow
http://www.wikidata.org/entity/Q300402	fax
http://www.wikidata.org/entity/Q3006280	gcf
http://www.wikidata.org/entity/Q3006285	acf
http://www.wikidata.org/entity/Q3006705	cub
http://www.wikidata.org/entity/Q3009690	cam
http://www.wikidata.org/entity/Q3012604	mbp
http://www.wikidata.org/entity/Q3015523	mwk
http://www.wikidata.org/entity/Q3026110	yaa
http://www.wikidata.org/entity/Q3027879	lbc
http://www.wikidata.org/entity/Q3027894	bmr
http://www.wikidata.org/entity/Q3027906	moc
http://www.wikidata.org/entity/Q3027909	pav
http://www.wikidata.org/entity/Q3027918	pui
http://www.wikidata.org/entity/Q3027923	gob
http://www.wikidata.org/entity/Q3027928	irh
http://www.wikidata.org/entity/Q3027930	xok
http://www.wikidata.org/entity/Q3027940	gta
http://www.wikidata.org/entity/Q3027953	srq
http://www.wikidata.org/entity/Q3028668	ddi
http://www.wikidata.org/entity/Q3029682	mbl
http://www.wikidata.org/entity/Q3029805	tit
http://www.wikidata.org/entity/Q303154	yly
http://www.wikidata.org/entity/Q3033534	gva
