locale	style	input	expected
ba	percent	-5.0E9	-500 000 000 000%
ba	percent	-1.5E8	-15 000 000 000%
ba	percent	-5000000.0	-500 000 000%
ba	percent	-5000.0	-500 000%
ba	percent	-500.0	-50 000%
ba	percent	-0.005	-0.5%
ba	percent	150000.0	15 000 000%
ba	percent	1500000.0	150 000 000%
ba	percent	1.0E8	10 000 000 000%
ba	scientific	-5.0E10	-5E10
ba	scientific	-5.0E9	-5E9
ba	scientific	-1.5E8	-1.5E8
ba	scientific	-1000000.0	-1E6
ba	scientific	-500.0	-5E2
ba	scientific	-0.005	-5E-3
ba	scientific	-5.0E-4	-5E-4
ba	scientific	5.0E-5	5E-5
ba	scientific	15.0	1.5E1
ba	scientific	1500000.0	1.5E6
ba	scientific	1.5E7	1.5E7
ba	scientific	5.0E8	5E8
ba	scientific	5.0E11	5E11
ba	compact-short	0.01	0.01
ba	compact-short	5.0E7	50 млн
be	decimal	-5.0E10	-50 000 000 000
be	decimal	-500000.0	-500 000
be	decimal	-5.0E-4	-0,0005
be	decimal	1.5E-6	0,000002
be	decimal	3.5	3,5
be	decimal	1.0E8	100 000 000
be	decimal	1.5E12	1 500 000 000 000
be	percent	-1.0E10	-1 000 000 000 000 %
be	percent	-50000.0	-5 000 000 %
be	percent	-1.0E-4	-0,01 %
be	percent	1.0E-5	0,001 %
be	percent	15000.0	1 500 000 %
be	percent	1.0E8	10 000 000 000 %
be	percent	1.0E11	10 000 000 000 000 %
be	scientific	-1000.0	-1E3
be	scientific	-1.5000000000000001E-4	-1,5E-4
be	scientific	-4.9999999999999996E-6	-5E-6
be	scientific	0.0015	1,5E-3
be	scientific	1500.0	1,5E3
be	scientific	1.0E8	1E8
be	compact-short	-0.15000000000000002	-0,15
be	compact-short	0.01	0,01
be	compact-long	-0.15000000000000002	-0,15
be	compact-long	1.0E-6	0,000001
be	compact-long	0.01	0,01
be	compact-long	1.0E12	1 трыльён
bg	decimal	-5.0E12	-5 000 000 000 000
bg	decimal	-1.2	-1,2
bg	decimal	-0.05	-0,05
bg	decimal	1.5	1,5
bg	decimal	1.5E10	15 000 000 000
bg	percent	-5.0E12	-500 000 000 000 000%
bg	percent	-2.5	-250%
bg	percent	-0.01	-1%
bg	percent	1.5	150%
bg	percent	1.5E10	1 500 000 000 000%
bg	scientific	-999999.9	-9,999999E5
bg	scientific	-1.2	-1,2E0
bg	scientific	999.9	9,999E2
bg	scientific	1.5E9	1,5E9
bg	compact-short	-5.0E11	-500 млрд.
bg	compact-short	-150.0	-150
bg	compact-short	-3.5	-3,5
bg	compact-short	-0.015	-0,015
bg	compact-short	-5.0E-5	-0,00005
bg	compact-short	4.9999999999999996E-6	0,000005
bg	compact-short	1.0E-4	0,0001
bg	compact-short	1.5000000000000001E-4	0,00015
bg	compact-short	0.005	0,005
bg	compact-short	50.0	50
bg	compact-short	500.0	500
bg	compact-short	10000.0	10 хил.
bg	compact-short	500000.0	500 хил.
bg	compact-short	1.5E8	150 млн.
bg	compact-short	5.0E9	5 млрд.
bg	compact-short	1.0E10	10 млрд.
bg	compact-long	-1500.0	-1,5 хиляди
bg	compact-long	-0.0015	-0,0015
bg	compact-long	0.1	0,1
bg	compact-long	50000.0	50 хиляди
bg	compact-long	1000000.0	1 милион
bg	compact-long	5000000.0	5 милиона
bg	compact-long	1.5E11	150 милиарда
bs	decimal	-5.0E12	-5.000.000.000.000
bs	decimal	-1.0E7	-10.000.000
bs	decimal	-0.135	-0,135
bs	percent	-5.0E12	-500.000.000.000.000%
bs	percent	-1.0E7	-1.000.000.000%
bs	percent	-0.135	-13,5%
bs	scientific	-1.0E12	-1E12
bs	scientific	-1.2	-1,2E0
bs	scientific	-1.0E-6	-1E-6
bs	compact-short	-1.5E12	-1,5 bil.
bs	compact-short	-5.0E8	-500 mil.
bs	compact-short	-1.5E7	-15 mil.
bs	compact-short	-1.23E-4	-0,00012
bs	compact-short	-1.5E-6	-0,0000015
bs	compact-short	0.005	0,005
bs	compact-short	500.0	500
bs	compact-short	1000.0	1 hilj.
bs	compact-short	1.5E8	150 mil.
bs	compact-short	5.0E9	5 mlrd.
bs	compact-long	-5.0E11	-500 milijardi
bs	compact-long	-150.0	-150
bs	compact-long	-15.0	-15
bs	compact-long	-0.015	-0,015
bs	compact-long	-5.0E-5	-0,00005
bs	compact-long	1.0E-4	0,0001
bs	compact-long	10000.0	10 hiljada
bs	compact-long	500000.0	500 hiljada
bs	compact-long	1.0E10	10 milijardi
bs_Latn	decimal	-2.5	-2,5
bs_Latn	decimal	1.5E10	15.000.000.000
bs_Latn	percent	-5.0E12	-500.000.000.000.000%
bs_Latn	percent	1.5E10	1.500.000.000.000%
bs_Latn	scientific	-5.0E7	-5E7
bs_Latn	scientific	-1.2	-1,2E0
bs_Latn	scientific	-0.05	-5E-2
bs_Latn	compact-short	-1.0E11	-100 mlrd.
bs_Latn	compact-short	-1.0E8	-100 mil.
bs_Latn	compact-short	-1.0E-5	-0,00001
bs_Latn	compact-short	1.5000000000000002E-5	0,000015
bs_Latn	compact-short	5.0E-4	0,0005
bs_Latn	compact-short	0.1	0,1
bs_Latn	compact-short	500000.0	500 hilj.
bs_Latn	compact-short	1000000.0	1 mil.
bs_Latn	compact-short	5.0E10	50 mlrd.
bs_Latn	compact-long	-1.0E11	-100 milijardi
bs_Latn	compact-long	-15000.0	-15 hiljada
bs_Latn	compact-long	-3.5	-3,5
bs_Latn	compact-long	-0.125	-0,12
bs_Latn	compact-long	-1.0E-5	-0,00001
bs_Latn	compact-long	0.001	0,001
bs_Latn	compact-long	50.0	50
bs_Latn	compact-long	100.0	100
bs_Latn	compact-long	5000.0	5 hiljada
bs_Latn	compact-long	1000000.0	1 milion
bs_Latn	compact-long	5000000.0	5 miliona
bs_Latn	compact-long	1.0E9	1 milijarda
ca	decimal	-1234567.0	-1.234.567
ca	decimal	-15000.0	-15.000
ca	decimal	-0.125	-0,125
ca	decimal	0.001	0,001
ca	decimal	0.5	0,5
ca	decimal	5.0	5
ca	decimal	100.0	100
ca	decimal	5000.0	5.000
ca	decimal	1000000.0	1.000.000
ca	decimal	1.0E9	1.000.000.000
ca	percent	-0.125	-12,5 %
ca	percent	-1.23E-4	-0,0123 %
ca	percent	1.5000000000000001E-4	0,015 %
ca	percent	10.0	1.000 %
ca	percent	5000.0	500.000 %
ca	percent	100000.0	10.000.000 %
ca	scientific	-1.5	-1,5E0
ca	scientific	-0.15000000000000002	-1,5E-1
ca	scientific	2.5	2,5E0
ca	compact-short	-1000000.0	-1 M
ca	compact-short	-5000.0	-5 k
ca	compact-short	-1.0	-1
ca	compact-short	-0.1	-0,1
ca	compact-short	-1.5000000000000002E-5	-0,000015
ca	compact-short	0.0015	0,0015
ca	compact-short	0.015	0,015
ca	compact-short	3.5	3,5
ca	compact-short	150.0	150
ca	compact-short	1500.0	1,5 k
ca	compact-long	-5.0E12	-5 bilions
ca	compact-long	-5.0E7	-50 milions
ca	compact-long	-0.05	-0,05
chr	decimal	-0.05	-0.05
chr	decimal	0.15000000000000002	0.15
chr	decimal	1.5	1.5
chr	decimal	1.5E10	15,000,000,000
chr	percent	-999999.9	-99,999,990%
chr	percent	-0.05	-5%
chr	percent	1.5E10	1,500,000,000,000%
chr	scientific	-999999.9	-9.999999E5
chr	scientific	1.5E9	1.5E9
chr	scientific	1.5E10	1.5E10
chr	compact-short	-150.0	-150
chr	compact-short	-15.0	-15
chr	compact-short	-0.015	-0.015
chr	compact-short	-1.23E-4	-0.00012
chr	compact-short	1.0E-4	0.0001
chr	compact-short	10.0	10
chr	compact-short	1.0E10	10B
chr	compact-long	-1.0E8	-100 ᎢᏳᏆᏗᏅᏛ
chr	compact-long	-1500.0	-1.5 ᎢᏯᎦᏴᎵ
chr	compact-long	-0.0015	-0.0015
chr	compact-long	4.9999999999999996E-6	0.000005
chr	compact-long	5.0E-4	0.0005
chr	compact-long	0.005	0.005
chr	compact-long	500.0	500
chr	compact-long	50000.0	50 ᎢᏯᎦᏴᎵ
chr	compact-long	1.5E8	150 ᎢᏳᏆᏗᏅᏛ
chr	compact-long	5.0E9	5 ᎢᏯᏔᎳᏗᏅᏛ
chr	compact-long	5.0E10	50 ᎢᏯᏔᎳᏗᏅᏛ
cs	decimal	0.05	0,05
cs	decimal	5.0E12	5 000 000 000 000
cs	percent	5.0E12	500 000 000 000 000 %
cs	scientific	-1.0E8	-1E8
cs	scientific	-15000.0	-1,5E4
cs	scientific	4.9999999999999996E-6	5E-6
cs	scientific	1.5000000000000001E-4	1,5E-4
cs	scientific	5.0E-4	5E-4
cs	scientific	0.005	5E-3
cs	scientific	0.1	1E-1
cs	scientific	500.0	5E2
cs	scientific	1000000.0	1E6
cs	scientific	1.5E8	1,5E8
cs	scientific	5.0E9	5E9
cs	scientific	5.0E10	5E10
cs	compact-short	-5.0E7	-50 mil.
cs	compact-short	-0.01	-0,01
cs	compact-long	-1.0E10	-10 miliard
cs	compact-long	-5.0E9	-5 miliard
cs	compact-long	-1.5E8	-150 milionů
cs	compact-long	-500000.0	-500 tisíc
cs	compact-long	-500.0	-500
cs	compact-long	-5.0	-5
cs	compact-long	-0.5	-0,5
cs	compact-long	-0.005	-0,005
cs	compact-long	-1.0E-4	-0,0001
cs	compact-long	1500000.0	1,5 milionu
cs	compact-long	1.0E8	100 milionů
cv	decimal	-5.0E10	-50 000 000 000
cv	decimal	-50000.0	-50 000
cv	decimal	-5.0E-4	-0,0005
cv	decimal	1.5E-6	0,000002
cv	decimal	1.5E7	15 000 000
cv	decimal	5.0E8	500 000 000
cv	decimal	1.5E12	1 500 000 000 000
cv	percent	-5.0E10	-5 000 000 000 000 %
cv	percent	-5000000.0	-500 000 000 %
cv	percent	-100000.0	-10 000 000 %
cv	percent	-5.0E-4	-0,05 %
cv	percent	-1.5000000000000002E-5	-0,0015 %
cv	percent	1.5E-6	0,00015 %
cv	percent	1.0E8	10 000 000 000 %
cv	percent	1.5E12	150 000 000 000 000 %
cv	scientific	-5.0E10	-5E10
cv	scientific	-10.0	-1E1
cv	scientific	-1.0	-1E0
cv	scientific	-0.1	-1E-1
cv	scientific	-5.0E-4	-5E-4
cv	scientific	1.0E-5	1E-5
cv	scientific	0.125	1,25E-1
cv	scientific	1.0E11	1E11
cv	compact-short	0.01	0,01
cv	compact-short	0.135	0,14
cv	compact-short	1.0E7	10 млн
cv	compact-long	-1.5E10	-15 млрд
cv	compact-long	-1.5E9	-1,5 млрд
cv	compact-long	-999.9	-1 пин
cv	compact-long	-123.0	-123
cv	compact-long	999999.9	1 млн
cy	decimal	-5.0E8	-500,000,000
cy	decimal	-1.5E7	-15,000,000
cy	decimal	-1500.0	-1,500
cy	decimal	-0.0015	-0.0015
cy	decimal	-1.23E-4	-0.000123
cy	decimal	0.1	0.1
cy	decimal	1000.0	1,000
cy	decimal	50000.0	50,000
cy	decimal	1000000.0	1,000,000
cy	decimal	5000000.0	5,000,000
cy	percent	-1234567.0	-123,456,700%
cy	percent	-0.125	-12.5%
cy	percent	4.9999999999999996E-6	0.0005%
cy	percent	0.1	10%
cy	percent	5000.0	500,000%
cy	scientific	-1.5	-1.5E0
cy	scientific	2.5	2.5E0
cy	compact-short	-1.0E10	-10B
cy	compact-short	-1.5000000000000001E-4	-0.00015
cy	compact-short	-1.0E-4	-0.0001
cy	compact-short	0.0015	0.0015
cy	compact-short	15.0	15
cy	compact-short	1500.0	1.5K
cy	compact-short	15000.0	15K
cy	compact-short	1.0E8	100M
cy	compact-long	-5.0E12	-5 triliwn
cy	compact-long	-12.0	-12
da	decimal	-1.0E12	-1.000.000.000.000
da	decimal	-0.01	-0,01
da	decimal	-1.0E-6	-0,000001
da	decimal	0.15000000000000002	0,15
da	percent	-1.0E12	-100.000.000.000.000 %
da	percent	-0.01	-1 %
da	percent	-1.0E-6	-0,0001 %
da	percent	1.5E10	1.500.000.000.000 %
da	scientific	999.9	9,999E2
da	scientific	1.5E9	1,5E9
da	compact-short	-5.0E11	-500 mia.
da	compact-short	-5.0E8	-500 mio.
da	compact-short	-1.5E7	-15 mio.
da	compact-short	-1500000.0	-1,5 mio.
da	compact-short	-1234567.0	-1,2 mio.
da	compact-short	-150000.0	-150 t
da	compact-short	-3.5	-3,5
da	compact-short	-5.0E-5	-0,00005
da	compact-short	0.005	0,005
da	compact-short	50.0	50
da	compact-short	500.0	500
da	compact-short	1000.0	1 t
da	compact-short	10000.0	10 t
da	compact-short	1.5E8	150 mio.
da	compact-short	5.0E9	5 mia.
da	compact-long	-5.0E11	-500 milliarder
da	compact-long	-15000.0	-15 tusind
da	compact-long	-150.0	-150
da	compact-long	-0.015	-0,015
da	compact-long	-5.0E-5	-0,00005
da	compact-long	0.1	0,1
da	compact-long	10000.0	10 tusind
da	compact-long	1.5E11	150 milliarder
de	decimal	-1.0E7	-10.000.000
de	decimal	-999999.9	-999.999,9
de	decimal	-0.135	-0,135
de	decimal	-0.01	-0,01
de	percent	-1.0E7	-1.000.000.000 %
de	percent	-0.135	-13,5 %
de	scientific	-1.0E12	-1E12
de	scientific	-5.0E7	-5E7
de	scientific	-2.5	-2,5E0
de	scientific	-0.05	-5E-2
de	scientific	-1.0E-6	-1E-6
de	compact-short	-150000.0	-150.000
de	compact-short	-15000.0	-15.000
de	compact-short	-1500.0	-1500
de	compact-short	-15.0	-15
de	compact-short	-3.5	-3,5
de	compact-short	-0.125	-0,12
de	compact-short	-0.0015	-0,0015
de	compact-short	4.9999999999999996E-6	0,000005
de	compact-short	0.1	0,1
de	compact-short	50.0	50
de	compact-short	5000.0	5000
de	compact-long	-1.0E8	-100 Millionen
de	compact-long	-150000.0	-150 Tausend
de	compact-long	-3.5	-3,5
de	compact-long	-1.23E-4	-0,00012
de	compact-long	1.5000000000000001E-4	0,00015
de	compact-long	5.0E-4	0,0005
de	compact-long	50.0	50
de	compact-long	5.0E10	50 Milliarden
dsb	decimal	-5.0E9	-5.000.000.000
dsb	decimal	-1.5E8	-150.000.000
dsb	decimal	-100000.0	-100.000
dsb	decimal	-5000.0	-5.000
dsb	decimal	-500.0	-500
dsb	decimal	-0.005	-0,005
dsb	decimal	-1.5000000000000001E-4	-0,00015
dsb	decimal	15.0	15
dsb	decimal	150000.0	150.000
dsb	decimal	1.5E7	15.000.000
dsb	decimal	5.0E8	500.000.000
dsb	percent	-5.0E9	-500.000.000.000 %
dsb	percent	-1.5E8	-15.000.000.000 %
dsb	percent	-50000.0	-5.000.000 %
dsb	percent	-5000.0	-500.000 %
dsb	percent	-500.0	-50.000 %
dsb	percent	-0.005	-0,5 %
dsb	percent	15.0	1.500 %
dsb	percent	1.0E8	10.000.000.000 %
dsb	scientific	-1.5E11	-1,5E11
dsb	scientific	-5.0E9	-5E9
dsb	scientific	-1.5E8	-1,5E8
dsb	scientific	-10000.0	-1E4
dsb	scientific	-500.0	-5E2
dsb	scientific	-0.005	-5E-3
dsb	scientific	-1.5000000000000001E-4	-1,5E-4
dsb	scientific	-4.9999999999999996E-6	-5E-6
dsb	scientific	0.015	1,5E-2
dsb	scientific	15.0	1,5E1
dsb	scientific	150.0	1,5E2
dsb	scientific	1500000.0	1,5E6
dsb	compact-short	-1.5	-1,5
dsb	compact-short	0.135	0,14
dsb	compact-short	2.5	2,5
dsb	compact-short	1.0E7	10 mio.
dsb	compact-long	-0.15000000000000002	-0,15
dsb	compact-long	0.01	0,01
el	decimal	-1.5E11	-150.000.000.000
el	decimal	-1.0E9	-1.000.000.000
el	decimal	-100.0	-100
el	decimal	-1.0	-1
el	decimal	-0.1	-0,1
el	decimal	-0.001	-0,001
el	decimal	5.0E-5	0,00005
el	decimal	1.0E8	100.000.000
el	decimal	5.0E11	500.000.000.000
el	percent	-1.5E11	-15.000.000.000.000%
el	percent	-5.0E9	-500.000.000.000%
el	percent	-1.5E8	-15.000.000.000%
el	percent	-5000000.0	-500.000.000%
el	percent	-500.0	-50.000%
el	percent	-1.0	-100%
el	percent	-0.1	-10%
el	percent	-0.005	-0,5%
el	percent	-4.9999999999999996E-6	-0,0005%
el	percent	1.0E8	10.000.000.000%
el	scientific	-5.0E10	-5e10
el	scientific	-50.0	-5e1
el	scientific	-5.0E-4	-5e-4
el	scientific	-1.5000000000000001E-4	-1,5e-4
el	scientific	-4.9999999999999996E-6	-5e-6
el	scientific	0.0015	1,5e-3
el	scientific	1500.0	1,5e3
el	compact-short	0.01	0,01
el	compact-short	5.0E12	5 τρισ.
el	compact-long	-0.15000000000000002	-0,15
el	compact-long	1.0E-6	0,000001
el	compact-long	0.01	0,01
el	compact-long	2.5	2,5
el	compact-long	1.0E12	1 τρισεκατομμύριο
en	decimal	-1.0E7	-10,000,000
en	decimal	-0.135	-0.135
en	decimal	-0.05	-0.05
en	percent	-1.0E7	-1,000,000,000%
en	percent	-0.135	-13.5%
en	percent	-0.01	-1%
en	percent	0.15000000000000002	15%
en	scientific	-0.05	-5E-2
en	scientific	0.15000000000000002	1.5E-1
en	scientific	1.5E10	1.5E10
en	compact-short	-5.0E8	-500M
en	compact-short	-1.5E7	-15M
en	compact-short	1.5000000000000002E-5	0.000015
en	compact-short	0.005	0.005
en	compact-short	10.0	10
en	compact-short	500.0	500
en	compact-short	1000.0	1K
en	compact-short	5000000.0	5M
en	compact-short	1.5E8	150M
en	compact-short	5.0E9	5B
en	compact-long	-5.0E11	-500 billion
en	compact-long	-150000.0	-150 thousand
en	compact-long	-5.0E-5	-0.00005
en	compact-long	0.005	0.005
en	compact-long	500.0	500
en	compact-long	10000.0	10 thousand
en	compact-long	1.5E8	150 million
en	compact-long	5.0E9	5 billion
en	compact-long	1.5E11	150 billion
es	decimal	-5.0E8	-500.000.000
es	decimal	-1.5E7	-15.000.000
es	decimal	-1.23E-4	-0,000123
es	decimal	1000.0	1000
es	decimal	1000000.0	1.000.000
es	decimal	5000000.0	5.000.000
es	percent	-5.0E11	-50.000.000.000.000 %
es	percent	-5.0E8	-50.000.000.000 %
es	percent	-1.5E7	-1.500.000.000 %
es	percent	-1234567.0	-123.456.700 %
es	percent	-5.0E-5	-0,005 %
es	percent	1.5000000000000002E-5	0,0015 %
es	percent	0.005	0,5 %
es	percent	500.0	50.000 %
es	percent	1000.0	100.000 %
es	percent	1.5E8	15.000.000.000 %
es	percent	5.0E9	500.000.000.000 %
es	scientific	2.5	2,5E0
es	scientific	999999.9	9,999999E5
es	compact-short	-1.5E11	-150 mil M
es	compact-short	1.0E-5	0,00001
es	compact-short	1.0E8	100 M
es	compact-short	1.0E11	100 mil M
es	compact-long	-999999.9	-1 millón
et	decimal	-1.0E9	−1 000 000 000
et	decimal	-100000.0	−100 000
et	decimal	-5000.0	−5000
et	decimal	-100.0	−100
et	decimal	-5.0	−5
et	decimal	-0.5	−0,5
et	decimal	-0.001	−0,001
et	decimal	-1.5000000000000001E-4	−0,00015
et	decimal	5.0E-5	0,00005
et	decimal	0.015	0,015
et	decimal	150.0	150
et	decimal	5.0E11	500 000 000 000
et	percent	-5.0E9	−500 000 000 000%
et	percent	-1.5E8	−15 000 000 000%
et	percent	-1000.0	−100 000%
et	percent	-500.0	−50 000%
et	percent	-5.0	−500%
et	percent	-0.5	−50%
et	percent	-0.005	−0,5%
et	percent	0.015	1,5%
et	percent	150.0	15 000%
et	percent	150000.0	15 000 000%
et	percent	1500000.0	150 000 000%
et	scientific	-5.0E9	−5×10^9
et	scientific	-1.5E8	−1,5×10^8
et	scientific	-1000.0	−1×10^3
et	scientific	-500.0	−5×10^2
et	scientific	-5.0	−5×10^0
