locale	number_format	format_length	currency	input	expected
ar	currency		AZN	0.00831765	‏0.01 AZN
ar	currency		AZN	1234565.0	‏1,234,565.00 AZN
ar	currency		AZN	-1230.05	‏‎-1,230.05 AZN
ar	currency		BAM	0.0	‏0.00 BAM
ar	currency		BAM	1.2	‏1.20 BAM
ar	currency		BAM	0.00831765	‏0.01 BAM
ar	currency		BAM	1234565.0	‏1,234,565.00 BAM
ar	currency		BAM	-1230.05	‏‎-1,230.05 BAM
ar	currency		BBD	0.0	‏0.00 BBD
ar	currency		BBD	1.2	‏1.20 BBD
ar	currency		BBD	0.00831765	‏0.01 BBD
ar	currency		BBD	1234565.0	‏1,234,565.00 BBD
ar	currency		BBD	-1230.05	‏‎-1,230.05 BBD
ar	currency		BDT	0.0	‏0.00 BDT
ar	currency		BDT	1.2	‏1.20 BDT
ar	currency		BDT	0.00831765	‏0.01 BDT
ar	currency		BDT	1234565.0	‏1,234,565.00 BDT
ar	currency		BDT	-1230.05	‏‎-1,230.05 BDT
ar	currency		BHD	0.0	‏0.000 د.ب.‏
ar	currency		BHD	1.2	‏1.200 د.ب.‏
ar	currency		BHD	0.00831765	‏0.008 د.ب.‏
ar	currency		BHD	1234565.0	‏1,234,565.000 د.ب.‏
ar	currency		BHD	-1230.05	‏‎-1,230.050 د.ب.‏
ar	currency		BIF	0.0	‏0 BIF
ar	currency		BIF	1.2	‏1 BIF
ar	currency		BIF	0.00831765	‏0 BIF
ar	currency		BIF	1234565.0	‏1,234,565 BIF
ar	currency		BIF	-1230.05	‏‎-1,230 BIF
ar	currency		BMD	0.0	‏0.00 BMD
ar	currency		BMD	1.2	‏1.20 BMD
ar	currency		BMD	0.00831765	‏0.01 BMD
ar	currency		BMD	1234565.0	‏1,234,565.00 BMD
ar	currency		BMD	-1230.05	‏‎-1,230.05 BMD
ar	currency		BND	0.0	‏0.00 BND
ar	currency		BND	1.2	‏1.20 BND
ar	currency		BND	0.00831765	‏0.01 BND
ar	currency		BND	1234565.0	‏1,234,565.00 BND
ar	currency		BND	-1230.05	‏‎-1,230.05 BND
ar	currency		BOB	0.0	‏0.00 BOB
ar	currency		BOB	1.2	‏1.20 BOB
ar	currency		BOB	0.00831765	‏0.01 BOB
ar	currency		BOB	1234565.0	‏1,234,565.00 BOB
ar	currency		BOB	-1230.05	‏‎-1,230.05 BOB
ar	currency		BRL	0.0	‏0.00 R$
ar	currency		BRL	1.2	‏1.20 R$
ar	currency		BRL	0.00831765	‏0.01 R$
ar	currency		BRL	1234565.0	‏1,234,565.00 R$
ar	currency		BRL	-1230.05	‏‎-1,230.05 R$
ar	currency		BSD	0.0	‏0.00 BSD
ar	currency		BSD	1.2	‏1.20 BSD
ar	currency		BSD	0.00831765	‏0.01 BSD
ar	currency		BSD	1234565.0	‏1,234,565.00 BSD
ar	currency		BSD	-1230.05	‏‎-1,230.05 BSD
ar	currency		BTN	0.0	‏0.00 BTN
ar	currency		BTN	1.2	‏1.20 BTN
ar	currency		BTN	0.00831765	‏0.01 BTN
ar	currency		BTN	1234565.0	‏1,234,565.00 BTN
ar	currency		BTN	-1230.05	‏‎-1,230.05 BTN
ar	currency		BWP	0.0	‏0.00 BWP
ar	currency		BWP	1.2	‏1.20 BWP
ar	currency		BWP	0.00831765	‏0.01 BWP
ar	currency		BWP	1234565.0	‏1,234,565.00 BWP
ar	currency		BWP	-1230.05	‏‎-1,230.05 BWP
ar	currency		BYN	0.0	‏0.00 BYN
ar	currency		BYN	1.2	‏1.20 BYN
ar	currency		BYN	0.00831765	‏0.01 BYN
ar	currency		BYN	1234565.0	‏1,234,565.00 BYN
ar	currency		BYN	-1230.05	‏‎-1,230.05 BYN
ar	currency		BZD	0.0	‏0.00 BZD
ar	currency		BZD	1.2	‏1.20 BZD
ar	currency		BZD	0.00831765	‏0.01 BZD
ar	currency		BZD	1234565.0	‏1,234,565.00 BZD
ar	currency		BZD	-1230.05	‏‎-1,230.05 BZD
ar	currency		CAD	0.0	‏0.00 CA$
ar	currency		CAD	1.2	‏1.20 CA$
ar	currency		CAD	0.00831765	‏0.01 CA$
ar	currency		CAD	1234565.0	‏1,234,565.00 CA$
ar	currency		CAD	-1230.05	‏‎-1,230.05 CA$
ar	currency		CDF	0.0	‏0.00 CDF
ar	currency		CDF	1.2	‏1.20 CDF
ar	currency		CDF	0.00831765	‏0.01 CDF
ar	currency		CDF	1234565.0	‏1,234,565.00 CDF
ar	currency		CDF	-1230.05	‏‎-1,230.05 CDF
ar	currency		CLP	0.0	‏0 CLP
ar	currency		CLP	1.2	‏1 CLP
ar	currency		CLP	0.00831765	‏0 CLP
ar	currency		CLP	1234565.0	‏1,234,565 CLP
ar	currency		CLP	-1230.05	‏‎-1,230 CLP
ar	currency		CNY	0.0	‏0.00 CN¥
ar	currency		CNY	1.2	‏1.20 CN¥
ar	currency		CNY	0.00831765	‏0.01 CN¥
ar	currency		CNY	1234565.0	‏1,234,565.00 CN¥
ar	currency		CNY	-1230.05	‏‎-1,230.05 CN¥
ar	currency		COP	0.0	‏0 COP
ar	currency		COP	1.2	‏1 COP
ar	currency		COP	0.00831765	‏0 COP
ar	currency		COP	1234565.0	‏1,234,565 COP
ar	currency		COP	-1230.05	‏‎-1,230 COP
ar	currency		CRC	0.0	‏0.00 CRC
ar	currency		CRC	1.2	‏1.20 CRC
ar	currency		CRC	0.00831765	‏0.01 CRC
ar	currency		CRC	1234565.0	‏1,234,565.00 CRC
ar	currency		CRC	-1230.05	‏‎-1,230.05 CRC
ar	currency		CUP	0.0	‏0.00 CUP
ar	currency		CUP	1.2	‏1.20 CUP
ar	currency		CUP	0.00831765	‏0.01 CUP
ar	currency		CUP	1234565.0	‏1,234,565.00 CUP
ar	currency		CUP	-1230.05	‏‎-1,230.05 CUP
ar	currency		CVE	0.0	‏0.00 CVE
ar	currency		CVE	1.2	‏1.20 CVE
ar	currency		CVE	0.00831765	‏0.01 CVE
ar	currency		CVE	1234565.0	‏1,234,565.00 CVE
ar	currency		CVE	-1230.05	‏‎-1,230.05 CVE
ar	currency		CZK	0.0	‏0.00 CZK
ar	currency		CZK	1.2	‏1.20 CZK
ar	currency		CZK	0.00831765	‏0.01 CZK
ar	currency		CZK	1234565.0	‏1,234,565.00 CZK
ar	currency		CZK	-1230.05	‏‎-1,230.05 CZK
ar	currency		DJF	0.0	‏0 DJF
ar	currency		DJF	1.2	‏1 DJF
ar	currency		DJF	0.00831765	‏0 DJF
ar	currency		DJF	1234565.0	‏1,234,565 DJF
ar	currency		DJF	-1230.05	‏‎-1,230 DJF
ar	currency		DKK	0.0	‏0.00 DKK
ar	currency		DKK	1.2	‏1.20 DKK
ar	currency		DKK	0.00831765	‏0.01 DKK
ar	currency		DKK	1234565.0	‏1,234,565.00 DKK
ar	currency		DKK	-1230.05	‏‎-1,230.05 DKK
ar	currency		DOP	0.0	‏0.00 DOP
ar	currency		DOP	1.2	‏1.20 DOP
ar	currency		DOP	0.00831765	‏0.01 DOP
ar	currency		DOP	1234565.0	‏1,234,565.00 DOP
ar	currency		DOP	-1230.05	‏‎-1,230.05 DOP
ar	currency		DZD	0.0	‏0.00 د.ج.‏
ar	currency		DZD	1.2	‏1.20 د.ج.‏
ar	currency		DZD	0.00831765	‏0.01 د.ج.‏
ar	currency		DZD	1234565.0	‏1,234,565.00 د.ج.‏
ar	currency		DZD	-1230.05	‏‎-1,230.05 د.ج.‏
ar	currency		ERN	0.0	‏0.00 ERN
ar	currency		ERN	1.2	‏1.20 ERN
ar	currency		ERN	0.00831765	‏0.01 ERN
ar	currency		ERN	1234565.0	‏1,234,565.00 ERN
ar	currency		ERN	-1230.05	‏‎-1,230.05 ERN
ar	currency		ETB	0.0	‏0.00 ETB
ar	currency		ETB	1.2	‏1.20 ETB
ar	currency		ETB	0.00831765	‏0.01 ETB
ar	currency		ETB	1234565.0	‏1,234,565.00 ETB
ar	currency		ETB	-1230.05	‏‎-1,230.05 ETB
ar	currency		FJD	0.0	‏0.00 FJD
ar	currency		FJD	1.2	‏1.20 FJD
ar	currency		FJD	0.00831765	‏0.01 FJD
ar	currency		FJD	1234565.0	‏1,234,565.00 FJD
ar	currency		FJD	-1230.05	‏‎-1,230.05 FJD
ar	currency		FKP	0.0	‏0.00 FKP
ar	currency		FKP	1.2	‏1.20 FKP
ar	currency		FKP	0.00831765	‏0.01 FKP
ar	currency		FKP	1234565.0	‏1,234,565.00 FKP
ar	currency		FKP	-1230.05	‏‎-1,230.05 FKP
ar	currency		GBP	0.0	‏0.00 UK£
ar	currency		GBP	1.2	‏1.20 UK£
ar	currency		GBP	0.00831765	‏0.01 UK£
ar	currency		GBP	1234565.0	‏1,234,565.00 UK£
ar	currency		GBP	-1230.05	‏‎-1,230.05 UK£
ar	currency		GEL	0.0	‏0.00 GEL
ar	currency		GEL	1.2	‏1.20 GEL
ar	currency		GEL	0.00831765	‏0.01 GEL
ar	currency		GEL	1234565.0	‏1,234,565.00 GEL
ar	currency		GEL	-1230.05	‏‎-1,230.05 GEL
ar	currency		GHS	0.0	‏0.00 GHS
ar	currency		GHS	1.2	‏1.20 GHS
ar	currency		GHS	0.00831765	‏0.01 GHS
ar	currency		GHS	1234565.0	‏1,234,565.00 GHS
ar	currency		GHS	-1230.05	‏‎-1,230.05 GHS
ar	currency		GIP	0.0	‏0.00 GIP
ar	currency		GIP	1.2	‏1.20 GIP
ar	currency		GIP	0.00831765	‏0.01 GIP
ar	currency		GIP	1234565.0	‏1,234,565.00 GIP
ar	currency		GIP	-1230.05	‏‎-1,230.05 GIP
ar	currency		GMD	0.0	‏0.00 GMD
ar	currency		GMD	1.2	‏1.20 GMD
ar	currency		GMD	0.00831765	‏0.01 GMD
ar	currency		GMD	1234565.0	‏1,234,565.00 GMD
ar	currency		GMD	-1230.05	‏‎-1,230.05 GMD
ar	currency		GNF	0.0	‏0 GNF
ar	currency		GNF	1.2	‏1 GNF
ar	currency		GNF	0.00831765	‏0 GNF
ar	currency		GNF	1234565.0	‏1,234,565 GNF
ar	currency		GNF	-1230.05	‏‎-1,230 GNF
ar	currency		GTQ	0.0	‏0.00 GTQ
ar	currency		GTQ	1.2	‏1.20 GTQ
ar	currency		GTQ	0.00831765	‏0.01 GTQ
ar	currency		GTQ	1234565.0	‏1,234,565.00 GTQ
ar	currency		GTQ	-1230.05	‏‎-1,230.05 GTQ
ar	currency		GYD	0.0	‏0.00 GYD
ar	currency		GYD	1.2	‏1.20 GYD
ar	currency		GYD	0.00831765	‏0.01 GYD
ar	currency		GYD	1234565.0	‏1,234,565.00 GYD
ar	currency		GYD	-1230.05	‏‎-1,230.05 GYD
ar	currency		HKD	0.0	‏0.00 HK$
ar	currency		HKD	1.2	‏1.20 HK$
ar	currency		HKD	0.00831765	‏0.01 HK$
ar	currency		HKD	1234565.0	‏1,234,565.00 HK$
ar	currency		HKD	-1230.05	‏‎-1,230.05 HK$
ar	currency		HNL	0.0	‏0.00 HNL
ar	currency		HNL	1.2	‏1.20 HNL
ar	currency		HNL	0.00831765	‏0.01 HNL
ar	currency		HNL	1234565.0	‏1,234,565.00 HNL
ar	currency		HNL	-1230.05	‏‎-1,230.05 HNL
ar	currency		HTG	0.0	‏0.00 HTG
ar	currency		HTG	1.2	‏1.20 HTG
ar	currency		HTG	0.00831765	‏0.01 HTG
ar	currency		HTG	1234565.0	‏1,234,565.00 HTG
ar	currency		HTG	-1230.05	‏‎-1,230.05 HTG
ar	currency		HUF	0.0	‏0 HUF
ar	currency		HUF	1.2	‏1 HUF
ar	currency		HUF	0.00831765	‏0 HUF
ar	currency		HUF	1234565.0	‏1,234,565 HUF
ar	currency		HUF	-1230.05	‏‎-1,230 HUF
ar	currency		IDR	0.0	‏0 IDR
ar	currency		IDR	1.2	‏1 IDR
ar	currency		IDR	0.00831765	‏0 IDR
ar	currency		IDR	1234565.0	‏1,234,565 IDR
ar	currency		IDR	-1230.05	‏‎-1,230 IDR
ar	currency		ILS	0.0	‏0.00 ₪
ar	currency		ILS	1.2	‏1.20 ₪
ar	currency		ILS	0.00831765	‏0.01 ₪
ar	currency		ILS	1234565.0	‏1,234,565.00 ₪
ar	currency		ILS	-1230.05	‏‎-1,230.05 ₪
ar	currency		IQD	0.0	‏0 د.ع.‏
ar	currency		IQD	1.2	‏1 د.ع.‏
ar	currency		IQD	0.00831765	‏0 د.ع.‏
ar	currency		IQD	1234565.0	‏1,234,565 د.ع.‏
ar	currency		IQD	-1230.05	‏‎-1,230 د.ع.‏
ar	currency		IRR	0.0	‏0 ر.إ.
ar	currency		IRR	1.2	‏1 ر.إ.
ar	currency		IRR	0.00831765	‏0 ر.إ.
ar	currency		IRR	1234565.0	‏1,234,565 ر.إ.
ar	currency		IRR	-1230.05	‏‎-1,230 ر.إ.
ar	currency		ISK	0.0	‏0 ISK
ar	currency		ISK	1.2	‏1 ISK
ar	currency		ISK	0.00831765	‏0 ISK
ar	currency		ISK	1234565.0	‏1,234,565 ISK
ar	currency		ISK	-1230.05	‏‎-1,230 ISK
ar	currency		JMD	0.0	‏0.00 JMD
ar	currency		JMD	1.2	‏1.20 JMD
ar	currency		JMD	0.00831765	‏0.01 JMD
ar	currency		JMD	1234565.0	‏1,234,565.00 JMD
ar	currency		JMD	-1230.05	‏‎-1,230.05 JMD
ar	currency		JOD	0.0	‏0.000 د.أ.‏
ar	currency		JOD	1.2	‏1.200 د.أ.‏
ar	currency		JOD	0.00831765	‏0.008 د.أ.‏
ar	currency		JOD	1234565.0	‏1,234,565.000 د.أ.‏
ar	currency		JOD	-1230.05	‏‎-1,230.050 د.أ.‏
ar	currency		KES	0.0	‏0.00 KES
ar	currency		KES	1.2	‏1.20 KES
ar	currency		KES	0.00831765	‏0.01 KES
ar	currency		KES	1234565.0	‏1,234,565.00 KES
ar	currency		KES	-1230.05	‏‎-1,230.05 KES
ar	currency		KGS	0.0	‏0.00 KGS
ar	currency		KGS	1.2	‏1.20 KGS
ar	currency		KGS	0.00831765	‏0.01 KGS
ar	currency		KGS	1234565.0	‏1,234,565.00 KGS
ar	currency		KGS	-1230.05	‏‎-1,230.05 KGS
ar	currency		KHR	0.0	‏0.00 KHR
ar	currency		KHR	1.2	‏1.20 KHR
ar	currency		KHR	0.00831765	‏0.01 KHR
ar	currency		KHR	1234565.0	‏1,234,565.00 KHR
ar	currency		KHR	-1230.05	‏‎-1,230.05 KHR
ar	currency		KMF	0.0	‏0 KMF
ar	currency		KMF	1.2	‏1 KMF
ar	currency		KMF	0.00831765	‏0 KMF
ar	currency		KMF	1234565.0	‏1,234,565 KMF
ar	currency		KMF	-1230.05	‏‎-1,230 KMF
ar	currency		KPW	0.0	‏0 KPW
ar	currency		KPW	1.2	‏1 KPW
ar	currency		KPW	0.00831765	‏0 KPW
ar	currency		KPW	1234565.0	‏1,234,565 KPW
ar	currency		KPW	-1230.05	‏‎-1,230 KPW
ar	currency		KRW	0.0	‏0 ₩
ar	currency		KRW	1.2	‏1 ₩
ar	currency		KRW	0.00831765	‏0 ₩
ar	currency		KRW	1234565.0	‏1,234,565 ₩
ar	currency		KRW	-1230.05	‏‎-1,230 ₩
ar	currency		KWD	0.0	‏0.000 د.ك.‏
ar	currency		KWD	1.2	‏1.200 د.ك.‏
ar	currency		KWD	0.00831765	‏0.008 د.ك.‏
ar	currency		KWD	1234565.0	‏1,234,565.000 د.ك.‏
ar	currency		KWD	-1230.05	‏‎-1,230.050 د.ك.‏
ar	currency		KYD	0.0	‏0.00 KYD
ar	currency		KYD	1.2	‏1.20 KYD
ar	currency		KYD	0.00831765	‏0.01 KYD
ar	currency		KYD	1234565.0	‏1,234,565.00 KYD
ar	currency		KYD	-1230.05	‏‎-1,230.05 KYD
ar	currency		KZT	0.0	‏0.00 KZT
ar	currency		KZT	1.2	‏1.20 KZT
ar	currency		KZT	0.00831765	‏0.01 KZT
ar	currency		KZT	1234565.0	‏1,234,565.00 KZT
ar	currency		KZT	-1230.05	‏‎-1,230.05 KZT
ar	currency		LAK	0.0	‏0 LAK
ar	currency		LAK	1.2	‏1 LAK
ar	currency		LAK	0.00831765	‏0 LAK
ar	currency		LAK	1234565.0	‏1,234,565 LAK
ar	currency		LAK	-1230.05	‏‎-1,230 LAK
ar	currency		LBP	0.0	‏0 ل.ل.‏
ar	currency		LBP	1.2	‏1 ل.ل.‏
ar	currency		LBP	0.00831765	‏0 ل.ل.‏
ar	currency		LBP	1234565.0	‏1,234,565 ل.ل.‏
ar	currency		LBP	-1230.05	‏‎-1,230 ل.ل.‏
ar	currency		LKR	0.0	‏0.00 LKR
ar	currency		LKR	1.2	‏1.20 LKR
ar	currency		LKR	0.00831765	‏0.01 LKR
ar	currency		LKR	1234565.0	‏1,234,565.00 LKR
ar	currency		LKR	-1230.05	‏‎-1,230.05 LKR
ar	currency		LRD	0.0	‏0.00 LRD
ar	currency		LRD	1.2	‏1.20 LRD
ar	currency		LRD	0.00831765	‏0.01 LRD
ar	currency		LRD	1234565.0	‏1,234,565.00 LRD
ar	currency		LRD	-1230.05	‏‎-1,230.05 LRD
ar	currency		LSL	0.0	‏0.00 LSL
ar	currency		LSL	1.2	‏1.20 LSL
ar	currency		LSL	0.00831765	‏0.01 LSL
ar	currency		LSL	1234565.0	‏1,234,565.00 LSL
ar	currency		LSL	-1230.05	‏‎-1,230.05 LSL
ar	currency		LYD	0.0	‏0.000 د.ل.‏
ar	currency		LYD	1.2	‏1.200 د.ل.‏
ar	currency		LYD	0.00831765	‏0.008 د.ل.‏
ar	currency		LYD	1234565.0	‏1,234,565.000 د.ل.‏
ar	currency		LYD	-1230.05	‏‎-1,230.050 د.ل.‏
ar	currency		MAD	0.0	‏0.00 د.م.‏
ar	currency		MAD	1.2	‏1.20 د.م.‏
ar	currency		MAD	0.00831765	‏0.01 د.م.‏
ar	currency		MAD	1234565.0	‏1,234,565.00 د.م.‏
ar	currency		MAD	-1230.05	‏‎-1,230.05 د.م.‏
ar	currency		MDL	0.0	‏0.00 MDL
ar	currency		MDL	1.2	‏1.20 MDL
ar	currency		MDL	0.00831765	‏0.01 MDL
ar	currency		MDL	1234565.0	‏1,234,565.00 MDL
ar	currency		MDL	-1230.05	‏‎-1,230.05 MDL
ar	currency		MGA	0.0	‏0 MGA
ar	currency		MGA	1.2	‏1 MGA
ar	currency		MGA	0.00831765	‏0 MGA
ar	currency		MGA	1234565.0	‏1,234,565 MGA
ar	currency		MGA	-1230.05	‏‎-1,230 MGA
ar	currency		MKD	0.0	‏0.00 MKD
ar	currency		MKD	1.2	‏1.20 MKD
ar	currency		MKD	0.00831765	‏0.01 MKD
ar	currency		MKD	1234565.0	‏1,234,565.00 MKD
ar	currency		MKD	-1230.05	‏‎-1,230.05 MKD
ar	currency		MMK	0.0	‏0 MMK
ar	currency		MMK	1.2	‏1 MMK
ar	currency		MMK	0.00831765	‏0 MMK
ar	currency		MMK	1234565.0	‏1,234,565 MMK
ar	currency		MMK	-1230.05	‏‎-1,230 MMK
ar	currency		MNT	0.0	‏0.00 MNT
ar	currency		MNT	1.2	‏1.20 MNT
ar	currency		MNT	0.00831765	‏0.01 MNT
ar	currency		MNT	1234565.0	‏1,234,565.00 MNT
ar	currency		MNT	-1230.05	‏‎-1,230.05 MNT
ar	currency		MOP	0.0	‏0.00 MOP
ar	currency		MOP	1.2	‏1.20 MOP
ar	currency		MOP	0.00831765	‏0.01 MOP
ar	currency		MOP	1234565.0	‏1,234,565.00 MOP
ar	currency		MOP	-1230.05	‏‎-1,230.05 MOP
ar	currency		MRU	0.0	‏0.00 أ.م.
ar	currency		MRU	1.2	‏1.20 أ.م.
ar	currency		MRU	0.00831765	‏0.01 أ.م.
ar	currency		MRU	1234565.0	‏1,234,565.00 أ.م.
ar	currency		MRU	-1230.05	‏‎-1,230.05 أ.م.
ar	currency		MUR	0.0	‏0.00 MUR
ar	currency		MUR	1.2	‏1.20 MUR
ar	currency		MUR	0.00831765	‏0.01 MUR
ar	currency		MUR	1234565.0	‏1,234,565.00 MUR
ar	currency		MUR	-1230.05	‏‎-1,230.05 MUR
ar	currency		MVR	0.0	‏0.00 MVR
ar	currency		MVR	1.2	‏1.20 MVR
ar	currency		MVR	0.00831765	‏0.01 MVR
ar	currency		MVR	1234565.0	‏1,234,565.00 MVR
ar	currency		MVR	-1230.05	‏‎-1,230.05 MVR
ar	currency		MWK	0.0	‏0.00 MWK
ar	currency		MWK	1.2	‏1.20 MWK
ar	currency		MWK	0.00831765	‏0.01 MWK
ar	currency		MWK	1234565.0	‏1,234,565.00 MWK
ar	currency		MWK	-1230.05	‏‎-1,230.05 MWK
ar	currency		MXN	0.0	‏0.00 MX$
ar	currency		MXN	1.2	‏1.20 MX$
ar	currency		MXN	0.00831765	‏0.01 MX$
ar	currency		MXN	1234565.0	‏1,234,565.00 MX$
ar	currency		MXN	-1230.05	‏‎-1,230.05 MX$
ar	currency		MYR	0.0	‏0.00 MYR
ar	currency		MYR	1.2	‏1.20 MYR
ar	currency		MYR	0.00831765	‏0.01 MYR
ar	currency		MYR	1234565.0	‏1,234,565.00 MYR
ar	currency		MYR	-1230.05	‏‎-1,230.05 MYR
ar	currency		MZN	0.0	‏0.00 MZN
ar	currency		MZN	1.2	‏1.20 MZN
ar	currency		MZN	0.00831765	‏0.01 MZN
ar	currency		MZN	1234565.0	‏1,234,565.00 MZN
ar	currency		MZN	-1230.05	‏‎-1,230.05 MZN
ar	currency		NAD	0.0	‏0.00 NAD
ar	currency		NAD	1.2	‏1.20 NAD
ar	currency		NAD	0.00831765	‏0.01 NAD
ar	currency		NAD	1234565.0	‏1,234,565.00 NAD
ar	currency		NAD	-1230.05	‏‎-1,230.05 NAD
ar	currency		NGN	0.0	‏0.00 NGN
ar	currency		NGN	1.2	‏1.20 NGN
ar	currency		NGN	0.00831765	‏0.01 NGN
ar	currency		NGN	1234565.0	‏1,234,565.00 NGN
ar	currency		NGN	-1230.05	‏‎-1,230.05 NGN
ar	currency		NIO	0.0	‏0.00 NIO
ar	currency		NIO	1.2	‏1.20 NIO
ar	currency		NIO	0.00831765	‏0.01 NIO
ar	currency		NIO	1234565.0	‏1,234,565.00 NIO
ar	currency		NIO	-1230.05	‏‎-1,230.05 NIO
ar	currency		NOK	0.0	‏0.00 NOK
ar	currency		NOK	1.2	‏1.20 NOK
ar	currency		NOK	0.00831765	‏0.01 NOK
ar	currency		NOK	1234565.0	‏1,234,565.00 NOK
ar	currency		NOK	-1230.05	‏‎-1,230.05 NOK
ar	currency		NPR	0.0	‏0.00 NPR
ar	currency		NPR	1.2	‏1.20 NPR
ar	currency		NPR	0.00831765	‏0.01 NPR
ar	currency		NPR	1234565.0	‏1,234,565.00 NPR
ar	currency		NPR	-1230.05	‏‎-1,230.05 NPR
ar	currency		NZD	0.0	‏0.00 NZ$
ar	currency		NZD	1.2	‏1.20 NZ$
ar	currency		NZD	0.00831765	‏0.01 NZ$
ar	currency		NZD	1234565.0	‏1,234,565.00 NZ$
ar	currency		NZD	-1230.05	‏‎-1,230.05 NZ$
ar	currency		OMR	0.0	‏0.000 ر.ع.‏
ar	currency		OMR	1.2	‏1.200 ر.ع.‏
ar	currency		OMR	0.00831765	‏0.008 ر.ع.‏
ar	currency		OMR	1234565.0	‏1,234,565.000 ر.ع.‏
ar	currency		OMR	-1230.05	‏‎-1,230.050 ر.ع.‏
ar	currency		PAB	0.0	‏0.00 PAB
ar	currency		PAB	1.2	‏1.20 PAB
ar	currency		PAB	0.00831765	‏0.01 PAB
ar	currency		PAB	1234565.0	‏1,234,565.00 PAB
ar	currency		PAB	-1230.05	‏‎-1,230.05 PAB
ar	currency		PEN	0.0	‏0.00 PEN
ar	currency		PEN	1.2	‏1.20 PEN
ar	currency		PEN	0.00831765	‏0.01 PEN
ar	currency		PEN	1234565.0	‏1,234,565.00 PEN
ar	currency		PEN	-1230.05	‏‎-1,230.05 PEN
ar	currency		PGK	0.0	‏0.00 PGK
ar	currency		PGK	1.2	‏1.20 PGK
ar	currency		PGK	0.00831765	‏0.01 PGK
ar	currency		PGK	1234565.0	‏1,234,565.00 PGK
ar	currency		PGK	-1230.05	‏‎-1,230.05 PGK
ar	currency		PHP	0.0	‏0.00 PHP
ar	currency		PHP	1.2	‏1.20 PHP
ar	currency		PHP	0.00831765	‏0.01 PHP
ar	currency		PHP	1234565.0	‏1,234,565.00 PHP
ar	currency		PHP	-1230.05	‏‎-1,230.05 PHP
ar	currency		PKR	0.0	‏0 PKR
ar	currency		PKR	1.2	‏1 PKR
ar	currency		PKR	0.00831765	‏0 PKR
ar	currency		PKR	1234565.0	‏1,234,565 PKR
ar	currency		PKR	-1230.05	‏‎-1,230 PKR
ar	currency		PLN	0.0	‏0.00 PLN
ar	currency		PLN	1.2	‏1.20 PLN
ar	currency		PLN	0.00831765	‏0.01 PLN
ar	currency		PLN	1234565.0	‏1,234,565.00 PLN
ar	currency		PLN	-1230.05	‏‎-1,230.05 PLN
ar	currency		PYG	0.0	‏0 PYG
ar	currency		PYG	1.2	‏1 PYG
ar	currency		PYG	0.00831765	‏0 PYG
ar	currency		PYG	1234565.0	‏1,234,565 PYG
ar	currency		PYG	-1230.05	‏‎-1,230 PYG
ar	currency		QAR	0.0	‏0.00 ر.ق.‏
ar	currency		QAR	1.2	‏1.20 ر.ق.‏
ar	currency		QAR	0.00831765	‏0.01 ر.ق.‏
ar	currency		QAR	1234565.0	‏1,234,565.00 ر.ق.‏
ar	currency		QAR	-1230.05	‏‎-1,230.05 ر.ق.‏
ar	currency		RON	0.0	‏0.00 RON
