locale	number_format	format_length	currency	input	expected
ar	compact-currency	long	USD	-2.5	‏‎-2.5 US$
ar	compact-currency	long	USD	-1.5	‏‎-1.5 US$
ar	compact-currency	long	USD	-1.2	‏‎-1.2 US$
ar	compact-currency	long	USD	-1.0	‏‎-1 US$
ar	compact-currency	long	USD	-0.5	‏‎-0.5 US$
ar	compact-currency	long	USD	-0.15000000000000002	‏‎-0.15 US$
ar	compact-currency	long	USD	-0.135	‏‎-0.14 US$
ar	compact-currency	long	USD	-0.125	‏‎-0.12 US$
ar	compact-currency	long	USD	-0.1	‏‎-0.1 US$
ar	compact-currency	long	USD	-0.05	‏‎-0.05 US$
ar	compact-currency	long	USD	-0.015	‏‎-0.015 US$
ar	compact-currency	long	USD	-0.01	‏‎-0.01 US$
ar	compact-currency	long	USD	-0.00831765	‏‎-0.0083 US$
ar	compact-currency	long	USD	-0.005	‏‎-0.005 US$
ar	compact-currency	long	USD	-0.0015	‏‎-0.0015 US$
ar	compact-currency	long	USD	-0.001	‏‎-0.001 US$
ar	compact-currency	long	USD	-5.0E-4	‏‎-0.0005 US$
ar	compact-currency	long	USD	-1.5000000000000001E-4	‏‎-0.00015 US$
ar	compact-currency	long	USD	-1.23E-4	‏‎-0.00012 US$
ar	compact-currency	long	USD	-1.0E-4	‏‎-0.0001 US$
ar	compact-currency	long	USD	-5.0E-5	‏‎-0.00005 US$
ar	compact-currency	long	USD	-1.5000000000000002E-5	‏‎-0.000015 US$
ar	compact-currency	long	USD	-1.0E-5	‏‎-0.00001 US$
ar	compact-currency	long	USD	-4.9999999999999996E-6	‏‎-0.000005 US$
ar	compact-currency	long	USD	-1.5E-6	‏‎-0.0000015 US$
ar	compact-currency	long	USD	-1.0E-6	‏‎-0.000001 US$
ar	compact-currency	long	USD	-0.0	‏‎-0 US$
ar	compact-currency	long	USD	1.0E-6	‏0.000001 US$
ar	compact-currency	long	USD	1.5E-6	‏0.0000015 US$
ar	compact-currency	long	USD	4.9999999999999996E-6	‏0.000005 US$
ar	compact-currency	long	USD	1.0E-5	‏0.00001 US$
ar	compact-currency	long	USD	1.5000000000000002E-5	‏0.000015 US$
ar	compact-currency	long	USD	5.0E-5	‏0.00005 US$
ar	compact-currency	long	USD	1.0E-4	‏0.0001 US$
ar	compact-currency	long	USD	1.23E-4	‏0.00012 US$
ar	compact-currency	long	USD	1.5000000000000001E-4	‏0.00015 US$
ar	compact-currency	long	USD	5.0E-4	‏0.0005 US$
ar	compact-currency	long	USD	0.001	‏0.001 US$
ar	compact-currency	long	USD	0.0015	‏0.0015 US$
ar	compact-currency	long	USD	0.005	‏0.005 US$
ar	compact-currency	long	USD	0.01	‏0.01 US$
ar	compact-currency	long	USD	0.015	‏0.015 US$
ar	compact-currency	long	USD	0.05	‏0.05 US$
ar	compact-currency	long	USD	0.1	‏0.1 US$
ar	compact-currency	long	USD	0.125	‏0.12 US$
ar	compact-currency	long	USD	0.135	‏0.14 US$
ar	compact-currency	long	USD	0.15000000000000002	‏0.15 US$
ar	compact-currency	long	USD	0.5	‏0.5 US$
ar	compact-currency	long	USD	1.0	‏1 US$
ar	compact-currency	long	USD	1.5	‏1.5 US$
ar	compact-currency	long	USD	2.5	‏2.5 US$
ar	compact-currency	long	USD	3.5	‏3.5 US$
ar	compact-currency	long	USD	5.0	‏5 US$
ar	compact-currency	long	USD	10.0	‏10 US$
ar	compact-currency	long	USD	12.0	‏12 US$
ar	compact-currency	long	USD	15.0	‏15 US$
ar	compact-currency	long	USD	50.0	‏50 US$
ar	compact-currency	long	USD	100.0	‏100 US$
ar	compact-currency	long	USD	123.0	‏123 US$
ar	compact-currency	long	USD	150.0	‏150 US$
ar	compact-currency	long	USD	500.0	‏500 US$
ar	compact-currency	long	USD	999.9	‏1 ألف US$
ar	compact-currency	long	USD	1000.0	‏1 ألف US$
ar	compact-currency	long	USD	1234.56	‏1.2 ألف US$
ar	compact-currency	long	USD	1500.0	‏1.5 ألف US$
ar	compact-currency	long	USD	5000.0	‏5 آلاف US$
ar	compact-currency	long	USD	10000.0	‏10 ألف US$
ar	compact-currency	long	USD	15000.0	‏15 ألف US$
ar	compact-currency	long	USD	50000.0	‏50 ألف US$
ar	compact-currency	long	USD	100000.0	‏100 ألف US$
ar	compact-currency	long	USD	150000.0	‏150 ألف US$
ar	compact-currency	long	USD	500000.0	‏500 ألف US$
ar	compact-currency	long	USD	999999.9	‏1 مليون US$
ar	compact-currency	long	USD	1000000.0	‏1 مليون US$
ar	compact-currency	long	USD	1234567.0	‏1.2 مليون US$
ar	compact-currency	long	USD	1500000.0	‏1.5 مليون US$
ar	compact-currency	long	USD	5000000.0	‏5 مليون US$
ar	compact-currency	long	USD	1.0E7	‏10 مليون US$
ar	compact-currency	long	USD	1.5E7	‏15 مليون US$
ar	compact-currency	long	USD	5.0E7	‏50 مليون US$
ar	compact-currency	long	USD	1.0E8	‏100 مليون US$
ar	compact-currency	long	USD	1.5E8	‏150 مليون US$
ar	compact-currency	long	USD	5.0E8	‏500 مليون US$
ar	compact-currency	long	USD	1.0E9	‏1 مليار US$
ar	compact-currency	long	USD	1.5E9	‏1.5 مليار US$
ar	compact-currency	long	USD	5.0E9	‏5 مليار US$
ar	compact-currency	long	USD	1.0E10	‏10 مليار US$
ar	compact-currency	long	USD	1.5E10	‏15 مليار US$
ar	compact-currency	long	USD	5.0E10	‏50 مليار US$
ar	compact-currency	long	USD	1.0E11	‏100 مليار US$
ar	compact-currency	long	USD	1.5E11	‏150 مليار US$
ar	compact-currency	long	USD	5.0E11	‏500 مليار US$
ar	compact-currency	long	USD	1.0E12	‏1 ترليون US$
ar	compact-currency	long	USD	1.5E12	‏1.5 ترليون US$
ar	compact-currency	long	USD	5.0E12	‏5 ترليون US$
ar	compact-currency	long	EUR	-5.0E12	‎-‏5 ترليون €
ar	compact-currency	long	EUR	-1.5E12	‎-‏1.5 ترليون €
ar	compact-currency	long	EUR	-1.0E12	‎-‏1 ترليون €
ar	compact-currency	long	EUR	-5.0E11	‎-‏500 مليار €
ar	compact-currency	long	EUR	-1.5E11	‎-‏150 مليار €
ar	compact-currency	long	EUR	-1.0E11	‎-‏100 مليار €
ar	compact-currency	long	EUR	-5.0E10	‎-‏50 مليار €
ar	compact-currency	long	EUR	-1.5E10	‎-‏15 مليار €
ar	compact-currency	long	EUR	-1.0E10	‎-‏10 مليار €
ar	compact-currency	long	EUR	-5.0E9	‎-‏5 مليار €
ar	compact-currency	long	EUR	-1.5E9	‎-‏1.5 مليار €
ar	compact-currency	long	EUR	-1.0E9	‎-‏1 مليار €
ar	compact-currency	long	EUR	-5.0E8	‎-‏500 مليون €
ar	compact-currency	long	EUR	-1.5E8	‎-‏150 مليون €
ar	compact-currency	long	EUR	-1.0E8	‎-‏100 مليون €
ar	compact-currency	long	EUR	-5.0E7	‎-‏50 مليون €
ar	compact-currency	long	EUR	-1.5E7	‎-‏15 مليون €
ar	compact-currency	long	EUR	-1.0E7	‎-‏10 مليون €
ar	compact-currency	long	EUR	-5000000.0	‎-‏5 مليون €
ar	compact-currency	long	EUR	-1500000.0	‎-‏1.5 مليون €
ar	compact-currency	long	EUR	-1234567.0	‎-‏1.2 مليون €
ar	compact-currency	long	EUR	-1234565.0	‎-‏1.2 مليون €
ar	compact-currency	long	EUR	-1000000.0	‎-‏1 مليون €
ar	compact-currency	long	EUR	-999999.9	‎-‏1 مليون €
ar	compact-currency	long	EUR	-500000.0	‎-‏500 ألف €
ar	compact-currency	long	EUR	-150000.0	‎-‏150 ألف €
ar	compact-currency	long	EUR	-100000.0	‎-‏100 ألف €
ar	compact-currency	long	EUR	-50000.0	‎-‏50 ألف €
ar	compact-currency	long	EUR	-15000.0	‎-‏15 ألف €
ar	compact-currency	long	EUR	-10000.0	‎-‏10 ألف €
ar	compact-currency	long	EUR	-5000.0	‎-‏5 آلاف €
ar	compact-currency	long	EUR	-1500.0	‎-‏1.5 ألف €
ar	compact-currency	long	EUR	-1234.56	‎-‏1.2 ألف €
ar	compact-currency	long	EUR	-1000.0	‎-‏1 ألف €
ar	compact-currency	long	EUR	-999.9	‎-‏1 ألف €
ar	compact-currency	long	EUR	-500.0	‏‎-500 €
ar	compact-currency	long	EUR	-150.0	‏‎-150 €
ar	compact-currency	long	EUR	-123.0	‏‎-123 €
ar	compact-currency	long	EUR	-100.0	‏‎-100 €
ar	compact-currency	long	EUR	-50.0	‏‎-50 €
ar	compact-currency	long	EUR	-15.0	‏‎-15 €
ar	compact-currency	long	EUR	-12.0	‏‎-12 €
ar	compact-currency	long	EUR	-10.0	‏‎-10 €
ar	compact-currency	long	EUR	-5.0	‏‎-5 €
ar	compact-currency	long	EUR	-3.5	‏‎-3.5 €
ar	compact-currency	long	EUR	-2.5	‏‎-2.5 €
ar	compact-currency	long	EUR	-1.5	‏‎-1.5 €
ar	compact-currency	long	EUR	-1.2	‏‎-1.2 €
ar	compact-currency	long	EUR	-1.0	‏‎-1 €
ar	compact-currency	long	EUR	-0.5	‏‎-0.5 €
ar	compact-currency	long	EUR	-0.15000000000000002	‏‎-0.15 €
ar	compact-currency	long	EUR	-0.135	‏‎-0.14 €
ar	compact-currency	long	EUR	-0.125	‏‎-0.12 €
ar	compact-currency	long	EUR	-0.1	‏‎-0.1 €
ar	compact-currency	long	EUR	-0.05	‏‎-0.05 €
ar	compact-currency	long	EUR	-0.015	‏‎-0.015 €
ar	compact-currency	long	EUR	-0.01	‏‎-0.01 €
ar	compact-currency	long	EUR	-0.00831765	‏‎-0.0083 €
ar	compact-currency	long	EUR	-0.005	‏‎-0.005 €
ar	compact-currency	long	EUR	-0.0015	‏‎-0.0015 €
ar	compact-currency	long	EUR	-0.001	‏‎-0.001 €
ar	compact-currency	long	EUR	-5.0E-4	‏‎-0.0005 €
ar	compact-currency	long	EUR	-1.5000000000000001E-4	‏‎-0.00015 €
ar	compact-currency	long	EUR	-1.23E-4	‏‎-0.00012 €
ar	compact-currency	long	EUR	-1.0E-4	‏‎-0.0001 €
ar	compact-currency	long	EUR	-5.0E-5	‏‎-0.00005 €
ar	compact-currency	long	EUR	-1.5000000000000002E-5	‏‎-0.000015 €
ar	compact-currency	long	EUR	-1.0E-5	‏‎-0.00001 €
ar	compact-currency	long	EUR	-4.9999999999999996E-6	‏‎-0.000005 €
ar	compact-currency	long	EUR	-1.5E-6	‏‎-0.0000015 €
ar	compact-currency	long	EUR	-1.0E-6	‏‎-0.000001 €
ar	compact-currency	long	EUR	-0.0	‏‎-0 €
ar	compact-currency	long	EUR	1.0E-6	‏0.000001 €
ar	compact-currency	long	EUR	1.5E-6	‏0.0000015 €
ar	compact-currency	long	EUR	4.9999999999999996E-6	‏0.000005 €
ar	compact-currency	long	EUR	1.0E-5	‏0.00001 €
ar	compact-currency	long	EUR	1.5000000000000002E-5	‏0.000015 €
ar	compact-currency	long	EUR	5.0E-5	‏0.00005 €
ar	compact-currency	long	EUR	1.0E-4	‏0.0001 €
ar	compact-currency	long	EUR	1.23E-4	‏0.00012 €
ar	compact-currency	long	EUR	1.5000000000000001E-4	‏0.00015 €
ar	compact-currency	long	EUR	5.0E-4	‏0.0005 €
ar	compact-currency	long	EUR	0.001	‏0.001 €
ar	compact-currency	long	EUR	0.0015	‏0.0015 €
ar	compact-currency	long	EUR	0.005	‏0.005 €
ar	compact-currency	long	EUR	0.01	‏0.01 €
ar	compact-currency	long	EUR	0.015	‏0.015 €
ar	compact-currency	long	EUR	0.05	‏0.05 €
ar	compact-currency	long	EUR	0.1	‏0.1 €
ar	compact-currency	long	EUR	0.125	‏0.12 €
ar	compact-currency	long	EUR	0.135	‏0.14 €
ar	compact-currency	long	EUR	0.15000000000000002	‏0.15 €
ar	compact-currency	long	EUR	0.5	‏0.5 €
ar	compact-currency	long	EUR	1.0	‏1 €
ar	compact-currency	long	EUR	1.5	‏1.5 €
ar	compact-currency	long	EUR	2.5	‏2.5 €
ar	compact-currency	long	EUR	3.5	‏3.5 €
ar	compact-currency	long	EUR	5.0	‏5 €
ar	compact-currency	long	EUR	10.0	‏10 €
ar	compact-currency	long	EUR	12.0	‏12 €
ar	compact-currency	long	EUR	15.0	‏15 €
ar	compact-currency	long	EUR	50.0	‏50 €
ar	compact-currency	long	EUR	100.0	‏100 €
ar	compact-currency	long	EUR	123.0	‏123 €
ar	compact-currency	long	EUR	150.0	‏150 €
ar	compact-currency	long	EUR	500.0	‏500 €
ar	compact-currency	long	EUR	999.9	‏1 ألف €
ar	compact-currency	long	EUR	1000.0	‏1 ألف €
ar	compact-currency	long	EUR	1234.56	‏1.2 ألف €
ar	compact-currency	long	EUR	1500.0	‏1.5 ألف €
ar	compact-currency	long	EUR	5000.0	‏5 آلاف €
ar	compact-currency	long	EUR	10000.0	‏10 ألف €
ar	compact-currency	long	EUR	15000.0	‏15 ألف €
ar	compact-currency	long	EUR	50000.0	‏50 ألف €
ar	compact-currency	long	EUR	100000.0	‏100 ألف €
ar	compact-currency	long	EUR	150000.0	‏150 ألف €
ar	compact-currency	long	EUR	500000.0	‏500 ألف €
ar	compact-currency	long	EUR	999999.9	‏1 مليون €
ar	compact-currency	long	EUR	1000000.0	‏1 مليون €
ar	compact-currency	long	EUR	1234567.0	‏1.2 مليون €
ar	compact-currency	long	EUR	1500000.0	‏1.5 مليون €
ar	compact-currency	long	EUR	5000000.0	‏5 مليون €
ar	compact-currency	long	EUR	1.0E7	‏10 مليون €
ar	compact-currency	long	EUR	1.5E7	‏15 مليون €
ar	compact-currency	long	EUR	5.0E7	‏50 مليون €
ar	compact-currency	long	EUR	1.0E8	‏100 مليون €
ar	compact-currency	long	EUR	1.5E8	‏150 مليون €
ar	compact-currency	long	EUR	5.0E8	‏500 مليون €
ar	compact-currency	long	EUR	1.0E9	‏1 مليار €
ar	compact-currency	long	EUR	1.5E9	‏1.5 مليار €
ar	compact-currency	long	EUR	5.0E9	‏5 مليار €
ar	compact-currency	long	EUR	1.0E10	‏10 مليار €
ar	compact-currency	long	EUR	1.5E10	‏15 مليار €
ar	compact-currency	long	EUR	5.0E10	‏50 مليار €
ar	compact-currency	long	EUR	1.0E11	‏100 مليار €
ar	compact-currency	long	EUR	1.5E11	‏150 مليار €
ar	compact-currency	long	EUR	5.0E11	‏500 مليار €
ar	compact-currency	long	EUR	1.0E12	‏1 ترليون €
ar	compact-currency	long	EUR	1.5E12	‏1.5 ترليون €
ar	compact-currency	long	EUR	5.0E12	‏5 ترليون €
ar	compact-currency	long	JPY	-5.0E12	‎-‏5 ترليون JP¥
ar	compact-currency	long	JPY	-1.5E12	‎-‏1.5 ترليون JP¥
ar	compact-currency	long	JPY	-1.0E12	‎-‏1 ترليون JP¥
ar	compact-currency	long	JPY	-5.0E11	‎-‏500 مليار JP¥
ar	compact-currency	long	JPY	-1.5E11	‎-‏150 مليار JP¥
ar	compact-currency	long	JPY	-1.0E11	‎-‏100 مليار JP¥
ar	compact-currency	long	JPY	-5.0E10	‎-‏50 مليار JP¥
ar	compact-currency	long	JPY	-1.5E10	‎-‏15 مليار JP¥
ar	compact-currency	long	JPY	-1.0E10	‎-‏10 مليار JP¥
ar	compact-currency	long	JPY	-5.0E9	‎-‏5 مليار JP¥
ar	compact-currency	long	JPY	-1.5E9	‎-‏1.5 مليار JP¥
ar	compact-currency	long	JPY	-1.0E9	‎-‏1 مليار JP¥
ar	compact-currency	long	JPY	-5.0E8	‎-‏500 مليون JP¥
ar	compact-currency	long	JPY	-1.5E8	‎-‏150 مليون JP¥
ar	compact-currency	long	JPY	-1.0E8	‎-‏100 مليون JP¥
ar	compact-currency	long	JPY	-5.0E7	‎-‏50 مليون JP¥
ar	compact-currency	long	JPY	-1.5E7	‎-‏15 مليون JP¥
ar	compact-currency	long	JPY	-1.0E7	‎-‏10 مليون JP¥
ar	compact-currency	long	JPY	-5000000.0	‎-‏5 مليون JP¥
ar	compact-currency	long	JPY	-1500000.0	‎-‏1.5 مليون JP¥
ar	compact-currency	long	JPY	-1234567.0	‎-‏1.2 مليون JP¥
ar	compact-currency	long	JPY	-1234565.0	‎-‏1.2 مليون JP¥
ar	compact-currency	long	JPY	-1000000.0	‎-‏1 مليون JP¥
ar	compact-currency	long	JPY	-999999.9	‎-‏1 مليون JP¥
ar	compact-currency	long	JPY	-500000.0	‎-‏500 ألف JP¥
ar	compact-currency	long	JPY	-150000.0	‎-‏150 ألف JP¥
ar	compact-currency	long	JPY	-100000.0	‎-‏100 ألف JP¥
ar	compact-currency	long	JPY	-50000.0	‎-‏50 ألف JP¥
ar	compact-currency	long	JPY	-15000.0	‎-‏15 ألف JP¥
ar	compact-currency	long	JPY	-10000.0	‎-‏10 ألف JP¥
ar	compact-currency	long	JPY	-5000.0	‎-‏5 آلاف JP¥
ar	compact-currency	long	JPY	-1500.0	‎-‏1.5 ألف JP¥
ar	compact-currency	long	JPY	-1234.56	‎-‏1.2 ألف JP¥
ar	compact-currency	long	JPY	-1000.0	‎-‏1 ألف JP¥
ar	compact-currency	long	JPY	-999.9	‎-‏1 ألف JP¥
ar	compact-currency	long	JPY	-500.0	‏‎-500 JP¥
ar	compact-currency	long	JPY	-150.0	‏‎-150 JP¥
ar	compact-currency	long	JPY	-123.0	‏‎-123 JP¥
ar	compact-currency	long	JPY	-100.0	‏‎-100 JP¥
ar	compact-currency	long	JPY	-50.0	‏‎-50 JP¥
ar	compact-currency	long	JPY	-15.0	‏‎-15 JP¥
ar	compact-currency	long	JPY	-12.0	‏‎-12 JP¥
ar	compact-currency	long	JPY	-10.0	‏‎-10 JP¥
ar	compact-currency	long	JPY	-5.0	‏‎-5 JP¥
ar	compact-currency	long	JPY	-3.5	‏‎-3.5 JP¥
ar	compact-currency	long	JPY	-2.5	‏‎-2.5 JP¥
ar	compact-currency	long	JPY	-1.5	‏‎-1.5 JP¥
ar	compact-currency	long	JPY	-1.2	‏‎-1.2 JP¥
ar	compact-currency	long	JPY	-1.0	‏‎-1 JP¥
ar	compact-currency	long	JPY	-0.5	‏‎-0.5 JP¥
ar	compact-currency	long	JPY	-0.15000000000000002	‏‎-0.15 JP¥
ar	compact-currency	long	JPY	-0.135	‏‎-0.14 JP¥
ar	compact-currency	long	JPY	-0.125	‏‎-0.12 JP¥
ar	compact-currency	long	JPY	-0.1	‏‎-0.1 JP¥
ar	compact-currency	long	JPY	-0.05	‏‎-0.05 JP¥
ar	compact-currency	long	JPY	-0.015	‏‎-0.015 JP¥
ar	compact-currency	long	JPY	-0.01	‏‎-0.01 JP¥
ar	compact-currency	long	JPY	-0.00831765	‏‎-0.0083 JP¥
ar	compact-currency	long	JPY	-0.005	‏‎-0.005 JP¥
ar	compact-currency	long	JPY	-0.0015	‏‎-0.0015 JP¥
ar	compact-currency	long	JPY	-0.001	‏‎-0.001 JP¥
ar	compact-currency	long	JPY	-5.0E-4	‏‎-0.0005 JP¥
ar	compact-currency	long	JPY	-1.5000000000000001E-4	‏‎-0.00015 JP¥
ar	compact-currency	long	JPY	-1.23E-4	‏‎-0.00012 JP¥
ar	compact-currency	long	JPY	-1.0E-4	‏‎-0.0001 JP¥
ar	compact-currency	long	JPY	-5.0E-5	‏‎-0.00005 JP¥
ar	compact-currency	long	JPY	-1.5000000000000002E-5	‏‎-0.000015 JP¥
ar	compact-currency	long	JPY	-1.0E-5	‏‎-0.00001 JP¥
ar	compact-currency	long	JPY	-4.9999999999999996E-6	‏‎-0.000005 JP¥
ar	compact-currency	long	JPY	-1.5E-6	‏‎-0.0000015 JP¥
ar	compact-currency	long	JPY	-1.0E-6	‏‎-0.000001 JP¥
ar	compact-currency	long	JPY	-0.0	‏‎-0 JP¥
ar	compact-currency	long	JPY	1.0E-6	‏0.000001 JP¥
ar	compact-currency	long	JPY	1.5E-6	‏0.0000015 JP¥
ar	compact-currency	long	JPY	4.9999999999999996E-6	‏0.000005 JP¥
ar	compact-currency	long	JPY	1.0E-5	‏0.00001 JP¥
ar	compact-currency	long	JPY	1.5000000000000002E-5	‏0.000015 JP¥
ar	compact-currency	long	JPY	5.0E-5	‏0.00005 JP¥
ar	compact-currency	long	JPY	1.0E-4	‏0.0001 JP¥
ar	compact-currency	long	JPY	1.23E-4	‏0.00012 JP¥
ar	compact-currency	long	JPY	1.5000000000000001E-4	‏0.00015 JP¥
ar	compact-currency	long	JPY	5.0E-4	‏0.0005 JP¥
ar	compact-currency	long	JPY	0.001	‏0.001 JP¥
ar	compact-currency	long	JPY	0.0015	‏0.0015 JP¥
ar	compact-currency	long	JPY	0.005	‏0.005 JP¥
ar	compact-currency	long	JPY	0.01	‏0.01 JP¥
ar	compact-currency	long	JPY	0.015	‏0.015 JP¥
ar	compact-currency	long	JPY	0.05	‏0.05 JP¥
ar	compact-currency	long	JPY	0.1	‏0.1 JP¥
ar	compact-currency	long	JPY	0.125	‏0.12 JP¥
ar	compact-currency	long	JPY	0.135	‏0.14 JP¥
ar	compact-currency	long	JPY	0.15000000000000002	‏0.15 JP¥
ar	compact-currency	long	JPY	0.5	‏0.5 JP¥
ar	compact-currency	long	JPY	1.0	‏1 JP¥
ar	compact-currency	long	JPY	1.5	‏1.5 JP¥
ar	compact-currency	long	JPY	2.5	‏2.5 JP¥
ar	compact-currency	long	JPY	3.5	‏3.5 JP¥
ar	compact-currency	long	JPY	5.0	‏5 JP¥
ar	compact-currency	long	JPY	10.0	‏10 JP¥
ar	compact-currency	long	JPY	12.0	‏12 JP¥
ar	compact-currency	long	JPY	15.0	‏15 JP¥
ar	compact-currency	long	JPY	50.0	‏50 JP¥
ar	compact-currency	long	JPY	100.0	‏100 JP¥
ar	compact-currency	long	JPY	123.0	‏123 JP¥
ar	compact-currency	long	JPY	150.0	‏150 JP¥
ar	compact-currency	long	JPY	500.0	‏500 JP¥
ar	compact-currency	long	JPY	999.9	‏1 ألف JP¥
ar	compact-currency	long	JPY	1000.0	‏1 ألف JP¥
ar	compact-currency	long	JPY	1234.56	‏1.2 ألف JP¥
ar	compact-currency	long	JPY	1500.0	‏1.5 ألف JP¥
ar	compact-currency	long	JPY	5000.0	‏5 آلاف JP¥
ar	compact-currency	long	JPY	10000.0	‏10 ألف JP¥
ar	compact-currency	long	JPY	15000.0	‏15 ألف JP¥
ar	compact-currency	long	JPY	50000.0	‏50 ألف JP¥
ar	compact-currency	long	JPY	100000.0	‏100 ألف JP¥
ar	compact-currency	long	JPY	150000.0	‏150 ألف JP¥
ar	compact-currency	long	JPY	500000.0	‏500 ألف JP¥
ar	compact-currency	long	JPY	999999.9	‏1 مليون JP¥
ar	compact-currency	long	JPY	1000000.0	‏1 مليون JP¥
ar	compact-currency	long	JPY	1234567.0	‏1.2 مليون JP¥
ar	compact-currency	long	JPY	1500000.0	‏1.5 مليون JP¥
ar	compact-currency	long	JPY	5000000.0	‏5 مليون JP¥
ar	compact-currency	long	JPY	1.0E7	‏10 مليون JP¥
ar	compact-currency	long	JPY	1.5E7	‏15 مليون JP¥
ar	compact-currency	long	JPY	5.0E7	‏50 مليون JP¥
ar	compact-currency	long	JPY	1.0E8	‏100 مليون JP¥
ar	compact-currency	long	JPY	1.5E8	‏150 مليون JP¥
ar	compact-currency	long	JPY	5.0E8	‏500 مليون JP¥
ar	compact-currency	long	JPY	1.0E9	‏1 مليار JP¥
ar	compact-currency	long	JPY	1.5E9	‏1.5 مليار JP¥
ar	compact-currency	long	JPY	5.0E9	‏5 مليار JP¥
ar	compact-currency	long	JPY	1.0E10	‏10 مليار JP¥
ar	compact-currency	long	JPY	1.5E10	‏15 مليار JP¥
ar	compact-currency	long	JPY	5.0E10	‏50 مليار JP¥
ar	compact-currency	long	JPY	1.0E11	‏100 مليار JP¥
ar	compact-currency	long	JPY	1.5E11	‏150 مليار JP¥
ar	compact-currency	long	JPY	5.0E11	‏500 مليار JP¥
ar	compact-currency	long	JPY	1.0E12	‏1 ترليون JP¥
ar	compact-currency	long	JPY	1.5E12	‏1.5 ترليون JP¥
ar	compact-currency	long	JPY	5.0E12	‏5 ترليون JP¥
ar	compact-currency	long	CHF	-5.0E12	‎-‏5 ترليون CHF
ar	compact-currency	long	CHF	-1.5E12	‎-‏1.5 ترليون CHF
ar	compact-currency	long	CHF	-1.0E12	‎-‏1 ترليون CHF
ar	compact-currency	long	CHF	-5.0E11	‎-‏500 مليار CHF
ar	compact-currency	long	CHF	-1.5E11	‎-‏150 مليار CHF
ar	compact-currency	long	CHF	-1.0E11	‎-‏100 مليار CHF
ar	compact-currency	long	CHF	-5.0E10	‎-‏50 مليار CHF
ar	compact-currency	long	CHF	-1.5E10	‎-‏15 مليار CHF
ar	compact-currency	long	CHF	-1.0E10	‎-‏10 مليار CHF
ar	compact-currency	long	CHF	-5.0E9	‎-‏5 مليار CHF
ar	compact-currency	long	CHF	-1.5E9	‎-‏1.5 مليار CHF
