locale	number_format	compact_length	currency_length	currency	input	expected
ar	compact-currency	long	iso-code	USD	-1.0E-4	‏‎-0.0001 USD
ar	compact-currency	long	iso-code	USD	-5.0E-5	‏‎-0.00005 USD
ar	compact-currency	long	iso-code	USD	-1.5000000000000002E-5	‏‎-0.000015 USD
ar	compact-currency	long	iso-code	USD	-1.0E-5	‏‎-0.00001 USD
ar	compact-currency	long	iso-code	USD	-4.9999999999999996E-6	‏‎-0.000005 USD
ar	compact-currency	long	iso-code	USD	-1.5E-6	‏‎-0.0000015 USD
ar	compact-currency	long	iso-code	USD	-1.0E-6	‏‎-0.000001 USD
ar	compact-currency	long	iso-code	USD	-0.0	‏‎-0 USD
ar	compact-currency	long	iso-code	USD	1.0E-6	‏0.000001 USD
ar	compact-currency	long	iso-code	USD	1.5E-6	‏0.0000015 USD
ar	compact-currency	long	iso-code	USD	4.9999999999999996E-6	‏0.000005 USD
ar	compact-currency	long	iso-code	USD	1.0E-5	‏0.00001 USD
ar	compact-currency	long	iso-code	USD	1.5000000000000002E-5	‏0.000015 USD
ar	compact-currency	long	iso-code	USD	5.0E-5	‏0.00005 USD
ar	compact-currency	long	iso-code	USD	1.0E-4	‏0.0001 USD
ar	compact-currency	long	iso-code	USD	1.23E-4	‏0.00012 USD
ar	compact-currency	long	iso-code	USD	1.5000000000000001E-4	‏0.00015 USD
ar	compact-currency	long	iso-code	USD	5.0E-4	‏0.0005 USD
ar	compact-currency	long	iso-code	USD	0.001	‏0.001 USD
ar	compact-currency	long	iso-code	USD	0.0015	‏0.0015 USD
ar	compact-currency	long	iso-code	USD	0.005	‏0.005 USD
ar	compact-currency	long	iso-code	USD	0.01	‏0.01 USD
ar	compact-currency	long	iso-code	USD	0.015	‏0.015 USD
ar	compact-currency	long	iso-code	USD	0.05	‏0.05 USD
ar	compact-currency	long	iso-code	USD	0.1	‏0.1 USD
ar	compact-currency	long	iso-code	USD	0.125	‏0.12 USD
ar	compact-currency	long	iso-code	USD	0.135	‏0.14 USD
ar	compact-currency	long	iso-code	USD	0.15000000000000002	‏0.15 USD
ar	compact-currency	long	iso-code	USD	0.5	‏0.5 USD
ar	compact-currency	long	iso-code	USD	1.0	‏1 USD
ar	compact-currency	long	iso-code	USD	1.5	‏1.5 USD
ar	compact-currency	long	iso-code	USD	2.5	‏2.5 USD
ar	compact-currency	long	iso-code	USD	3.5	‏3.5 USD
ar	compact-currency	long	iso-code	USD	5.0	‏5 USD
ar	compact-currency	long	iso-code	USD	10.0	‏10 USD
ar	compact-currency	long	iso-code	USD	12.0	‏12 USD
ar	compact-currency	long	iso-code	USD	15.0	‏15 USD
ar	compact-currency	long	iso-code	USD	50.0	‏50 USD
ar	compact-currency	long	iso-code	USD	100.0	‏100 USD
ar	compact-currency	long	iso-code	USD	123.0	‏123 USD
ar	compact-currency	long	iso-code	USD	150.0	‏150 USD
ar	compact-currency	long	iso-code	USD	500.0	‏500 USD
ar	compact-currency	long	iso-code	USD	999.9	‏1 ألف USD
ar	compact-currency	long	iso-code	USD	1000.0	‏1 ألف USD
ar	compact-currency	long	iso-code	USD	1234.56	‏1.2 ألف USD
ar	compact-currency	long	iso-code	USD	1500.0	‏1.5 ألف USD
ar	compact-currency	long	iso-code	USD	5000.0	‏5 آلاف USD
ar	compact-currency	long	iso-code	USD	10000.0	‏10 ألف USD
ar	compact-currency	long	iso-code	USD	15000.0	‏15 ألف USD
ar	compact-currency	long	iso-code	USD	50000.0	‏50 ألف USD
ar	compact-currency	long	iso-code	USD	100000.0	‏100 ألف USD
ar	compact-currency	long	iso-code	USD	150000.0	‏150 ألف USD
ar	compact-currency	long	iso-code	USD	500000.0	‏500 ألف USD
ar	compact-currency	long	iso-code	USD	999999.9	‏1 مليون USD
ar	compact-currency	long	iso-code	USD	1000000.0	‏1 مليون USD
ar	compact-currency	long	iso-code	USD	1234567.0	‏1.2 مليون USD
ar	compact-currency	long	iso-code	USD	1500000.0	‏1.5 مليون USD
ar	compact-currency	long	iso-code	USD	5000000.0	‏5 مليون USD
ar	compact-currency	long	iso-code	USD	1.0E7	‏10 مليون USD
ar	compact-currency	long	iso-code	USD	1.5E7	‏15 مليون USD
ar	compact-currency	long	iso-code	USD	5.0E7	‏50 مليون USD
ar	compact-currency	long	iso-code	USD	1.0E8	‏100 مليون USD
ar	compact-currency	long	iso-code	USD	1.5E8	‏150 مليون USD
ar	compact-currency	long	iso-code	USD	5.0E8	‏500 مليون USD
ar	compact-currency	long	iso-code	USD	1.0E9	‏1 مليار USD
ar	compact-currency	long	iso-code	USD	1.5E9	‏1.5 مليار USD
ar	compact-currency	long	iso-code	USD	5.0E9	‏5 مليار USD
ar	compact-currency	long	iso-code	USD	1.0E10	‏10 مليار USD
ar	compact-currency	long	iso-code	USD	1.5E10	‏15 مليار USD
ar	compact-currency	long	iso-code	USD	5.0E10	‏50 مليار USD
ar	compact-currency	long	iso-code	USD	1.0E11	‏100 مليار USD
ar	compact-currency	long	iso-code	USD	1.5E11	‏150 مليار USD
ar	compact-currency	long	iso-code	USD	5.0E11	‏500 مليار USD
ar	compact-currency	long	iso-code	USD	1.0E12	‏1 ترليون USD
ar	compact-currency	long	iso-code	USD	1.5E12	‏1.5 ترليون USD
ar	compact-currency	long	iso-code	USD	5.0E12	‏5 ترليون USD
ar	compact-currency	long	iso-code	EUR	-5.0E12	‎-‏5 ترليون EUR
ar	compact-currency	long	iso-code	EUR	-1.5E12	‎-‏1.5 ترليون EUR
ar	compact-currency	long	iso-code	EUR	-1.0E12	‎-‏1 ترليون EUR
ar	compact-currency	long	iso-code	EUR	-5.0E11	‎-‏500 مليار EUR
ar	compact-currency	long	iso-code	EUR	-1.5E11	‎-‏150 مليار EUR
ar	compact-currency	long	iso-code	EUR	-1.0E11	‎-‏100 مليار EUR
ar	compact-currency	long	iso-code	EUR	-5.0E10	‎-‏50 مليار EUR
ar	compact-currency	long	iso-code	EUR	-1.5E10	‎-‏15 مليار EUR
ar	compact-currency	long	iso-code	EUR	-1.0E10	‎-‏10 مليار EUR
ar	compact-currency	long	iso-code	EUR	-5.0E9	‎-‏5 مليار EUR
ar	compact-currency	long	iso-code	EUR	-1.5E9	‎-‏1.5 مليار EUR
ar	compact-currency	long	iso-code	EUR	-1.0E9	‎-‏1 مليار EUR
ar	compact-currency	long	iso-code	EUR	-5.0E8	‎-‏500 مليون EUR
ar	compact-currency	long	iso-code	EUR	-1.5E8	‎-‏150 مليون EUR
ar	compact-currency	long	iso-code	EUR	-1.0E8	‎-‏100 مليون EUR
ar	compact-currency	long	iso-code	EUR	-5.0E7	‎-‏50 مليون EUR
ar	compact-currency	long	iso-code	EUR	-1.5E7	‎-‏15 مليون EUR
ar	compact-currency	long	iso-code	EUR	-1.0E7	‎-‏10 مليون EUR
ar	compact-currency	long	iso-code	EUR	-5000000.0	‎-‏5 مليون EUR
ar	compact-currency	long	iso-code	EUR	-1500000.0	‎-‏1.5 مليون EUR
ar	compact-currency	long	iso-code	EUR	-1234567.0	‎-‏1.2 مليون EUR
ar	compact-currency	long	iso-code	EUR	-1234565.0	‎-‏1.2 مليون EUR
ar	compact-currency	long	iso-code	EUR	-1000000.0	‎-‏1 مليون EUR
ar	compact-currency	long	iso-code	EUR	-999999.9	‎-‏1 مليون EUR
ar	compact-currency	long	iso-code	EUR	-500000.0	‎-‏500 ألف EUR
ar	compact-currency	long	iso-code	EUR	-150000.0	‎-‏150 ألف EUR
ar	compact-currency	long	iso-code	EUR	-100000.0	‎-‏100 ألف EUR
ar	compact-currency	long	iso-code	EUR	-50000.0	‎-‏50 ألف EUR
ar	compact-currency	long	iso-code	EUR	-15000.0	‎-‏15 ألف EUR
ar	compact-currency	long	iso-code	EUR	-10000.0	‎-‏10 ألف EUR
ar	compact-currency	long	iso-code	EUR	-5000.0	‎-‏5 آلاف EUR
ar	compact-currency	long	iso-code	EUR	-1500.0	‎-‏1.5 ألف EUR
ar	compact-currency	long	iso-code	EUR	-1234.56	‎-‏1.2 ألف EUR
ar	compact-currency	long	iso-code	EUR	-1000.0	‎-‏1 ألف EUR
ar	compact-currency	long	iso-code	EUR	-999.9	‎-‏1 ألف EUR
ar	compact-currency	long	iso-code	EUR	-500.0	‏‎-500 EUR
ar	compact-currency	long	iso-code	EUR	-150.0	‏‎-150 EUR
ar	compact-currency	long	iso-code	EUR	-123.0	‏‎-123 EUR
ar	compact-currency	long	iso-code	EUR	-100.0	‏‎-100 EUR
ar	compact-currency	long	iso-code	EUR	-50.0	‏‎-50 EUR
ar	compact-currency	long	iso-code	EUR	-15.0	‏‎-15 EUR
ar	compact-currency	long	iso-code	EUR	-12.0	‏‎-12 EUR
ar	compact-currency	long	iso-code	EUR	-10.0	‏‎-10 EUR
ar	compact-currency	long	iso-code	EUR	-5.0	‏‎-5 EUR
ar	compact-currency	long	iso-code	EUR	-3.5	‏‎-3.5 EUR
ar	compact-currency	long	iso-code	EUR	-2.5	‏‎-2.5 EUR
ar	compact-currency	long	iso-code	EUR	-1.5	‏‎-1.5 EUR
ar	compact-currency	long	iso-code	EUR	-1.2	‏‎-1.2 EUR
ar	compact-currency	long	iso-code	EUR	-1.0	‏‎-1 EUR
ar	compact-currency	long	iso-code	EUR	-0.5	‏‎-0.5 EUR
ar	compact-currency	long	iso-code	EUR	-0.15000000000000002	‏‎-0.15 EUR
ar	compact-currency	long	iso-code	EUR	-0.135	‏‎-0.14 EUR
ar	compact-currency	long	iso-code	EUR	-0.125	‏‎-0.12 EUR
ar	compact-currency	long	iso-code	EUR	-0.1	‏‎-0.1 EUR
ar	compact-currency	long	iso-code	EUR	-0.05	‏‎-0.05 EUR
ar	compact-currency	long	iso-code	EUR	-0.015	‏‎-0.015 EUR
ar	compact-currency	long	iso-code	EUR	-0.01	‏‎-0.01 EUR
ar	compact-currency	long	iso-code	EUR	-0.00831765	‏‎-0.0083 EUR
ar	compact-currency	long	iso-code	EUR	-0.005	‏‎-0.005 EUR
ar	compact-currency	long	iso-code	EUR	-0.0015	‏‎-0.0015 EUR
ar	compact-currency	long	iso-code	EUR	-0.001	‏‎-0.001 EUR
ar	compact-currency	long	iso-code	EUR	-5.0E-4	‏‎-0.0005 EUR
ar	compact-currency	long	iso-code	EUR	-1.5000000000000001E-4	‏‎-0.00015 EUR
ar	compact-currency	long	iso-code	EUR	-1.23E-4	‏‎-0.00012 EUR
ar	compact-currency	long	iso-code	EUR	-1.0E-4	‏‎-0.0001 EUR
ar	compact-currency	long	iso-code	EUR	-5.0E-5	‏‎-0.00005 EUR
ar	compact-currency	long	iso-code	EUR	-1.5000000000000002E-5	‏‎-0.000015 EUR
ar	compact-currency	long	iso-code	EUR	-1.0E-5	‏‎-0.00001 EUR
ar	compact-currency	long	iso-code	EUR	-4.9999999999999996E-6	‏‎-0.000005 EUR
ar	compact-currency	long	iso-code	EUR	-1.5E-6	‏‎-0.0000015 EUR
ar	compact-currency	long	iso-code	EUR	-1.0E-6	‏‎-0.000001 EUR
ar	compact-currency	long	iso-code	EUR	-0.0	‏‎-0 EUR
ar	compact-currency	long	iso-code	EUR	1.0E-6	‏0.000001 EUR
ar	compact-currency	long	iso-code	EUR	1.5E-6	‏0.0000015 EUR
ar	compact-currency	long	iso-code	EUR	4.9999999999999996E-6	‏0.000005 EUR
ar	compact-currency	long	iso-code	EUR	1.0E-5	‏0.00001 EUR
ar	compact-currency	long	iso-code	EUR	1.5000000000000002E-5	‏0.000015 EUR
ar	compact-currency	long	iso-code	EUR	5.0E-5	‏0.00005 EUR
ar	compact-currency	long	iso-code	EUR	1.0E-4	‏0.0001 EUR
ar	compact-currency	long	iso-code	EUR	1.23E-4	‏0.00012 EUR
ar	compact-currency	long	iso-code	EUR	1.5000000000000001E-4	‏0.00015 EUR
ar	compact-currency	long	iso-code	EUR	5.0E-4	‏0.0005 EUR
ar	compact-currency	long	iso-code	EUR	0.001	‏0.001 EUR
ar	compact-currency	long	iso-code	EUR	0.0015	‏0.0015 EUR
ar	compact-currency	long	iso-code	EUR	0.005	‏0.005 EUR
ar	compact-currency	long	iso-code	EUR	0.01	‏0.01 EUR
ar	compact-currency	long	iso-code	EUR	0.015	‏0.015 EUR
ar	compact-currency	long	iso-code	EUR	0.05	‏0.05 EUR
ar	compact-currency	long	iso-code	EUR	0.1	‏0.1 EUR
ar	compact-currency	long	iso-code	EUR	0.125	‏0.12 EUR
ar	compact-currency	long	iso-code	EUR	0.135	‏0.14 EUR
ar	compact-currency	long	iso-code	EUR	0.15000000000000002	‏0.15 EUR
ar	compact-currency	long	iso-code	EUR	0.5	‏0.5 EUR
ar	compact-currency	long	iso-code	EUR	1.0	‏1 EUR
ar	compact-currency	long	iso-code	EUR	1.5	‏1.5 EUR
ar	compact-currency	long	iso-code	EUR	2.5	‏2.5 EUR
ar	compact-currency	long	iso-code	EUR	3.5	‏3.5 EUR
ar	compact-currency	long	iso-code	EUR	5.0	‏5 EUR
ar	compact-currency	long	iso-code	EUR	10.0	‏10 EUR
ar	compact-currency	long	iso-code	EUR	12.0	‏12 EUR
ar	compact-currency	long	iso-code	EUR	15.0	‏15 EUR
ar	compact-currency	long	iso-code	EUR	50.0	‏50 EUR
ar	compact-currency	long	iso-code	EUR	100.0	‏100 EUR
ar	compact-currency	long	iso-code	EUR	123.0	‏123 EUR
ar	compact-currency	long	iso-code	EUR	150.0	‏150 EUR
ar	compact-currency	long	iso-code	EUR	500.0	‏500 EUR
ar	compact-currency	long	iso-code	EUR	999.9	‏1 ألف EUR
ar	compact-currency	long	iso-code	EUR	1000.0	‏1 ألف EUR
ar	compact-currency	long	iso-code	EUR	1234.56	‏1.2 ألف EUR
ar	compact-currency	long	iso-code	EUR	1500.0	‏1.5 ألف EUR
ar	compact-currency	long	iso-code	EUR	5000.0	‏5 آلاف EUR
ar	compact-currency	long	iso-code	EUR	10000.0	‏10 ألف EUR
ar	compact-currency	long	iso-code	EUR	15000.0	‏15 ألف EUR
ar	compact-currency	long	iso-code	EUR	50000.0	‏50 ألف EUR
ar	compact-currency	long	iso-code	EUR	100000.0	‏100 ألف EUR
ar	compact-currency	long	iso-code	EUR	150000.0	‏150 ألف EUR
ar	compact-currency	long	iso-code	EUR	500000.0	‏500 ألف EUR
ar	compact-currency	long	iso-code	EUR	999999.9	‏1 مليون EUR
ar	compact-currency	long	iso-code	EUR	1000000.0	‏1 مليون EUR
ar	compact-currency	long	iso-code	EUR	1234567.0	‏1.2 مليون EUR
ar	compact-currency	long	iso-code	EUR	1500000.0	‏1.5 مليون EUR
ar	compact-currency	long	iso-code	EUR	5000000.0	‏5 مليون EUR
ar	compact-currency	long	iso-code	EUR	1.0E7	‏10 مليون EUR
ar	compact-currency	long	iso-code	EUR	1.5E7	‏15 مليون EUR
ar	compact-currency	long	iso-code	EUR	5.0E7	‏50 مليون EUR
ar	compact-currency	long	iso-code	EUR	1.0E8	‏100 مليون EUR
ar	compact-currency	long	iso-code	EUR	1.5E8	‏150 مليون EUR
ar	compact-currency	long	iso-code	EUR	5.0E8	‏500 مليون EUR
ar	compact-currency	long	iso-code	EUR	1.0E9	‏1 مليار EUR
ar	compact-currency	long	iso-code	EUR	1.5E9	‏1.5 مليار EUR
ar	compact-currency	long	iso-code	EUR	5.0E9	‏5 مليار EUR
ar	compact-currency	long	iso-code	EUR	1.0E10	‏10 مليار EUR
ar	compact-currency	long	iso-code	EUR	1.5E10	‏15 مليار EUR
ar	compact-currency	long	iso-code	EUR	5.0E10	‏50 مليار EUR
ar	compact-currency	long	iso-code	EUR	1.0E11	‏100 مليار EUR
ar	compact-currency	long	iso-code	EUR	1.5E11	‏150 مليار EUR
ar	compact-currency	long	iso-code	EUR	5.0E11	‏500 مليار EUR
ar	compact-currency	long	iso-code	EUR	1.0E12	‏1 ترليون EUR
ar	compact-currency	long	iso-code	EUR	1.5E12	‏1.5 ترليون EUR
ar	compact-currency	long	iso-code	EUR	5.0E12	‏5 ترليون EUR
ar	compact-currency	long	iso-code	JPY	-5.0E12	‎-‏5 ترليون JPY
ar	compact-currency	long	iso-code	JPY	-1.5E12	‎-‏1.5 ترليون JPY
ar	compact-currency	long	iso-code	JPY	-1.0E12	‎-‏1 ترليون JPY
ar	compact-currency	long	iso-code	JPY	-5.0E11	‎-‏500 مليار JPY
ar	compact-currency	long	iso-code	JPY	-1.5E11	‎-‏150 مليار JPY
ar	compact-currency	long	iso-code	JPY	-1.0E11	‎-‏100 مليار JPY
ar	compact-currency	long	iso-code	JPY	-5.0E10	‎-‏50 مليار JPY
ar	compact-currency	long	iso-code	JPY	-1.5E10	‎-‏15 مليار JPY
ar	compact-currency	long	iso-code	JPY	-1.0E10	‎-‏10 مليار JPY
ar	compact-currency	long	iso-code	JPY	-5.0E9	‎-‏5 مليار JPY
ar	compact-currency	long	iso-code	JPY	-1.5E9	‎-‏1.5 مليار JPY
ar	compact-currency	long	iso-code	JPY	-1.0E9	‎-‏1 مليار JPY
ar	compact-currency	long	iso-code	JPY	-5.0E8	‎-‏500 مليون JPY
ar	compact-currency	long	iso-code	JPY	-1.5E8	‎-‏150 مليون JPY
ar	compact-currency	long	iso-code	JPY	-1.0E8	‎-‏100 مليون JPY
ar	compact-currency	long	iso-code	JPY	-5.0E7	‎-‏50 مليون JPY
ar	compact-currency	long	iso-code	JPY	-1.5E7	‎-‏15 مليون JPY
ar	compact-currency	long	iso-code	JPY	-1.0E7	‎-‏10 مليون JPY
ar	compact-currency	long	iso-code	JPY	-5000000.0	‎-‏5 مليون JPY
ar	compact-currency	long	iso-code	JPY	-1500000.0	‎-‏1.5 مليون JPY
ar	compact-currency	long	iso-code	JPY	-1234567.0	‎-‏1.2 مليون JPY
ar	compact-currency	long	iso-code	JPY	-1234565.0	‎-‏1.2 مليون JPY
ar	compact-currency	long	iso-code	JPY	-1000000.0	‎-‏1 مليون JPY
ar	compact-currency	long	iso-code	JPY	-999999.9	‎-‏1 مليون JPY
ar	compact-currency	long	iso-code	JPY	-500000.0	‎-‏500 ألف JPY
ar	compact-currency	long	iso-code	JPY	-150000.0	‎-‏150 ألف JPY
ar	compact-currency	long	iso-code	JPY	-100000.0	‎-‏100 ألف JPY
ar	compact-currency	long	iso-code	JPY	-50000.0	‎-‏50 ألف JPY
ar	compact-currency	long	iso-code	JPY	-15000.0	‎-‏15 ألف JPY
ar	compact-currency	long	iso-code	JPY	-10000.0	‎-‏10 ألف JPY
ar	compact-currency	long	iso-code	JPY	-5000.0	‎-‏5 آلاف JPY
ar	compact-currency	long	iso-code	JPY	-1500.0	‎-‏1.5 ألف JPY
ar	compact-currency	long	iso-code	JPY	-1234.56	‎-‏1.2 ألف JPY
ar	compact-currency	long	iso-code	JPY	-1000.0	‎-‏1 ألف JPY
ar	compact-currency	long	iso-code	JPY	-999.9	‎-‏1 ألف JPY
ar	compact-currency	long	iso-code	JPY	-500.0	‏‎-500 JPY
ar	compact-currency	long	iso-code	JPY	-150.0	‏‎-150 JPY
ar	compact-currency	long	iso-code	JPY	-123.0	‏‎-123 JPY
ar	compact-currency	long	iso-code	JPY	-100.0	‏‎-100 JPY
ar	compact-currency	long	iso-code	JPY	-50.0	‏‎-50 JPY
ar	compact-currency	long	iso-code	JPY	-15.0	‏‎-15 JPY
ar	compact-currency	long	iso-code	JPY	-12.0	‏‎-12 JPY
ar	compact-currency	long	iso-code	JPY	-10.0	‏‎-10 JPY
ar	compact-currency	long	iso-code	JPY	-5.0	‏‎-5 JPY
ar	compact-currency	long	iso-code	JPY	-3.5	‏‎-3.5 JPY
ar	compact-currency	long	iso-code	JPY	-2.5	‏‎-2.5 JPY
ar	compact-currency	long	iso-code	JPY	-1.5	‏‎-1.5 JPY
ar	compact-currency	long	iso-code	JPY	-1.2	‏‎-1.2 JPY
ar	compact-currency	long	iso-code	JPY	-1.0	‏‎-1 JPY
ar	compact-currency	long	iso-code	JPY	-0.5	‏‎-0.5 JPY
ar	compact-currency	long	iso-code	JPY	-0.15000000000000002	‏‎-0.15 JPY
ar	compact-currency	long	iso-code	JPY	-0.135	‏‎-0.14 JPY
ar	compact-currency	long	iso-code	JPY	-0.125	‏‎-0.12 JPY
ar	compact-currency	long	iso-code	JPY	-0.1	‏‎-0.1 JPY
ar	compact-currency	long	iso-code	JPY	-0.05	‏‎-0.05 JPY
ar	compact-currency	long	iso-code	JPY	-0.015	‏‎-0.015 JPY
ar	compact-currency	long	iso-code	JPY	-0.01	‏‎-0.01 JPY
ar	compact-currency	long	iso-code	JPY	-0.00831765	‏‎-0.0083 JPY
ar	compact-currency	long	iso-code	JPY	-0.005	‏‎-0.005 JPY
ar	compact-currency	long	iso-code	JPY	-0.0015	‏‎-0.0015 JPY
ar	compact-currency	long	iso-code	JPY	-0.001	‏‎-0.001 JPY
ar	compact-currency	long	iso-code	JPY	-5.0E-4	‏‎-0.0005 JPY
ar	compact-currency	long	iso-code	JPY	-1.5000000000000001E-4	‏‎-0.00015 JPY
ar	compact-currency	long	iso-code	JPY	-1.23E-4	‏‎-0.00012 JPY
ar	compact-currency	long	iso-code	JPY	-1.0E-4	‏‎-0.0001 JPY
ar	compact-currency	long	iso-code	JPY	-5.0E-5	‏‎-0.00005 JPY
ar	compact-currency	long	iso-code	JPY	-1.5000000000000002E-5	‏‎-0.000015 JPY
ar	compact-currency	long	iso-code	JPY	-1.0E-5	‏‎-0.00001 JPY
ar	compact-currency	long	iso-code	JPY	-4.9999999999999996E-6	‏‎-0.000005 JPY
ar	compact-currency	long	iso-code	JPY	-1.5E-6	‏‎-0.0000015 JPY
ar	compact-currency	long	iso-code	JPY	-1.0E-6	‏‎-0.000001 JPY
ar	compact-currency	long	iso-code	JPY	-0.0	‏‎-0 JPY
ar	compact-currency	long	iso-code	JPY	1.0E-6	‏0.000001 JPY
ar	compact-currency	long	iso-code	JPY	1.5E-6	‏0.0000015 JPY
ar	compact-currency	long	iso-code	JPY	4.9999999999999996E-6	‏0.000005 JPY
ar	compact-currency	long	iso-code	JPY	1.0E-5	‏0.00001 JPY
ar	compact-currency	long	iso-code	JPY	1.5000000000000002E-5	‏0.000015 JPY
ar	compact-currency	long	iso-code	JPY	5.0E-5	‏0.00005 JPY
ar	compact-currency	long	iso-code	JPY	1.0E-4	‏0.0001 JPY
ar	compact-currency	long	iso-code	JPY	1.23E-4	‏0.00012 JPY
ar	compact-currency	long	iso-code	JPY	1.5000000000000001E-4	‏0.00015 JPY
ar	compact-currency	long	iso-code	JPY	5.0E-4	‏0.0005 JPY
ar	compact-currency	long	iso-code	JPY	0.001	‏0.001 JPY
ar	compact-currency	long	iso-code	JPY	0.0015	‏0.0015 JPY
ar	compact-currency	long	iso-code	JPY	0.005	‏0.005 JPY
ar	compact-currency	long	iso-code	JPY	0.01	‏0.01 JPY
ar	compact-currency	long	iso-code	JPY	0.015	‏0.015 JPY
ar	compact-currency	long	iso-code	JPY	0.05	‏0.05 JPY
ar	compact-currency	long	iso-code	JPY	0.1	‏0.1 JPY
