locale	number_format	format_length	currency	input	expected
az	compact-currency	long	CHF	-1230.05	-1,2K CHF
az	compact-currency	long	INR	0.0	0 ₹
az	compact-currency	long	INR	1.2	1,2 ₹
az	compact-currency	long	INR	0.00831765	0,0083 ₹
az	compact-currency	long	INR	1234565.0	1,2 mln ₹
az	compact-currency	long	INR	-1230.05	-1,2K ₹
az	compact-currency	long	EGP	0.0	0 EGP
az	compact-currency	long	EGP	1.2	1,2 EGP
az	compact-currency	long	EGP	0.00831765	0,0083 EGP
az	compact-currency	long	EGP	1234565.0	1,2 mln EGP
az	compact-currency	long	EGP	-1230.05	-1,2K EGP
be	compact-currency	short	USD	0.0	0 $
be	compact-currency	short	USD	1.2	1,2 $
be	compact-currency	short	USD	0.00831765	0,0083 $
be	compact-currency	short	USD	1234565.0	1,2 млн $
be	compact-currency	short	USD	-1230.05	-1,2 тыс. $
be	compact-currency	short	EUR	0.0	0 €
be	compact-currency	short	EUR	1.2	1,2 €
be	compact-currency	short	EUR	0.00831765	0,0083 €
be	compact-currency	short	EUR	1234565.0	1,2 млн €
be	compact-currency	short	EUR	-1230.05	-1,2 тыс. €
be	compact-currency	short	JPY	0.0	0 ¥
be	compact-currency	short	JPY	1.2	1,2 ¥
be	compact-currency	short	JPY	0.00831765	0,0083 ¥
be	compact-currency	short	JPY	1234565.0	1,2 млн ¥
be	compact-currency	short	JPY	-1230.05	-1,2 тыс. ¥
be	compact-currency	short	CHF	0.0	0 CHF
be	compact-currency	short	CHF	1.2	1,2 CHF
be	compact-currency	short	CHF	0.00831765	0,0083 CHF
be	compact-currency	short	CHF	1234565.0	1,2 млн CHF
be	compact-currency	short	CHF	-1230.05	-1,2 тыс. CHF
be	compact-currency	short	INR	0.0	0 ₹
be	compact-currency	short	INR	1.2	1,2 ₹
be	compact-currency	short	INR	0.00831765	0,0083 ₹
be	compact-currency	short	INR	1234565.0	1,2 млн ₹
be	compact-currency	short	INR	-1230.05	-1,2 тыс. ₹
be	compact-currency	short	EGP	0.0	0 EGP
be	compact-currency	short	EGP	1.2	1,2 EGP
be	compact-currency	short	EGP	0.00831765	0,0083 EGP
be	compact-currency	short	EGP	1234565.0	1,2 млн EGP
be	compact-currency	short	EGP	-1230.05	-1,2 тыс. EGP
be	compact-currency	long	USD	0.0	0 $
be	compact-currency	long	USD	1.2	1,2 $
be	compact-currency	long	USD	0.00831765	0,0083 $
be	compact-currency	long	USD	1234565.0	1,2 млн $
be	compact-currency	long	USD	-1230.05	-1,2 тыс. $
be	compact-currency	long	EUR	0.0	0 €
be	compact-currency	long	EUR	1.2	1,2 €
be	compact-currency	long	EUR	0.00831765	0,0083 €
be	compact-currency	long	EUR	1234565.0	1,2 млн €
be	compact-currency	long	EUR	-1230.05	-1,2 тыс. €
be	compact-currency	long	JPY	0.0	0 ¥
be	compact-currency	long	JPY	1.2	1,2 ¥
be	compact-currency	long	JPY	0.00831765	0,0083 ¥
be	compact-currency	long	JPY	1234565.0	1,2 млн ¥
be	compact-currency	long	JPY	-1230.05	-1,2 тыс. ¥
be	compact-currency	long	CHF	0.0	0 CHF
be	compact-currency	long	CHF	1.2	1,2 CHF
be	compact-currency	long	CHF	0.00831765	0,0083 CHF
be	compact-currency	long	CHF	1234565.0	1,2 млн CHF
be	compact-currency	long	CHF	-1230.05	-1,2 тыс. CHF
be	compact-currency	long	INR	0.0	0 ₹
be	compact-currency	long	INR	1.2	1,2 ₹
be	compact-currency	long	INR	0.00831765	0,0083 ₹
be	compact-currency	long	INR	1234565.0	1,2 млн ₹
be	compact-currency	long	INR	-1230.05	-1,2 тыс. ₹
be	compact-currency	long	EGP	0.0	0 EGP
be	compact-currency	long	EGP	1.2	1,2 EGP
be	compact-currency	long	EGP	0.00831765	0,0083 EGP
be	compact-currency	long	EGP	1234565.0	1,2 млн EGP
be	compact-currency	long	EGP	-1230.05	-1,2 тыс. EGP
bg	compact-currency	short	USD	0.0	0 щ.д.
bg	compact-currency	short	USD	1.2	1,2 щ.д.
bg	compact-currency	short	USD	0.00831765	0,0083 щ.д.
bg	compact-currency	short	USD	1234565.0	1,2 млн. щ.д.
bg	compact-currency	short	USD	-1230.05	-1,2 хил. щ.д.
bg	compact-currency	short	EUR	0.0	0 €
bg	compact-currency	short	EUR	1.2	1,2 €
bg	compact-currency	short	EUR	0.00831765	0,0083 €
bg	compact-currency	short	EUR	1234565.0	1,2 млн. €
bg	compact-currency	short	EUR	-1230.05	-1,2 хил. €
bg	compact-currency	short	JPY	0.0	0 JPY
bg	compact-currency	short	JPY	1.2	1,2 JPY
bg	compact-currency	short	JPY	0.00831765	0,0083 JPY
bg	compact-currency	short	JPY	1234565.0	1,2 млн. JPY
bg	compact-currency	short	JPY	-1230.05	-1,2 хил. JPY
bg	compact-currency	short	CHF	0.0	0 CHF
bg	compact-currency	short	CHF	1.2	1,2 CHF
bg	compact-currency	short	CHF	0.00831765	0,0083 CHF
bg	compact-currency	short	CHF	1234565.0	1,2 млн. CHF
bg	compact-currency	short	CHF	-1230.05	-1,2 хил. CHF
bg	compact-currency	short	INR	0.0	0 INR
bg	compact-currency	short	INR	1.2	1,2 INR
bg	compact-currency	short	INR	0.00831765	0,0083 INR
bg	compact-currency	short	INR	1234565.0	1,2 млн. INR
bg	compact-currency	short	INR	-1230.05	-1,2 хил. INR
bg	compact-currency	short	EGP	0.0	0 EGP
bg	compact-currency	short	EGP	1.2	1,2 EGP
bg	compact-currency	short	EGP	0.00831765	0,0083 EGP
bg	compact-currency	short	EGP	1234565.0	1,2 млн. EGP
bg	compact-currency	short	EGP	-1230.05	-1,2 хил. EGP
bg	compact-currency	long	USD	0.0	0 щ.д.
bg	compact-currency	long	USD	1.2	1,2 щ.д.
bg	compact-currency	long	USD	0.00831765	0,0083 щ.д.
bg	compact-currency	long	USD	1234565.0	1,2 млн. щ.д.
bg	compact-currency	long	USD	-1230.05	-1,2 хил. щ.д.
bg	compact-currency	long	EUR	0.0	0 €
bg	compact-currency	long	EUR	1.2	1,2 €
bg	compact-currency	long	EUR	0.00831765	0,0083 €
bg	compact-currency	long	EUR	1234565.0	1,2 млн. €
bg	compact-currency	long	EUR	-1230.05	-1,2 хил. €
bg	compact-currency	long	JPY	0.0	0 JPY
bg	compact-currency	long	JPY	1.2	1,2 JPY
bg	compact-currency	long	JPY	0.00831765	0,0083 JPY
bg	compact-currency	long	JPY	1234565.0	1,2 млн. JPY
bg	compact-currency	long	JPY	-1230.05	-1,2 хил. JPY
bg	compact-currency	long	CHF	0.0	0 CHF
bg	compact-currency	long	CHF	1.2	1,2 CHF
bg	compact-currency	long	CHF	0.00831765	0,0083 CHF
bg	compact-currency	long	CHF	1234565.0	1,2 млн. CHF
bg	compact-currency	long	CHF	-1230.05	-1,2 хил. CHF
bg	compact-currency	long	INR	0.0	0 INR
bg	compact-currency	long	INR	1.2	1,2 INR
bg	compact-currency	long	INR	0.00831765	0,0083 INR
bg	compact-currency	long	INR	1234565.0	1,2 млн. INR
bg	compact-currency	long	INR	-1230.05	-1,2 хил. INR
bg	compact-currency	long	EGP	0.0	0 EGP
bg	compact-currency	long	EGP	1.2	1,2 EGP
bg	compact-currency	long	EGP	0.00831765	0,0083 EGP
bg	compact-currency	long	EGP	1234565.0	1,2 млн. EGP
bg	compact-currency	long	EGP	-1230.05	-1,2 хил. EGP
bs	compact-currency	short	USD	0.0	0 USD
bs	compact-currency	short	USD	1.2	1,2 USD
bs	compact-currency	short	USD	0.00831765	0,0083 USD
bs	compact-currency	short	USD	1234565.0	1,2 mil. USD
bs	compact-currency	short	USD	-1230.05	-1,2 hilj. USD
bs	compact-currency	short	EUR	0.0	0 €
bs	compact-currency	short	EUR	1.2	1,2 €
bs	compact-currency	short	EUR	0.00831765	0,0083 €
bs	compact-currency	short	EUR	1234565.0	1,2 mil. €
bs	compact-currency	short	EUR	-1230.05	-1,2 hilj. €
bs	compact-currency	short	JPY	0.0	0 ¥
bs	compact-currency	short	JPY	1.2	1,2 ¥
bs	compact-currency	short	JPY	0.00831765	0,0083 ¥
bs	compact-currency	short	JPY	1234565.0	1,2 mil. ¥
bs	compact-currency	short	JPY	-1230.05	-1,2 hilj. ¥
bs	compact-currency	short	CHF	0.0	0 CHF
bs	compact-currency	short	CHF	1.2	1,2 CHF
bs	compact-currency	short	CHF	0.00831765	0,0083 CHF
bs	compact-currency	short	CHF	1234565.0	1,2 mil. CHF
bs	compact-currency	short	CHF	-1230.05	-1,2 hilj. CHF
bs	compact-currency	short	INR	0.0	0 ₹
bs	compact-currency	short	INR	1.2	1,2 ₹
bs	compact-currency	short	INR	0.00831765	0,0083 ₹
bs	compact-currency	short	INR	1234565.0	1,2 mil. ₹
bs	compact-currency	short	INR	-1230.05	-1,2 hilj. ₹
bs	compact-currency	short	EGP	0.0	0 EGP
bs	compact-currency	short	EGP	1.2	1,2 EGP
bs	compact-currency	short	EGP	0.00831765	0,0083 EGP
bs	compact-currency	short	EGP	1234565.0	1,2 mil. EGP
bs	compact-currency	short	EGP	-1230.05	-1,2 hilj. EGP
bs	compact-currency	long	USD	0.0	0 USD
bs	compact-currency	long	USD	1.2	1,2 USD
bs	compact-currency	long	USD	0.00831765	0,0083 USD
bs	compact-currency	long	USD	1234565.0	1,2 mil. USD
bs	compact-currency	long	USD	-1230.05	-1,2 hilj. USD
bs	compact-currency	long	EUR	0.0	0 €
bs	compact-currency	long	EUR	1.2	1,2 €
bs	compact-currency	long	EUR	0.00831765	0,0083 €
bs	compact-currency	long	EUR	1234565.0	1,2 mil. €
bs	compact-currency	long	EUR	-1230.05	-1,2 hilj. €
bs	compact-currency	long	JPY	0.0	0 ¥
bs	compact-currency	long	JPY	1.2	1,2 ¥
bs	compact-currency	long	JPY	0.00831765	0,0083 ¥
bs	compact-currency	long	JPY	1234565.0	1,2 mil. ¥
bs	compact-currency	long	JPY	-1230.05	-1,2 hilj. ¥
bs	compact-currency	long	CHF	0.0	0 CHF
bs	compact-currency	long	CHF	1.2	1,2 CHF
bs	compact-currency	long	CHF	0.00831765	0,0083 CHF
bs	compact-currency	long	CHF	1234565.0	1,2 mil. CHF
bs	compact-currency	long	CHF	-1230.05	-1,2 hilj. CHF
bs	compact-currency	long	INR	0.0	0 ₹
bs	compact-currency	long	INR	1.2	1,2 ₹
bs	compact-currency	long	INR	0.00831765	0,0083 ₹
bs	compact-currency	long	INR	1234565.0	1,2 mil. ₹
bs	compact-currency	long	INR	-1230.05	-1,2 hilj. ₹
bs	compact-currency	long	EGP	0.0	0 EGP
bs	compact-currency	long	EGP	1.2	1,2 EGP
bs	compact-currency	long	EGP	0.00831765	0,0083 EGP
bs	compact-currency	long	EGP	1234565.0	1,2 mil. EGP
bs	compact-currency	long	EGP	-1230.05	-1,2 hilj. EGP
ca	compact-currency	short	USD	0.0	0 USD
ca	compact-currency	short	USD	1.2	1,2 USD
ca	compact-currency	short	USD	0.00831765	0,0083 USD
ca	compact-currency	short	USD	1234565.0	1,2 M USD
ca	compact-currency	short	USD	-1230.05	-1,2 k USD
ca	compact-currency	short	EUR	0.0	0 €
ca	compact-currency	short	EUR	1.2	1,2 €
ca	compact-currency	short	EUR	0.00831765	0,0083 €
ca	compact-currency	short	EUR	1234565.0	1,2 M €
ca	compact-currency	short	EUR	-1230.05	-1,2 k €
ca	compact-currency	short	JPY	0.0	0 ¥
ca	compact-currency	short	JPY	1.2	1,2 ¥
ca	compact-currency	short	JPY	0.00831765	0,0083 ¥
ca	compact-currency	short	JPY	1234565.0	1,2 M ¥
ca	compact-currency	short	JPY	-1230.05	-1,2 k ¥
ca	compact-currency	short	CHF	0.0	0 CHF
ca	compact-currency	short	CHF	1.2	1,2 CHF
ca	compact-currency	short	CHF	0.00831765	0,0083 CHF
ca	compact-currency	short	CHF	1234565.0	1,2 M CHF
ca	compact-currency	short	CHF	-1230.05	-1,2 k CHF
ca	compact-currency	short	INR	0.0	0 ₹
ca	compact-currency	short	INR	1.2	1,2 ₹
ca	compact-currency	short	INR	0.00831765	0,0083 ₹
ca	compact-currency	short	INR	1234565.0	1,2 M ₹
ca	compact-currency	short	INR	-1230.05	-1,2 k ₹
ca	compact-currency	short	EGP	0.0	0 EGP
ca	compact-currency	short	EGP	1.2	1,2 EGP
ca	compact-currency	short	EGP	0.00831765	0,0083 EGP
ca	compact-currency	short	EGP	1234565.0	1,2 M EGP
ca	compact-currency	short	EGP	-1230.05	-1,2 k EGP
ca	compact-currency	long	USD	0.0	0 USD
ca	compact-currency	long	USD	1.2	1,2 USD
ca	compact-currency	long	USD	0.00831765	0,0083 USD
ca	compact-currency	long	USD	1234565.0	1,2 M USD
ca	compact-currency	long	USD	-1230.05	-1,2 k USD
ca	compact-currency	long	EUR	0.0	0 €
ca	compact-currency	long	EUR	1.2	1,2 €
ca	compact-currency	long	EUR	0.00831765	0,0083 €
ca	compact-currency	long	EUR	1234565.0	1,2 M €
ca	compact-currency	long	EUR	-1230.05	-1,2 k €
ca	compact-currency	long	JPY	0.0	0 ¥
ca	compact-currency	long	JPY	1.2	1,2 ¥
ca	compact-currency	long	JPY	0.00831765	0,0083 ¥
ca	compact-currency	long	JPY	1234565.0	1,2 M ¥
ca	compact-currency	long	JPY	-1230.05	-1,2 k ¥
ca	compact-currency	long	CHF	0.0	0 CHF
ca	compact-currency	long	CHF	1.2	1,2 CHF
ca	compact-currency	long	CHF	0.00831765	0,0083 CHF
ca	compact-currency	long	CHF	1234565.0	1,2 M CHF
ca	compact-currency	long	CHF	-1230.05	-1,2 k CHF
ca	compact-currency	long	INR	0.0	0 ₹
ca	compact-currency	long	INR	1.2	1,2 ₹
ca	compact-currency	long	INR	0.00831765	0,0083 ₹
ca	compact-currency	long	INR	1234565.0	1,2 M ₹
ca	compact-currency	long	INR	-1230.05	-1,2 k ₹
ca	compact-currency	long	EGP	0.0	0 EGP
ca	compact-currency	long	EGP	1.2	1,2 EGP
ca	compact-currency	long	EGP	0.00831765	0,0083 EGP
ca	compact-currency	long	EGP	1234565.0	1,2 M EGP
ca	compact-currency	long	EGP	-1230.05	-1,2 k EGP
cs	compact-currency	short	USD	0.0	0 US$
cs	compact-currency	short	USD	1.2	1,2 US$
cs	compact-currency	short	USD	0.00831765	0,0083 US$
cs	compact-currency	short	USD	1234565.0	1,2 mil. US$
cs	compact-currency	short	USD	-1230.05	-1,2 tis. US$
cs	compact-currency	short	EUR	0.0	0 €
cs	compact-currency	short	EUR	1.2	1,2 €
cs	compact-currency	short	EUR	0.00831765	0,0083 €
cs	compact-currency	short	EUR	1234565.0	1,2 mil. €
cs	compact-currency	short	EUR	-1230.05	-1,2 tis. €
cs	compact-currency	short	JPY	0.0	0 JP¥
cs	compact-currency	short	JPY	1.2	1,2 JP¥
cs	compact-currency	short	JPY	0.00831765	0,0083 JP¥
cs	compact-currency	short	JPY	1234565.0	1,2 mil. JP¥
cs	compact-currency	short	JPY	-1230.05	-1,2 tis. JP¥
cs	compact-currency	short	CHF	0.0	0 CHF
