locale	style	input	expected
en_US	scientific	-150000.0	-1.5E5
en_US	scientific	-100000.0	-1E5
en_US	scientific	-50000.0	-5E4
en_US	scientific	-15000.0	-1.5E4
en_US	scientific	-10000.0	-1E4
en_US	scientific	-5000.0	-5E3
en_US	scientific	-1500.0	-1.5E3
en_US	scientific	-1000.0	-1E3
en_US	scientific	-999.9	-9.999E2
en_US	scientific	-500.0	-5E2
en_US	scientific	-150.0	-1.5E2
en_US	scientific	-123.0	-1.23E2
en_US	scientific	-100.0	-1E2
en_US	scientific	-50.0	-5E1
en_US	scientific	-15.0	-1.5E1
en_US	scientific	-12.0	-1.2E1
en_US	scientific	-10.0	-1E1
en_US	scientific	-5.0	-5E0
en_US	scientific	-3.5	-3.5E0
en_US	scientific	-2.5	-2.5E0
en_US	scientific	-1.5	-1.5E0
en_US	scientific	-1.2	-1.2E0
en_US	scientific	-1.0	-1E0
en_US	scientific	-0.5	-5E-1
en_US	scientific	-0.15000000000000002	-1.5E-1
en_US	scientific	-0.135	-1.35E-1
en_US	scientific	-0.125	-1.25E-1
en_US	scientific	-0.1	-1E-1
en_US	scientific	-0.05	-5E-2
en_US	scientific	-0.015	-1.5E-2
en_US	scientific	-0.01	-1E-2
en_US	scientific	-0.005	-5E-3
en_US	scientific	-0.0015	-1.5E-3
en_US	scientific	-0.001	-1E-3
en_US	scientific	-5.0E-4	-5E-4
en_US	scientific	-1.5000000000000001E-4	-1.5E-4
en_US	scientific	-1.23E-4	-1.23E-4
en_US	scientific	-1.0E-4	-1E-4
en_US	scientific	-5.0E-5	-5E-5
en_US	scientific	-1.5000000000000002E-5	-1.5E-5
en_US	scientific	-1.0E-5	-1E-5
en_US	scientific	-4.9999999999999996E-6	-5E-6
en_US	scientific	-1.5E-6	-1.5E-6
en_US	scientific	-1.0E-6	-1E-6
en_US	scientific	1.0E-6	1E-6
en_US	scientific	1.5E-6	1.5E-6
en_US	scientific	4.9999999999999996E-6	5E-6
en_US	scientific	1.0E-5	1E-5
en_US	scientific	1.5000000000000002E-5	1.5E-5
en_US	scientific	5.0E-5	5E-5
en_US	scientific	1.0E-4	1E-4
en_US	scientific	1.5000000000000001E-4	1.5E-4
en_US	scientific	5.0E-4	5E-4
en_US	scientific	0.001	1E-3
en_US	scientific	0.0015	1.5E-3
en_US	scientific	0.005	5E-3
en_US	scientific	0.01	1E-2
en_US	scientific	0.015	1.5E-2
en_US	scientific	0.05	5E-2
en_US	scientific	0.1	1E-1
en_US	scientific	0.125	1.25E-1
en_US	scientific	0.135	1.35E-1
en_US	scientific	0.15000000000000002	1.5E-1
en_US	scientific	0.5	5E-1
en_US	scientific	1.5	1.5E0
en_US	scientific	2.5	2.5E0
en_US	scientific	3.5	3.5E0
en_US	scientific	5.0	5E0
en_US	scientific	10.0	1E1
en_US	scientific	15.0	1.5E1
en_US	scientific	50.0	5E1
en_US	scientific	100.0	1E2
en_US	scientific	150.0	1.5E2
en_US	scientific	500.0	5E2
en_US	scientific	999.9	9.999E2
en_US	scientific	1000.0	1E3
en_US	scientific	1500.0	1.5E3
en_US	scientific	5000.0	5E3
en_US	scientific	10000.0	1E4
en_US	scientific	15000.0	1.5E4
en_US	scientific	50000.0	5E4
en_US	scientific	100000.0	1E5
en_US	scientific	150000.0	1.5E5
en_US	scientific	500000.0	5E5
en_US	scientific	999999.9	9.999999E5
en_US	scientific	1000000.0	1E6
en_US	scientific	1500000.0	1.5E6
en_US	scientific	5000000.0	5E6
en_US	scientific	1.0E7	1E7
en_US	scientific	1.5E7	1.5E7
en_US	scientific	5.0E7	5E7
en_US	scientific	1.0E8	1E8
en_US	scientific	1.5E8	1.5E8
en_US	scientific	5.0E8	5E8
en_US	scientific	1.0E9	1E9
en_US	scientific	1.5E9	1.5E9
en_US	scientific	5.0E9	5E9
en_US	scientific	1.0E10	1E10
en_US	scientific	1.5E10	1.5E10
en_US	scientific	5.0E10	5E10
en_US	scientific	1.0E11	1E11
en_US	scientific	1.5E11	1.5E11
en_US	scientific	5.0E11	5E11
en_US	scientific	1.0E12	1E12
en_US	scientific	1.5E12	1.5E12
en_US	scientific	5.0E12	5E12
en_US	compact-short	-5.0E12	-5T
en_US	compact-short	-1.5E12	-1.5T
en_US	compact-short	-1.0E12	-1T
en_US	compact-short	-5.0E11	-500B
en_US	compact-short	-1.5E11	-150B
en_US	compact-short	-1.0E11	-100B
en_US	compact-short	-5.0E10	-50B
en_US	compact-short	-1.5E10	-15B
en_US	compact-short	-1.0E10	-10B
en_US	compact-short	-5.0E9	-5B
en_US	compact-short	-1.5E9	-1.5B
en_US	compact-short	-1.0E9	-1B
en_US	compact-short	-5.0E8	-500M
en_US	compact-short	-1.5E8	-150M
en_US	compact-short	-1.0E8	-100M
en_US	compact-short	-5.0E7	-50M
en_US	compact-short	-1.5E7	-15M
en_US	compact-short	-1.0E7	-10M
en_US	compact-short	-5000000.0	-5M
en_US	compact-short	-1500000.0	-1.5M
en_US	compact-short	-1234567.0	-1.2M
en_US	compact-short	-1000000.0	-1M
en_US	compact-short	-999999.9	-1M
en_US	compact-short	-500000.0	-500K
en_US	compact-short	-150000.0	-150K
en_US	compact-short	-100000.0	-100K
en_US	compact-short	-50000.0	-50K
en_US	compact-short	-15000.0	-15K
en_US	compact-short	-10000.0	-10K
en_US	compact-short	-5000.0	-5K
en_US	compact-short	-1500.0	-1.5K
en_US	compact-short	-1000.0	-1K
en_US	compact-short	-999.9	-1K
en_US	compact-short	-500.0	-500
en_US	compact-short	-150.0	-150
en_US	compact-short	-123.0	-123
en_US	compact-short	-100.0	-100
en_US	compact-short	-50.0	-50
en_US	compact-short	-15.0	-15
en_US	compact-short	-12.0	-12
en_US	compact-short	-10.0	-10
en_US	compact-short	-5.0	-5
en_US	compact-short	-3.5	-3.5
en_US	compact-short	-2.5	-2.5
en_US	compact-short	-1.5	-1.5
en_US	compact-short	-1.2	-1.2
en_US	compact-short	-1.0	-1
en_US	compact-short	-0.5	-0.5
en_US	compact-short	-0.15000000000000002	-0.15
en_US	compact-short	-0.135	-0.14
en_US	compact-short	-0.125	-0.12
en_US	compact-short	-0.1	-0.1
en_US	compact-short	-0.05	-0.05
en_US	compact-short	-0.015	-0.015
en_US	compact-short	-0.01	-0.01
en_US	compact-short	-0.005	-0.005
en_US	compact-short	-0.0015	-0.0015
en_US	compact-short	-0.001	-0.001
en_US	compact-short	-5.0E-4	-0.0005
en_US	compact-short	-1.5000000000000001E-4	-0.00015
en_US	compact-short	-1.23E-4	-0.00012
en_US	compact-short	-1.0E-4	-0.0001
en_US	compact-short	-5.0E-5	-0.00005
en_US	compact-short	-1.5000000000000002E-5	-0.000015
en_US	compact-short	-1.0E-5	-0.00001
en_US	compact-short	-4.9999999999999996E-6	-0.000005
en_US	compact-short	-1.5E-6	-0.0000015
en_US	compact-short	-1.0E-6	-0.000001
en_US	compact-short	1.0E-6	0.000001
en_US	compact-short	1.5E-6	0.0000015
en_US	compact-short	4.9999999999999996E-6	0.000005
en_US	compact-short	1.0E-5	0.00001
en_US	compact-short	1.5000000000000002E-5	0.000015
en_US	compact-short	5.0E-5	0.00005
en_US	compact-short	1.0E-4	0.0001
en_US	compact-short	1.5000000000000001E-4	0.00015
en_US	compact-short	5.0E-4	0.0005
en_US	compact-short	0.001	0.001
en_US	compact-short	0.0015	0.0015
en_US	compact-short	0.005	0.005
en_US	compact-short	0.01	0.01
en_US	compact-short	0.015	0.015
en_US	compact-short	0.05	0.05
en_US	compact-short	0.1	0.1
en_US	compact-short	0.125	0.12
en_US	compact-short	0.135	0.14
en_US	compact-short	0.15000000000000002	0.15
en_US	compact-short	0.5	0.5
en_US	compact-short	1.5	1.5
en_US	compact-short	2.5	2.5
en_US	compact-short	3.5	3.5
en_US	compact-short	5.0	5
en_US	compact-short	10.0	10
en_US	compact-short	15.0	15
en_US	compact-short	50.0	50
en_US	compact-short	100.0	100
en_US	compact-short	150.0	150
en_US	compact-short	500.0	500
en_US	compact-short	999.9	1K
en_US	compact-short	1000.0	1K
en_US	compact-short	1500.0	1.5K
en_US	compact-short	5000.0	5K
en_US	compact-short	10000.0	10K
en_US	compact-short	15000.0	15K
en_US	compact-short	50000.0	50K
en_US	compact-short	100000.0	100K
en_US	compact-short	150000.0	150K
en_US	compact-short	500000.0	500K
en_US	compact-short	999999.9	1M
en_US	compact-short	1000000.0	1M
en_US	compact-short	1500000.0	1.5M
en_US	compact-short	5000000.0	5M
en_US	compact-short	1.0E7	10M
en_US	compact-short	1.5E7	15M
en_US	compact-short	5.0E7	50M
en_US	compact-short	1.0E8	100M
en_US	compact-short	1.5E8	150M
en_US	compact-short	5.0E8	500M
en_US	compact-short	1.0E9	1B
en_US	compact-short	1.5E9	1.5B
en_US	compact-short	5.0E9	5B
en_US	compact-short	1.0E10	10B
en_US	compact-short	1.5E10	15B
en_US	compact-short	5.0E10	50B
en_US	compact-short	1.0E11	100B
en_US	compact-short	1.5E11	150B
en_US	compact-short	5.0E11	500B
en_US	compact-short	1.0E12	1T
en_US	compact-short	1.5E12	1.5T
en_US	compact-short	5.0E12	5T
en_US	compact-long	-5.0E12	-5 trillion
en_US	compact-long	-1.5E12	-1.5 trillion
en_US	compact-long	-1.0E12	-1 trillion
en_US	compact-long	-5.0E11	-500 billion
en_US	compact-long	-1.5E11	-150 billion
en_US	compact-long	-1.0E11	-100 billion
en_US	compact-long	-5.0E10	-50 billion
en_US	compact-long	-1.5E10	-15 billion
en_US	compact-long	-1.0E10	-10 billion
en_US	compact-long	-5.0E9	-5 billion
en_US	compact-long	-1.5E9	-1.5 billion
en_US	compact-long	-1.0E9	-1 billion
en_US	compact-long	-5.0E8	-500 million
en_US	compact-long	-1.5E8	-150 million
en_US	compact-long	-1.0E8	-100 million
en_US	compact-long	-5.0E7	-50 million
en_US	compact-long	-1.5E7	-15 million
en_US	compact-long	-1.0E7	-10 million
en_US	compact-long	-5000000.0	-5 million
en_US	compact-long	-1500000.0	-1.5 million
en_US	compact-long	-1234567.0	-1.2 million
en_US	compact-long	-1000000.0	-1 million
en_US	compact-long	-999999.9	-1 million
en_US	compact-long	-500000.0	-500 thousand
en_US	compact-long	-150000.0	-150 thousand
en_US	compact-long	-100000.0	-100 thousand
en_US	compact-long	-50000.0	-50 thousand
en_US	compact-long	-15000.0	-15 thousand
en_US	compact-long	-10000.0	-10 thousand
en_US	compact-long	-5000.0	-5 thousand
en_US	compact-long	-1500.0	-1.5 thousand
en_US	compact-long	-1000.0	-1 thousand
en_US	compact-long	-999.9	-1 thousand
en_US	compact-long	-500.0	-500
en_US	compact-long	-150.0	-150
en_US	compact-long	-123.0	-123
en_US	compact-long	-100.0	-100
en_US	compact-long	-50.0	-50
en_US	compact-long	-15.0	-15
en_US	compact-long	-12.0	-12
en_US	compact-long	-10.0	-10
en_US	compact-long	-5.0	-5
en_US	compact-long	-3.5	-3.5
en_US	compact-long	-2.5	-2.5
en_US	compact-long	-1.5	-1.5
en_US	compact-long	-1.2	-1.2
en_US	compact-long	-1.0	-1
en_US	compact-long	-0.5	-0.5
en_US	compact-long	-0.15000000000000002	-0.15
en_US	compact-long	-0.135	-0.14
en_US	compact-long	-0.125	-0.12
en_US	compact-long	-0.1	-0.1
en_US	compact-long	-0.05	-0.05
en_US	compact-long	-0.015	-0.015
en_US	compact-long	-0.01	-0.01
en_US	compact-long	-0.005	-0.005
en_US	compact-long	-0.0015	-0.0015
en_US	compact-long	-0.001	-0.001
en_US	compact-long	-5.0E-4	-0.0005
en_US	compact-long	-1.5000000000000001E-4	-0.00015
en_US	compact-long	-1.23E-4	-0.00012
en_US	compact-long	-1.0E-4	-0.0001
en_US	compact-long	-5.0E-5	-0.00005
en_US	compact-long	-1.5000000000000002E-5	-0.000015
en_US	compact-long	-1.0E-5	-0.00001
en_US	compact-long	-4.9999999999999996E-6	-0.000005
en_US	compact-long	-1.5E-6	-0.0000015
en_US	compact-long	-1.0E-6	-0.000001
en_US	compact-long	1.0E-6	0.000001
en_US	compact-long	1.5E-6	0.0000015
en_US	compact-long	4.9999999999999996E-6	0.000005
en_US	compact-long	1.0E-5	0.00001
en_US	compact-long	1.5000000000000002E-5	0.000015
en_US	compact-long	5.0E-5	0.00005
en_US	compact-long	1.0E-4	0.0001
en_US	compact-long	1.5000000000000001E-4	0.00015
en_US	compact-long	5.0E-4	0.0005
en_US	compact-long	0.001	0.001
en_US	compact-long	0.0015	0.0015
en_US	compact-long	0.005	0.005
en_US	compact-long	0.01	0.01
en_US	compact-long	0.015	0.015
en_US	compact-long	0.05	0.05
en_US	compact-long	0.1	0.1
en_US	compact-long	0.125	0.12
en_US	compact-long	0.135	0.14
en_US	compact-long	0.15000000000000002	0.15
en_US	compact-long	0.5	0.5
en_US	compact-long	1.5	1.5
en_US	compact-long	2.5	2.5
en_US	compact-long	3.5	3.5
en_US	compact-long	5.0	5
en_US	compact-long	10.0	10
en_US	compact-long	15.0	15
en_US	compact-long	50.0	50
en_US	compact-long	100.0	100
en_US	compact-long	150.0	150
en_US	compact-long	500.0	500
en_US	compact-long	999.9	1 thousand
en_US	compact-long	1000.0	1 thousand
en_US	compact-long	1500.0	1.5 thousand
en_US	compact-long	5000.0	5 thousand
en_US	compact-long	10000.0	10 thousand
en_US	compact-long	15000.0	15 thousand
en_US	compact-long	50000.0	50 thousand
en_US	compact-long	100000.0	100 thousand
en_US	compact-long	150000.0	150 thousand
en_US	compact-long	500000.0	500 thousand
en_US	compact-long	999999.9	1 million
en_US	compact-long	1000000.0	1 million
en_US	compact-long	1500000.0	1.5 million
en_US	compact-long	5000000.0	5 million
en_US	compact-long	1.0E7	10 million
en_US	compact-long	1.5E7	15 million
en_US	compact-long	5.0E7	50 million
en_US	compact-long	1.0E8	100 million
en_US	compact-long	1.5E8	150 million
en_US	compact-long	5.0E8	500 million
en_US	compact-long	1.0E9	1 billion
en_US	compact-long	1.5E9	1.5 billion
en_US	compact-long	5.0E9	5 billion
en_US	compact-long	1.0E10	10 billion
en_US	compact-long	1.5E10	15 billion
en_US	compact-long	5.0E10	50 billion
en_US	compact-long	1.0E11	100 billion
en_US	compact-long	1.5E11	150 billion
en_US	compact-long	5.0E11	500 billion
en_US	compact-long	1.0E12	1 trillion
en_US	compact-long	1.5E12	1.5 trillion
en_US	compact-long	5.0E12	5 trillion
fr	decimal	-5.0E12	-5 000 000 000 000
fr	decimal	-1.5E12	-1 500 000 000 000
fr	decimal	-1.0E12	-1 000 000 000 000
fr	decimal	-5.0E11	-500 000 000 000
fr	decimal	-1.5E11	-150 000 000 000
fr	decimal	-1.0E11	-100 000 000 000
fr	decimal	-5.0E10	-50 000 000 000
fr	decimal	-1.5E10	-15 000 000 000
fr	decimal	-1.0E10	-10 000 000 000
fr	decimal	-5.0E9	-5 000 000 000
fr	decimal	-1.5E9	-1 500 000 000
fr	decimal	-1.0E9	-1 000 000 000
fr	decimal	-5.0E8	-500 000 000
fr	decimal	-1.5E8	-150 000 000
fr	decimal	-1.0E8	-100 000 000
fr	decimal	-5.0E7	-50 000 000
fr	decimal	-1.5E7	-15 000 000
fr	decimal	-1.0E7	-10 000 000
fr	decimal	-5000000.0	-5 000 000
fr	decimal	-1500000.0	-1 500 000
fr	decimal	-1234567.0	-1 234 567
fr	decimal	-1000000.0	-1 000 000
fr	decimal	-999999.9	-999 999,9
fr	decimal	-500000.0	-500 000
fr	decimal	-150000.0	-150 000
fr	decimal	-100000.0	-100 000
fr	decimal	-50000.0	-50 000
fr	decimal	-15000.0	-15 000
fr	decimal	-10000.0	-10 000
fr	decimal	-5000.0	-5 000
fr	decimal	-1500.0	-1 500
fr	decimal	-1000.0	-1 000
fr	decimal	-999.9	-999,9
fr	decimal	-500.0	-500
fr	decimal	-150.0	-150
fr	decimal	-123.0	-123
fr	decimal	-100.0	-100
fr	decimal	-50.0	-50
fr	decimal	-15.0	-15
fr	decimal	-12.0	-12
fr	decimal	-10.0	-10
fr	decimal	-5.0	-5
fr	decimal	-3.5	-3,5
fr	decimal	-2.5	-2,5
fr	decimal	-1.5	-1,5
fr	decimal	-1.2	-1,2
fr	decimal	-1.0	-1
fr	decimal	-0.5	-0,5
fr	decimal	-0.15000000000000002	-0,15
fr	decimal	-0.135	-0,135
fr	decimal	-0.125	-0,125
fr	decimal	-0.1	-0,1
fr	decimal	-0.05	-0,05
fr	decimal	-0.015	-0,015
fr	decimal	-0.01	-0,01
fr	decimal	-0.005	-0,005
fr	decimal	-0.0015	-0,0015
fr	decimal	-0.001	-0,001
