locale	number_format	compact_length	currency_length	currency	input	expected
as	compact-currency	short	iso-code	INR	0.0	INR ০
as	compact-currency	short	iso-code	INR	1.2	INR ১.২
as	compact-currency	short	iso-code	INR	0.00831765	INR ০.০০৮৩
as	compact-currency	short	iso-code	INR	1234565.0	INR ১.২ নিযুত
as	compact-currency	short	iso-code	INR	-1230.05	-INR ১.২ হাজাৰ
as	compact-currency	short	iso-code	EGP	0.0	EGP ০
as	compact-currency	short	iso-code	EGP	1.2	EGP ১.২
as	compact-currency	short	iso-code	EGP	0.00831765	EGP ০.০০৮৩
as	compact-currency	short	iso-code	EGP	1234565.0	EGP ১.২ নিযুত
as	compact-currency	short	iso-code	EGP	-1230.05	-EGP ১.২ হাজাৰ
az	compact-currency	short	short	USD	0.0	0 US$
az	compact-currency	short	short	USD	1.2	1,2 US$
az	compact-currency	short	short	USD	0.00831765	0,0083 US$
az	compact-currency	short	short	USD	1234565.0	1,2 mln US$
az	compact-currency	short	short	USD	-1230.05	-1,2K US$
az	compact-currency	short	short	EUR	0.0	0 €
az	compact-currency	short	short	EUR	1.2	1,2 €
az	compact-currency	short	short	EUR	0.00831765	0,0083 €
az	compact-currency	short	short	EUR	1234565.0	1,2 mln €
az	compact-currency	short	short	EUR	-1230.05	-1,2K €
az	compact-currency	short	short	JPY	0.0	0 JP¥
az	compact-currency	short	short	JPY	1.2	1,2 JP¥
az	compact-currency	short	short	JPY	0.00831765	0,0083 JP¥
az	compact-currency	short	short	JPY	1234565.0	1,2 mln JP¥
az	compact-currency	short	short	JPY	-1230.05	-1,2K JP¥
az	compact-currency	short	short	CHF	0.0	0 CHF
az	compact-currency	short	short	CHF	1.2	1,2 CHF
az	compact-currency	short	short	CHF	0.00831765	0,0083 CHF
az	compact-currency	short	short	CHF	1234565.0	1,2 mln CHF
az	compact-currency	short	short	CHF	-1230.05	-1,2K CHF
az	compact-currency	short	short	INR	0.0	0 ₹
az	compact-currency	short	short	INR	1.2	1,2 ₹
az	compact-currency	short	short	INR	0.00831765	0,0083 ₹
az	compact-currency	short	short	INR	1234565.0	1,2 mln ₹
az	compact-currency	short	short	INR	-1230.05	-1,2K ₹
az	compact-currency	short	short	EGP	0.0	0 EGP
az	compact-currency	short	short	EGP	1.2	1,2 EGP
az	compact-currency	short	short	EGP	0.00831765	0,0083 EGP
az	compact-currency	short	short	EGP	1234565.0	1,2 mln EGP
az	compact-currency	short	short	EGP	-1230.05	-1,2K EGP
az	compact-currency	short	long	USD	0.0	0 ABŞ dolları
az	compact-currency	short	long	USD	1.2	1,2 ABŞ dolları
az	compact-currency	short	long	USD	0.00831765	0,0083 ABŞ dolları
az	compact-currency	short	long	USD	1234565.0	1,2 mln ABŞ dolları
az	compact-currency	short	long	USD	-1230.05	-1,2K ABŞ dolları
az	compact-currency	short	long	EUR	0.0	0 Avro
az	compact-currency	short	long	EUR	1.2	1,2 Avro
az	compact-currency	short	long	EUR	0.00831765	0,0083 Avro
az	compact-currency	short	long	EUR	1234565.0	1,2 mln Avro
az	compact-currency	short	long	EUR	-1230.05	-1,2K Avro
az	compact-currency	short	long	JPY	0.0	0 Yaponiya yeni
az	compact-currency	short	long	JPY	1.2	1,2 Yaponiya yeni
az	compact-currency	short	long	JPY	0.00831765	0,0083 Yaponiya yeni
az	compact-currency	short	long	JPY	1234565.0	1,2 mln Yaponiya yeni
az	compact-currency	short	long	JPY	-1230.05	-1,2K Yaponiya yeni
az	compact-currency	short	long	CHF	0.0	0 İsveçrə frankı
az	compact-currency	short	long	CHF	1.2	1,2 İsveçrə frankı
az	compact-currency	short	long	CHF	0.00831765	0,0083 İsveçrə frankı
az	compact-currency	short	long	CHF	1234565.0	1,2 mln İsveçrə frankı
az	compact-currency	short	long	CHF	-1230.05	-1,2K İsveçrə frankı
az	compact-currency	short	long	INR	0.0	0 Hindistan rupisi
az	compact-currency	short	long	INR	1.2	1,2 Hindistan rupisi
az	compact-currency	short	long	INR	0.00831765	0,0083 Hindistan rupisi
az	compact-currency	short	long	INR	1234565.0	1,2 mln Hindistan rupisi
az	compact-currency	short	long	INR	-1230.05	-1,2K Hindistan rupisi
az	compact-currency	short	long	EGP	0.0	0 Misir funtu
az	compact-currency	short	long	EGP	1.2	1,2 Misir funtu
az	compact-currency	short	long	EGP	0.00831765	0,0083 Misir funtu
az	compact-currency	short	long	EGP	1234565.0	1,2 mln Misir funtu
az	compact-currency	short	long	EGP	-1230.05	-1,2K Misir funtu
az	compact-currency	short	iso-code	USD	0.0	0 USD
az	compact-currency	short	iso-code	USD	1.2	1,2 USD
az	compact-currency	short	iso-code	USD	0.00831765	0,0083 USD
az	compact-currency	short	iso-code	USD	1234565.0	1,2 mln USD
az	compact-currency	short	iso-code	USD	-1230.05	-1,2K USD
az	compact-currency	short	iso-code	EUR	0.0	0 EUR
az	compact-currency	short	iso-code	EUR	1.2	1,2 EUR
az	compact-currency	short	iso-code	EUR	0.00831765	0,0083 EUR
az	compact-currency	short	iso-code	EUR	1234565.0	1,2 mln EUR
az	compact-currency	short	iso-code	EUR	-1230.05	-1,2K EUR
az	compact-currency	short	iso-code	JPY	0.0	0 JPY
az	compact-currency	short	iso-code	JPY	1.2	1,2 JPY
az	compact-currency	short	iso-code	JPY	0.00831765	0,0083 JPY
az	compact-currency	short	iso-code	JPY	1234565.0	1,2 mln JPY
az	compact-currency	short	iso-code	JPY	-1230.05	-1,2K JPY
az	compact-currency	short	iso-code	CHF	0.0	0 CHF
az	compact-currency	short	iso-code	CHF	1.2	1,2 CHF
az	compact-currency	short	iso-code	CHF	0.00831765	0,0083 CHF
az	compact-currency	short	iso-code	CHF	1234565.0	1,2 mln CHF
az	compact-currency	short	iso-code	CHF	-1230.05	-1,2K CHF
az	compact-currency	short	iso-code	INR	0.0	0 INR
az	compact-currency	short	iso-code	INR	1.2	1,2 INR
az	compact-currency	short	iso-code	INR	0.00831765	0,0083 INR
az	compact-currency	short	iso-code	INR	1234565.0	1,2 mln INR
az	compact-currency	short	iso-code	INR	-1230.05	-1,2K INR
az	compact-currency	short	iso-code	EGP	0.0	0 EGP
az	compact-currency	short	iso-code	EGP	1.2	1,2 EGP
az	compact-currency	short	iso-code	EGP	0.00831765	0,0083 EGP
az	compact-currency	short	iso-code	EGP	1234565.0	1,2 mln EGP
az	compact-currency	short	iso-code	EGP	-1230.05	-1,2K EGP
be	compact-currency	short	short	USD	0.0	0 $
be	compact-currency	short	short	USD	1.2	1,2 $
be	compact-currency	short	short	USD	0.00831765	0,0083 $
be	compact-currency	short	short	USD	1234565.0	1,2 млн $
be	compact-currency	short	short	USD	-1230.05	-1,2 тыс. $
be	compact-currency	short	short	EUR	0.0	0 €
be	compact-currency	short	short	EUR	1.2	1,2 €
be	compact-currency	short	short	EUR	0.00831765	0,0083 €
be	compact-currency	short	short	EUR	1234565.0	1,2 млн €
be	compact-currency	short	short	EUR	-1230.05	-1,2 тыс. €
be	compact-currency	short	short	JPY	0.0	0 ¥
be	compact-currency	short	short	JPY	1.2	1,2 ¥
be	compact-currency	short	short	JPY	0.00831765	0,0083 ¥
be	compact-currency	short	short	JPY	1234565.0	1,2 млн ¥
be	compact-currency	short	short	JPY	-1230.05	-1,2 тыс. ¥
be	compact-currency	short	short	CHF	0.0	0 CHF
be	compact-currency	short	short	CHF	1.2	1,2 CHF
be	compact-currency	short	short	CHF	0.00831765	0,0083 CHF
be	compact-currency	short	short	CHF	1234565.0	1,2 млн CHF
be	compact-currency	short	short	CHF	-1230.05	-1,2 тыс. CHF
be	compact-currency	short	short	INR	0.0	0 ₹
be	compact-currency	short	short	INR	1.2	1,2 ₹
be	compact-currency	short	short	INR	0.00831765	0,0083 ₹
be	compact-currency	short	short	INR	1234565.0	1,2 млн ₹
be	compact-currency	short	short	INR	-1230.05	-1,2 тыс. ₹
be	compact-currency	short	short	EGP	0.0	0 EGP
be	compact-currency	short	short	EGP	1.2	1,2 EGP
be	compact-currency	short	short	EGP	0.00831765	0,0083 EGP
be	compact-currency	short	short	EGP	1234565.0	1,2 млн EGP
be	compact-currency	short	short	EGP	-1230.05	-1,2 тыс. EGP
be	compact-currency	short	long	USD	0.0	0 долараў ЗША
be	compact-currency	short	long	USD	1.2	1,2 долара ЗША
be	compact-currency	short	long	USD	0.00831765	0,0083 долара ЗША
be	compact-currency	short	long	USD	1234565.0	1,2 млн долараў ЗША
be	compact-currency	short	long	USD	-1230.05	-1,2 тыс. долараў ЗША
be	compact-currency	short	long	EUR	0.0	0 еўра
be	compact-currency	short	long	EUR	1.2	1,2 еўра
be	compact-currency	short	long	EUR	0.00831765	0,0083 еўра
be	compact-currency	short	long	EUR	1234565.0	1,2 млн еўра
be	compact-currency	short	long	EUR	-1230.05	-1,2 тыс. еўра
be	compact-currency	short	long	JPY	0.0	0 японскіх іен
be	compact-currency	short	long	JPY	1.2	1,2 японскай іены
be	compact-currency	short	long	JPY	0.00831765	0,0083 японскай іены
be	compact-currency	short	long	JPY	1234565.0	1,2 млн японскіх іен
be	compact-currency	short	long	JPY	-1230.05	-1,2 тыс. японскіх іен
be	compact-currency	short	long	CHF	0.0	0 швейцарскіх франкаў
be	compact-currency	short	long	CHF	1.2	1,2 швейцарскага франка
be	compact-currency	short	long	CHF	0.00831765	0,0083 швейцарскага франка
be	compact-currency	short	long	CHF	1234565.0	1,2 млн швейцарскіх франкаў
be	compact-currency	short	long	CHF	-1230.05	-1,2 тыс. швейцарскіх франкаў
be	compact-currency	short	long	INR	0.0	0 індыйскіх рупій
be	compact-currency	short	long	INR	1.2	1,2 індыйскай рупіі
be	compact-currency	short	long	INR	0.00831765	0,0083 індыйскай рупіі
be	compact-currency	short	long	INR	1234565.0	1,2 млн індыйскіх рупій
be	compact-currency	short	long	INR	-1230.05	-1,2 тыс. індыйскіх рупій
be	compact-currency	short	long	EGP	0.0	0 егіпецкіх фунтаў
be	compact-currency	short	long	EGP	1.2	1,2 егіпецкага фунта
be	compact-currency	short	long	EGP	0.00831765	0,0083 егіпецкага фунта
be	compact-currency	short	long	EGP	1234565.0	1,2 млн егіпецкіх фунтаў
be	compact-currency	short	long	EGP	-1230.05	-1,2 тыс. егіпецкіх фунтаў
be	compact-currency	short	iso-code	USD	0.0	0 USD
