locale	number_format	format_length	currency	input	expected
ar	currency	short	JPY	-1500.0	‎-‏1.5 ألف JP¥
ar	currency	short	JPY	-1234.56	‎-‏1.2 ألف JP¥
ar	currency	short	JPY	-1000.0	‎-‏1 ألف JP¥
ar	currency	short	JPY	-999.9	‎-‏1 ألف JP¥
ar	currency	short	JPY	-500.0	‏‎-500 JP¥
ar	currency	short	JPY	-150.0	‏‎-150 JP¥
ar	currency	short	JPY	-123.0	‏‎-123 JP¥
ar	currency	short	JPY	-100.0	‏‎-100 JP¥
ar	currency	short	JPY	-50.0	‏‎-50 JP¥
ar	currency	short	JPY	-15.0	‏‎-15 JP¥
ar	currency	short	JPY	-12.0	‏‎-12 JP¥
ar	currency	short	JPY	-10.0	‏‎-10 JP¥
ar	currency	short	JPY	-5.0	‏‎-5 JP¥
ar	currency	short	JPY	-3.5	‏‎-3.5 JP¥
ar	currency	short	JPY	-2.5	‏‎-2.5 JP¥
ar	currency	short	JPY	-1.5	‏‎-1.5 JP¥
ar	currency	short	JPY	-1.2	‏‎-1.2 JP¥
ar	currency	short	JPY	-1.0	‏‎-1 JP¥
ar	currency	short	JPY	-0.5	‏‎-0.5 JP¥
ar	currency	short	JPY	-0.15000000000000002	‏‎-0.15 JP¥
ar	currency	short	JPY	-0.135	‏‎-0.14 JP¥
ar	currency	short	JPY	-0.125	‏‎-0.12 JP¥
ar	currency	short	JPY	-0.1	‏‎-0.1 JP¥
ar	currency	short	JPY	-0.05	‏‎-0.05 JP¥
ar	currency	short	JPY	-0.015	‏‎-0.015 JP¥
ar	currency	short	JPY	-0.01	‏‎-0.01 JP¥
ar	currency	short	JPY	-0.00831765	‏‎-0.0083 JP¥
ar	currency	short	JPY	-0.005	‏‎-0.005 JP¥
ar	currency	short	JPY	-0.0015	‏‎-0.0015 JP¥
ar	currency	short	JPY	-0.001	‏‎-0.001 JP¥
ar	currency	short	JPY	-5.0E-4	‏‎-0.0005 JP¥
ar	currency	short	JPY	-1.5000000000000001E-4	‏‎-0.00015 JP¥
ar	currency	short	JPY	-1.23E-4	‏‎-0.00012 JP¥
ar	currency	short	JPY	-1.0E-4	‏‎-0.0001 JP¥
ar	currency	short	JPY	-5.0E-5	‏‎-0.00005 JP¥
ar	currency	short	JPY	-1.5000000000000002E-5	‏‎-0.000015 JP¥
ar	currency	short	JPY	-1.0E-5	‏‎-0.00001 JP¥
ar	currency	short	JPY	-4.9999999999999996E-6	‏‎-0.000005 JP¥
ar	currency	short	JPY	-1.5E-6	‏‎-0.0000015 JP¥
ar	currency	short	JPY	-1.0E-6	‏‎-0.000001 JP¥
ar	currency	short	JPY	-0.0	‏‎-0 JP¥
ar	currency	short	JPY	1.0E-6	‏0.000001 JP¥
ar	currency	short	JPY	1.5E-6	‏0.0000015 JP¥
ar	currency	short	JPY	4.9999999999999996E-6	‏0.000005 JP¥
ar	currency	short	JPY	1.0E-5	‏0.00001 JP¥
ar	currency	short	JPY	1.5000000000000002E-5	‏0.000015 JP¥
ar	currency	short	JPY	5.0E-5	‏0.00005 JP¥
ar	currency	short	JPY	1.0E-4	‏0.0001 JP¥
ar	currency	short	JPY	1.23E-4	‏0.00012 JP¥
ar	currency	short	JPY	1.5000000000000001E-4	‏0.00015 JP¥
ar	currency	short	JPY	5.0E-4	‏0.0005 JP¥
ar	currency	short	JPY	0.001	‏0.001 JP¥
ar	currency	short	JPY	0.0015	‏0.0015 JP¥
ar	currency	short	JPY	0.005	‏0.005 JP¥
ar	currency	short	JPY	0.01	‏0.01 JP¥
ar	currency	short	JPY	0.015	‏0.015 JP¥
ar	currency	short	JPY	0.05	‏0.05 JP¥
ar	currency	short	JPY	0.1	‏0.1 JP¥
ar	currency	short	JPY	0.125	‏0.12 JP¥
ar	currency	short	JPY	0.135	‏0.14 JP¥
ar	currency	short	JPY	0.15000000000000002	‏0.15 JP¥
ar	currency	short	JPY	0.5	‏0.5 JP¥
ar	currency	short	JPY	1.0	‏1 JP¥
ar	currency	short	JPY	1.5	‏1.5 JP¥
ar	currency	short	JPY	2.5	‏2.5 JP¥
ar	currency	short	JPY	3.5	‏3.5 JP¥
ar	currency	short	JPY	5.0	‏5 JP¥
ar	currency	short	JPY	10.0	‏10 JP¥
ar	currency	short	JPY	12.0	‏12 JP¥
ar	currency	short	JPY	15.0	‏15 JP¥
ar	currency	short	JPY	50.0	‏50 JP¥
ar	currency	short	JPY	100.0	‏100 JP¥
ar	currency	short	JPY	123.0	‏123 JP¥
ar	currency	short	JPY	150.0	‏150 JP¥
ar	currency	short	JPY	500.0	‏500 JP¥
ar	currency	short	JPY	999.9	‏1 ألف JP¥
ar	currency	short	JPY	1000.0	‏1 ألف JP¥
ar	currency	short	JPY	1234.56	‏1.2 ألف JP¥
ar	currency	short	JPY	1500.0	‏1.5 ألف JP¥
ar	currency	short	JPY	5000.0	‏5 آلاف JP¥
ar	currency	short	JPY	10000.0	‏10 ألف JP¥
ar	currency	short	JPY	15000.0	‏15 ألف JP¥
ar	currency	short	JPY	50000.0	‏50 ألف JP¥
ar	currency	short	JPY	100000.0	‏100 ألف JP¥
ar	currency	short	JPY	150000.0	‏150 ألف JP¥
ar	currency	short	JPY	500000.0	‏500 ألف JP¥
ar	currency	short	JPY	999999.9	‏1 مليون JP¥
ar	currency	short	JPY	1000000.0	‏1 مليون JP¥
ar	currency	short	JPY	1234567.0	‏1.2 مليون JP¥
ar	currency	short	JPY	1500000.0	‏1.5 مليون JP¥
ar	currency	short	JPY	5000000.0	‏5 مليون JP¥
ar	currency	short	JPY	1.0E7	‏10 مليون JP¥
ar	currency	short	JPY	1.5E7	‏15 مليون JP¥
ar	currency	short	JPY	5.0E7	‏50 مليون JP¥
ar	currency	short	JPY	1.0E8	‏100 مليون JP¥
ar	currency	short	JPY	1.5E8	‏150 مليون JP¥
ar	currency	short	JPY	5.0E8	‏500 مليون JP¥
ar	currency	short	JPY	1.0E9	‏1 مليار JP¥
ar	currency	short	JPY	1.5E9	‏1.5 مليار JP¥
ar	currency	short	JPY	5.0E9	‏5 مليار JP¥
ar	currency	short	JPY	1.0E10	‏10 مليار JP¥
ar	currency	short	JPY	1.5E10	‏15 مليار JP¥
ar	currency	short	JPY	5.0E10	‏50 مليار JP¥
ar	currency	short	JPY	1.0E11	‏100 مليار JP¥
ar	currency	short	JPY	1.5E11	‏150 مليار JP¥
ar	currency	short	JPY	5.0E11	‏500 مليار JP¥
ar	currency	short	JPY	1.0E12	‏1 ترليون JP¥
ar	currency	short	JPY	1.5E12	‏1.5 ترليون JP¥
ar	currency	short	JPY	5.0E12	‏5 ترليون JP¥
ar	currency	short	CHF	-5.0E12	‎-‏5 ترليون CHF
ar	currency	short	CHF	-1.5E12	‎-‏1.5 ترليون CHF
ar	currency	short	CHF	-1.0E12	‎-‏1 ترليون CHF
ar	currency	short	CHF	-5.0E11	‎-‏500 مليار CHF
ar	currency	short	CHF	-1.5E11	‎-‏150 مليار CHF
ar	currency	short	CHF	-1.0E11	‎-‏100 مليار CHF
ar	currency	short	CHF	-5.0E10	‎-‏50 مليار CHF
ar	currency	short	CHF	-1.5E10	‎-‏15 مليار CHF
ar	currency	short	CHF	-1.0E10	‎-‏10 مليار CHF
ar	currency	short	CHF	-5.0E9	‎-‏5 مليار CHF
ar	currency	short	CHF	-1.5E9	‎-‏1.5 مليار CHF
ar	currency	short	CHF	-1.0E9	‎-‏1 مليار CHF
ar	currency	short	CHF	-5.0E8	‎-‏500 مليون CHF
ar	currency	short	CHF	-1.5E8	‎-‏150 مليون CHF
ar	currency	short	CHF	-1.0E8	‎-‏100 مليون CHF
ar	currency	short	CHF	-5.0E7	‎-‏50 مليون CHF
ar	currency	short	CHF	-1.5E7	‎-‏15 مليون CHF
ar	currency	short	CHF	-1.0E7	‎-‏10 مليون CHF
ar	currency	short	CHF	-5000000.0	‎-‏5 مليون CHF
ar	currency	short	CHF	-1500000.0	‎-‏1.5 مليون CHF
ar	currency	short	CHF	-1234567.0	‎-‏1.2 مليون CHF
ar	currency	short	CHF	-1234565.0	‎-‏1.2 مليون CHF
ar	currency	short	CHF	-1000000.0	‎-‏1 مليون CHF
ar	currency	short	CHF	-999999.9	‎-‏1 مليون CHF
ar	currency	short	CHF	-500000.0	‎-‏500 ألف CHF
ar	currency	short	CHF	-150000.0	‎-‏150 ألف CHF
ar	currency	short	CHF	-100000.0	‎-‏100 ألف CHF
ar	currency	short	CHF	-50000.0	‎-‏50 ألف CHF
ar	currency	short	CHF	-15000.0	‎-‏15 ألف CHF
ar	currency	short	CHF	-10000.0	‎-‏10 ألف CHF
ar	currency	short	CHF	-5000.0	‎-‏5 آلاف CHF
ar	currency	short	CHF	-1500.0	‎-‏1.5 ألف CHF
ar	currency	short	CHF	-1234.56	‎-‏1.2 ألف CHF
ar	currency	short	CHF	-1000.0	‎-‏1 ألف CHF
ar	currency	short	CHF	-999.9	‎-‏1 ألف CHF
ar	currency	short	CHF	-500.0	‏‎-500 CHF
ar	currency	short	CHF	-150.0	‏‎-150 CHF
ar	currency	short	CHF	-123.0	‏‎-123 CHF
ar	currency	short	CHF	-100.0	‏‎-100 CHF
ar	currency	short	CHF	-50.0	‏‎-50 CHF
ar	currency	short	CHF	-15.0	‏‎-15 CHF
ar	currency	short	CHF	-12.0	‏‎-12 CHF
ar	currency	short	CHF	-10.0	‏‎-10 CHF
ar	currency	short	CHF	-5.0	‏‎-5 CHF
ar	currency	short	CHF	-3.5	‏‎-3.5 CHF
ar	currency	short	CHF	-2.5	‏‎-2.5 CHF
ar	currency	short	CHF	-1.5	‏‎-1.5 CHF
ar	currency	short	CHF	-1.2	‏‎-1.2 CHF
ar	currency	short	CHF	-1.0	‏‎-1 CHF
ar	currency	short	CHF	-0.5	‏‎-0.5 CHF
ar	currency	short	CHF	-0.15000000000000002	‏‎-0.15 CHF
ar	currency	short	CHF	-0.135	‏‎-0.14 CHF
ar	currency	short	CHF	-0.125	‏‎-0.12 CHF
