lang	langLabel
http://www.wikidata.org/entity/Q1078041	Celebic languages
http://www.wikidata.org/entity/Q10860505	Old Frankish
http://www.wikidata.org/entity/Q108662	East Germanic languages
http://www.wikidata.org/entity/Q10867404	Bahasa Melayu Sabah
http://www.wikidata.org/entity/Q10868363	Q10868363
http://www.wikidata.org/entity/Q10878256	Q10878256
http://www.wikidata.org/entity/Q1088025	Old Spanish
http://www.wikidata.org/entity/Q10882115	Q10882115
http://www.wikidata.org/entity/Q10884275	Q10884275
http://www.wikidata.org/entity/Q1089069	Kazukuru
http://www.wikidata.org/entity/Q1089151	Sri Lankan Creole Malay
http://www.wikidata.org/entity/Q10893628	Q10893628
http://www.wikidata.org/entity/Q10901674	Q10901674
http://www.wikidata.org/entity/Q10904122	Q10904122
http://www.wikidata.org/entity/Q1091095	Warekena language
http://www.wikidata.org/entity/Q10919956	Q10919956
http://www.wikidata.org/entity/Q10923487	Q10923487
http://www.wikidata.org/entity/Q10927860	Q10927860
http://www.wikidata.org/entity/Q10928242	Q10928242
http://www.wikidata.org/entity/Q10933770	Q10933770
http://www.wikidata.org/entity/Q10936599	Q10936599
http://www.wikidata.org/entity/Q10941068	Q10941068
http://www.wikidata.org/entity/Q10949828	Ache Yi language
http://www.wikidata.org/entity/Q10950308	Semimi
http://www.wikidata.org/entity/Q10950354	West Angal language
http://www.wikidata.org/entity/Q10950421	Kisamo-Maya
http://www.wikidata.org/entity/Q10950633	Jenaama Bozo
http://www.wikidata.org/entity/Q10951553	East Angal language
http://www.wikidata.org/entity/Q10951638	South Angal language
http://www.wikidata.org/entity/Q10957277	Kamula
http://www.wikidata.org/entity/Q10958896	Polynesian language
http://www.wikidata.org/entity/Q10961003	Ngandyera
http://www.wikidata.org/entity/Q10961665	Sala
http://www.wikidata.org/entity/Q10961696	Congo Swahili
http://www.wikidata.org/entity/Q10961975	Kiyombe
http://www.wikidata.org/entity/Q10962292	Nkangala
http://www.wikidata.org/entity/Q10962298	Nyaneka
http://www.wikidata.org/entity/Q10962309	Mbowe
http://www.wikidata.org/entity/Q10962316	Totela
http://www.wikidata.org/entity/Q10962725	Ila
http://www.wikidata.org/entity/Q10962737	Mashi language
http://www.wikidata.org/entity/Q10963134	Luimbi
http://www.wikidata.org/entity/Q10964025	Mbe'
http://www.wikidata.org/entity/Q10966761	Kabutra
http://www.wikidata.org/entity/Q10973260	Dzùùngoo
http://www.wikidata.org/entity/Q10973375	Ejamat
http://www.wikidata.org/entity/Q10974017	Guarijio language
http://www.wikidata.org/entity/Q10974879	Kisamo-Matya
http://www.wikidata.org/entity/Q10975121	Cebaara language
http://www.wikidata.org/entity/Q10975286	Malawi Lomwe
http://www.wikidata.org/entity/Q10975356	Plapo Krumen
http://www.wikidata.org/entity/Q10975396	Hungana
http://www.wikidata.org/entity/Q10975611	Western Krahn
http://www.wikidata.org/entity/Q10975683	Atakapa
http://www.wikidata.org/entity/Q10977626	Ikizu
http://www.wikidata.org/entity/Q10977716	Gilima
http://www.wikidata.org/entity/Q10977737	Itu Mbon Uzo
http://www.wikidata.org/entity/Q10985823	Q10985823
http://www.wikidata.org/entity/Q10990152	Ketengban
http://www.wikidata.org/entity/Q10994953	Kehu
http://www.wikidata.org/entity/Q10997740	Kimbu
http://www.wikidata.org/entity/Q10998997	Q10998997
http://www.wikidata.org/entity/Q11001650	Mbat language
http://www.wikidata.org/entity/Q11001714	Bobo Madare, Southern
http://www.wikidata.org/entity/Q11001739	Lamja-Dengsa-Tola
http://www.wikidata.org/entity/Q11001779	Dombe
http://www.wikidata.org/entity/Q11001788	Dhaiso
http://www.wikidata.org/entity/Q11002130	Eastern Maninkaka language
http://www.wikidata.org/entity/Q11002185	Lonzo
http://www.wikidata.org/entity/Q11002210	Sunam
http://www.wikidata.org/entity/Q11002622	Manyawa
http://www.wikidata.org/entity/Q11002851	Etebi
http://www.wikidata.org/entity/Q11002891	Maindo
http://www.wikidata.org/entity/Q11002922	Togbo-Vara Banda
http://www.wikidata.org/entity/Q11003249	Mabaale
http://www.wikidata.org/entity/Q11003311	Toro So Dogon
http://www.wikidata.org/entity/Q11003401	Doondo
http://www.wikidata.org/entity/Q11003439	Dendi language
http://www.wikidata.org/entity/Q11003832	Luna
http://www.wikidata.org/entity/Q11003859	Bagirmi Fulfulde
http://www.wikidata.org/entity/Q11004218	Northern Dagara
http://www.wikidata.org/entity/Q11004334	Mahou
http://www.wikidata.org/entity/Q11004666	Limassa
http://www.wikidata.org/entity/Q11004988	Mbwela
http://www.wikidata.org/entity/Q11005332	Kinga
http://www.wikidata.org/entity/Q11005360	Shubi
http://www.wikidata.org/entity/Q11005602	Bete Gagnoa language
http://www.wikidata.org/entity/Q11006056	Lolo
http://www.wikidata.org/entity/Q11006344	Kolum So Dogon
http://www.wikidata.org/entity/Q11006763	Kirike
http://www.wikidata.org/entity/Q11006832	Q11006832
http://www.wikidata.org/entity/Q11007144	Phimbi
http://www.wikidata.org/entity/Q11007405	Lobala
http://www.wikidata.org/entity/Q11008159	Makhuwa-Saka
http://www.wikidata.org/entity/Q11008162	Tchumbuli
http://www.wikidata.org/entity/Q11008360	Q11008360
http://www.wikidata.org/entity/Q11008431	Suma
http://www.wikidata.org/entity/Q11008568	Ndobo
http://www.wikidata.org/entity/Q11008869	Nambya
http://www.wikidata.org/entity/Q11008893	Yamongeri
http://www.wikidata.org/entity/Q11009194	Notre
http://www.wikidata.org/entity/Q11009787	Jalkunan
http://www.wikidata.org/entity/Q11010149	Aka language
http://www.wikidata.org/entity/Q11010279	Nde-Gbite
http://www.wikidata.org/entity/Q11010783	Kerak
http://www.wikidata.org/entity/Q11011055	Viti
http://www.wikidata.org/entity/Q11011295	Gbaya-Bossangoa
http://www.wikidata.org/entity/Q11011389	Ija-Zuba
http://www.wikidata.org/entity/Q11011614	Likila
http://www.wikidata.org/entity/Q11011870	Fum
http://www.wikidata.org/entity/Q11011905	Moingi
http://www.wikidata.org/entity/Q11011951	Uda
http://www.wikidata.org/entity/Q11013108	Tembo language
http://www.wikidata.org/entity/Q11015105	Gbagyi
http://www.wikidata.org/entity/Q11015189	Dugun
http://www.wikidata.org/entity/Q11015820	Sheni
http://www.wikidata.org/entity/Q11016572	Northern Nuni
http://www.wikidata.org/entity/Q11016905	Gimnime
http://www.wikidata.org/entity/Q11017275	Laalaa Bwamu language
http://www.wikidata.org/entity/Q11017443	Mbangi
http://www.wikidata.org/entity/Q11018863	Tene Kan Dogon
http://www.wikidata.org/entity/Q11018949	Q11018949
http://www.wikidata.org/entity/Q11019169	Nkhumbi
http://www.wikidata.org/entity/Q11019185	Bete Guiberoua language
http://www.wikidata.org/entity/Q11019342	Grebo-Gboloo
http://www.wikidata.org/entity/Q11020264	Sissala
http://www.wikidata.org/entity/Q11022615	Amblong
http://www.wikidata.org/entity/Q11024697	Baki
http://www.wikidata.org/entity/Q11028033	Western Maninkakan
http://www.wikidata.org/entity/Q11028135	Nandi–Markweta languages
http://www.wikidata.org/entity/Q11028619	Mashi language
http://www.wikidata.org/entity/Q11028905	Hamba
http://www.wikidata.org/entity/Q11028974	Southern Kissi dialect
http://www.wikidata.org/entity/Q11029540	Wojenaka
http://www.wikidata.org/entity/Q11029738	Pelende
http://www.wikidata.org/entity/Q11030092	Takwane
http://www.wikidata.org/entity/Q11030685	Nyindu
http://www.wikidata.org/entity/Q11030947	Nathembo
http://www.wikidata.org/entity/Q11031936	Jeri Kuo
http://www.wikidata.org/entity/Q11031964	Q11031964
http://www.wikidata.org/entity/Q11033316	Ngbaka Manza
http://www.wikidata.org/entity/Q11033658	Tumari Kanuri
http://www.wikidata.org/entity/Q11033939	Lese
http://www.wikidata.org/entity/Q11034212	East Limba
http://www.wikidata.org/entity/Q11042324	Kaamba
http://www.wikidata.org/entity/Q11043625	Q11043625
http://www.wikidata.org/entity/Q11044246	Aribwaung
http://www.wikidata.org/entity/Q11044384	Yapunda
http://www.wikidata.org/entity/Q11051591	Banda-Bambari
http://www.wikidata.org/entity/Q11052867	Guinea Kpelle
http://www.wikidata.org/entity/Q11055484	Toma
http://www.wikidata.org/entity/Q11056292	Malawi Sena
http://www.wikidata.org/entity/Q11057478	Ngongo
http://www.wikidata.org/entity/Q11061452	Q11061452
http://www.wikidata.org/entity/Q11062302	Q11062302
http://www.wikidata.org/entity/Q11064902	Q11064902
http://www.wikidata.org/entity/Q11072231	Q11072231
http://www.wikidata.org/entity/Q11082821	Q11082821
http://www.wikidata.org/entity/Q11089330	Q11089330
http://www.wikidata.org/entity/Q1108934	A-Hmao language
http://www.wikidata.org/entity/Q11092831	Q11092831
http://www.wikidata.org/entity/Q1109927	Buyang language
http://www.wikidata.org/entity/Q1110149	Paleo-Sardinian language
http://www.wikidata.org/entity/Q11110766	Kanyok
http://www.wikidata.org/entity/Q11111636	Q11111636
http://www.wikidata.org/entity/Q11120157	Samba
http://www.wikidata.org/entity/Q11120312	Q11120312
http://www.wikidata.org/entity/Q11124792	Q11124792
http://www.wikidata.org/entity/Q11126081	Ngbundu
http://www.wikidata.org/entity/Q11127231	Makhuwa-Marrevone
http://www.wikidata.org/entity/Q11128329	Kokola
http://www.wikidata.org/entity/Q11128396	Tawara
http://www.wikidata.org/entity/Q11128658	Iyive
http://www.wikidata.org/entity/Q11128810	Ito
http://www.wikidata.org/entity/Q11128833	Marenje
http://www.wikidata.org/entity/Q11128866	Kwaja
http://www.wikidata.org/entity/Q11129508	Nshi
http://www.wikidata.org/entity/Q11129517	Mayeka
http://www.wikidata.org/entity/Q11129537	Mendankwe-Nkwen
http://www.wikidata.org/entity/Q11129694	Ngamambo
http://www.wikidata.org/entity/Q11129708	Teke-Laali
http://www.wikidata.org/entity/Q11129733	Kire
http://www.wikidata.org/entity/Q11130292	Ntomba
http://www.wikidata.org/entity/Q11130307	Nkari
http://www.wikidata.org/entity/Q11130787	Áncá
http://www.wikidata.org/entity/Q11130804	Dirim
http://www.wikidata.org/entity/Q11132026	Q11132026
http://www.wikidata.org/entity/Q11132859	Ngbinda
http://www.wikidata.org/entity/Q11134434	Enwan Oron language
http://www.wikidata.org/entity/Q11137550	Langbashe
http://www.wikidata.org/entity/Q11137573	Kpagua
http://www.wikidata.org/entity/Q11137618	Gbayi
http://www.wikidata.org/entity/Q11137719	Tomo Kan Dogon
http://www.wikidata.org/entity/Q11137851	Gundi
http://www.wikidata.org/entity/Q11137942	Ganzi
http://www.wikidata.org/entity/Q1113997	Comecrudan languages
http://www.wikidata.org/entity/Q11149315	Lhao Vo language
http://www.wikidata.org/entity/Q11150710	Malba Birifor
http://www.wikidata.org/entity/Q11150714	Cwi Bwamu
http://www.wikidata.org/entity/Q11152236	Gimme
http://www.wikidata.org/entity/Q11152243	Tepo Krumen
http://www.wikidata.org/entity/Q11152248	Southern Nuni
http://www.wikidata.org/entity/Q11152253	Q11152253
http://www.wikidata.org/entity/Q1115317	Kim Mun
http://www.wikidata.org/entity/Q11153465	Dagaari Dioula
http://www.wikidata.org/entity/Q11154240	Koiarian languages
http://www.wikidata.org/entity/Q11154769	Kpala
http://www.wikidata.org/entity/Q11154772	Monzombo
http://www.wikidata.org/entity/Q11154776	Western Sisaala
http://www.wikidata.org/entity/Q11155632	Koyaga
http://www.wikidata.org/entity/Q11155635	Northern Toussian
http://www.wikidata.org/entity/Q11155812	Sankaran Maninka
http://www.wikidata.org/entity/Q11155819	Bete Daloa language
http://www.wikidata.org/entity/Q11155821	Worodougou
http://www.wikidata.org/entity/Q11155829	Mamean languages
http://www.wikidata.org/entity/Q11157042	Northern Grebo
http://www.wikidata.org/entity/Q11157342	Grebo-Barclayville
http://www.wikidata.org/entity/Q11157382	Pye Krumen
http://www.wikidata.org/entity/Q11158982	Southern Toussian
http://www.wikidata.org/entity/Q11158986	Esuma
http://www.wikidata.org/entity/Q11159071	Q11159071
http://www.wikidata.org/entity/Q11159524	Kagoro
http://www.wikidata.org/entity/Q11159536	Hainyaxo Bozo language
http://www.wikidata.org/entity/Q11160588	Koro language
http://www.wikidata.org/entity/Q11163298	Konyanka Maninka
http://www.wikidata.org/entity/Q11163308	Awu Yi language
http://www.wikidata.org/entity/Q11164947	Ndaka
http://www.wikidata.org/entity/Q11165235	Gungu
http://www.wikidata.org/entity/Q11167192	Lombo
http://www.wikidata.org/entity/Q11170629	Q11170629
http://www.wikidata.org/entity/Q11173166	Baudo language
http://www.wikidata.org/entity/Q11173308	Q11173308
http://www.wikidata.org/entity/Q11173588	Nyadu’ language
http://www.wikidata.org/entity/Q11182000	Kulon
http://www.wikidata.org/entity/Q11200640	Baikeno
http://www.wikidata.org/entity/Q11207813	Anasi
http://www.wikidata.org/entity/Q11214797	Adasen
http://www.wikidata.org/entity/Q11217556	Madang languages
http://www.wikidata.org/entity/Q1122188	Erromintxela
http://www.wikidata.org/entity/Q11222271	Wab
http://www.wikidata.org/entity/Q11251864	Gejia language
http://www.wikidata.org/entity/Q11252539	Abipón language
http://www.wikidata.org/entity/Q11259005	Mongol–Langam languages
http://www.wikidata.org/entity/Q11259563	Lombi
http://www.wikidata.org/entity/Q11260674	Mongol
http://www.wikidata.org/entity/Q112608	Italo-Western languages
http://www.wikidata.org/entity/Q11262762	Efe
http://www.wikidata.org/entity/Q11263525	Koreanic languages
http://www.wikidata.org/entity/Q11266334	Asue Awyu
http://www.wikidata.org/entity/Q11275553	Kaliko language
http://www.wikidata.org/entity/Q11280479	Ibani
http://www.wikidata.org/entity/Q11283696	Jumjum
http://www.wikidata.org/entity/Q11288953	Moskona
http://www.wikidata.org/entity/Q112893	Mongo
http://www.wikidata.org/entity/Q11297920	Ncane
http://www.wikidata.org/entity/Q1133089	Tayo
http://www.wikidata.org/entity/Q1135134	Parya
http://www.wikidata.org/entity/Q1137945	Andalusian Arabic
http://www.wikidata.org/entity/Q1138351	Colonia Tovar dialect
http://www.wikidata.org/entity/Q1139349	Kordofanian languages
http://www.wikidata.org/entity/Q1141096	Cross River languages
http://www.wikidata.org/entity/Q1142333	Tobelo
http://www.wikidata.org/entity/Q1143040	Enga
http://www.wikidata.org/entity/Q1145414	Judæo-Italian languages
http://www.wikidata.org/entity/Q114782	Sahaptian languages
http://www.wikidata.org/entity/Q1153276	Tamambo
http://www.wikidata.org/entity/Q115485	Penutian languages
http://www.wikidata.org/entity/Q1157178	Oti–Volta languages
http://www.wikidata.org/entity/Q1157729	Daakaka
http://www.wikidata.org/entity/Q1158134	Damakawa
http://www.wikidata.org/entity/Q1158971	Dan
http://www.wikidata.org/entity/Q1160372	Laz
http://www.wikidata.org/entity/Q1163234	Medieval Latin
http://www.wikidata.org/entity/Q1166814	Dharug language
http://www.wikidata.org/entity/Q116849	Nyah Kur
http://www.wikidata.org/entity/Q11722502	Arab sign-language family
http://www.wikidata.org/entity/Q11732006	Q11732006
http://www.wikidata.org/entity/Q11732011	Q11732011
http://www.wikidata.org/entity/Q11732021	Q11732021
http://www.wikidata.org/entity/Q11732024	Q11732024
http://www.wikidata.org/entity/Q11732035	Q11732035
http://www.wikidata.org/entity/Q11732040	Q11732040
http://www.wikidata.org/entity/Q11732044	Q11732044
http://www.wikidata.org/entity/Q11732046	Casuarina Coast Asmat
http://www.wikidata.org/entity/Q11732048	Central Asmat
http://www.wikidata.org/entity/Q11732049	North Asmat
http://www.wikidata.org/entity/Q11732062	Q11732062
http://www.wikidata.org/entity/Q11732070	Q11732070
http://www.wikidata.org/entity/Q11732075	Q11732075
http://www.wikidata.org/entity/Q11732080	Q11732080
http://www.wikidata.org/entity/Q11732101	Q11732101
http://www.wikidata.org/entity/Q11732121	Mansim language
http://www.wikidata.org/entity/Q11732122	Q11732122
http://www.wikidata.org/entity/Q11732125	Q11732125
http://www.wikidata.org/entity/Q11732157	Q11732157
http://www.wikidata.org/entity/Q11732160	Q11732160
http://www.wikidata.org/entity/Q11732165	Q11732165
http://www.wikidata.org/entity/Q11732170	Q11732170
http://www.wikidata.org/entity/Q11732171	Q11732171
http://www.wikidata.org/entity/Q11732191	Q11732191
http://www.wikidata.org/entity/Q11732192	Q11732192
http://www.wikidata.org/entity/Q11732195	Gaina
http://www.wikidata.org/entity/Q11732202	Q11732202
http://www.wikidata.org/entity/Q11732205	Nobonob
http://www.wikidata.org/entity/Q11732209	Gimi language
http://www.wikidata.org/entity/Q11732210	Ginuman
http://www.wikidata.org/entity/Q11732219	Guhu-Samane
http://www.wikidata.org/entity/Q11732221	Guya
http://www.wikidata.org/entity/Q11732224	Gusan language
http://www.wikidata.org/entity/Q11732231	Humene
http://www.wikidata.org/entity/Q11732232	Q11732232
http://www.wikidata.org/entity/Q11732233	Q11732233
http://www.wikidata.org/entity/Q11732235	Ibu
http://www.wikidata.org/entity/Q11732239	Iha
http://www.wikidata.org/entity/Q11732241	Ikobi
http://www.wikidata.org/entity/Q11732246	Q11732246
http://www.wikidata.org/entity/Q11732247	Isabi
http://www.wikidata.org/entity/Q11732248	Isebe
http://www.wikidata.org/entity/Q11732249	Q11732249
http://www.wikidata.org/entity/Q11732253	Q11732253
http://www.wikidata.org/entity/Q11732254	Q11732254
http://www.wikidata.org/entity/Q11732256	Caribbean Javanese
http://www.wikidata.org/entity/Q11732258	Kabola
http://www.wikidata.org/entity/Q11732259	Q11732259
http://www.wikidata.org/entity/Q11732261	Q11732261
http://www.wikidata.org/entity/Q11732267	Q11732267
http://www.wikidata.org/entity/Q11732272	Kamano
http://www.wikidata.org/entity/Q11732278	Q11732278
http://www.wikidata.org/entity/Q11732281	Karami
http://www.wikidata.org/entity/Q11732286	Kare language
http://www.wikidata.org/entity/Q11732287	Q11732287
http://www.wikidata.org/entity/Q11732291	Q11732291
http://www.wikidata.org/entity/Q11732292	Q11732292
http://www.wikidata.org/entity/Q11732294	Q11732294
http://www.wikidata.org/entity/Q11732295	Q11732295
http://www.wikidata.org/entity/Q11732297	Atohwaim
http://www.wikidata.org/entity/Q11732300	Kauwol language
http://www.wikidata.org/entity/Q11732302	Kawacha
http://www.wikidata.org/entity/Q11732313	Keoru language
http://www.wikidata.org/entity/Q11732315	Q11732315
http://www.wikidata.org/entity/Q11732316	Q11732316
http://www.wikidata.org/entity/Q11732320	Kinalakna
http://www.wikidata.org/entity/Q11732322	Southern Kiwai
http://www.wikidata.org/entity/Q11732323	Q11732323
http://www.wikidata.org/entity/Q11732324	Northeast Kiwai
http://www.wikidata.org/entity/Q11732325	Kobol
http://www.wikidata.org/entity/Q11732326	Kobon
http://www.wikidata.org/entity/Q11732327	Q11732327
http://www.wikidata.org/entity/Q11732339	Konai
http://www.wikidata.org/entity/Q11732340	Konda
http://www.wikidata.org/entity/Q11732341	Koneraw
http://www.wikidata.org/entity/Q11732346	Kopar
http://www.wikidata.org/entity/Q11732347	Korafe language
http://www.wikidata.org/entity/Q11732353	Q11732353
http://www.wikidata.org/entity/Q11732359	Kube
http://www.wikidata.org/entity/Q11732362	Kumukio
http://www.wikidata.org/entity/Q11732373	Waube
http://www.wikidata.org/entity/Q11732376	Kwoma
http://www.wikidata.org/entity/Q11732379	Q11732379
http://www.wikidata.org/entity/Q11732386	Q11732386
http://www.wikidata.org/entity/Q11732388	Q11732388
http://www.wikidata.org/entity/Q11732393	Q11732393
http://www.wikidata.org/entity/Q11732394	Q11732394
http://www.wikidata.org/entity/Q11732395	Mahigi
http://www.wikidata.org/entity/Q11732398	Q11732398
http://www.wikidata.org/entity/Q11732402	Malas
http://www.wikidata.org/entity/Q11732406	Manambu
http://www.wikidata.org/entity/Q11732414	Q11732414
http://www.wikidata.org/entity/Q11732415	Mapena
http://www.wikidata.org/entity/Q11732417	Q11732417
http://www.wikidata.org/entity/Q11732425	Q11732425
http://www.wikidata.org/entity/Q11732426	Matepi
http://www.wikidata.org/entity/Q11732427	Mawak
http://www.wikidata.org/entity/Q11732429	Mawan
http://www.wikidata.org/entity/Q11732431	Q11732431
http://www.wikidata.org/entity/Q11732436	Meax language
http://www.wikidata.org/entity/Q11732441	Q11732441
http://www.wikidata.org/entity/Q11732444	Menya
http://www.wikidata.org/entity/Q11732445	Merwari
http://www.wikidata.org/entity/Q11732446	Q11732446
http://www.wikidata.org/entity/Q11732448	Migabac
http://www.wikidata.org/entity/Q11732457	Modole
http://www.wikidata.org/entity/Q11732458	Moere
http://www.wikidata.org/entity/Q11732459	Moi language
http://www.wikidata.org/entity/Q11732468	Mor language (Papuan)
http://www.wikidata.org/entity/Q11732475	Moresada
http://www.wikidata.org/entity/Q11732478	Mosimo
http://www.wikidata.org/entity/Q11732482	Munit
http://www.wikidata.org/entity/Q11732485	Mungkip
http://www.wikidata.org/entity/Q11732486	Murupi
http://www.wikidata.org/entity/Q11732490	Q11732490
http://www.wikidata.org/entity/Q11732491	Nabak
http://www.wikidata.org/entity/Q11732495	Nakama language
http://www.wikidata.org/entity/Q11732501	Q11732501
http://www.wikidata.org/entity/Q11732502	Nankina
http://www.wikidata.org/entity/Q11732510	Ngaing
http://www.wikidata.org/entity/Q11732514	Silimo
http://www.wikidata.org/entity/Q11732515	Q11732515
http://www.wikidata.org/entity/Q11732516	Ngalum
http://www.wikidata.org/entity/Q11732523	Nimi
http://www.wikidata.org/entity/Q11732524	Ningera
http://www.wikidata.org/entity/Q11732526	Ninggerum
http://www.wikidata.org/entity/Q11732527	Ningil
http://www.wikidata.org/entity/Q11732528	Nipsan
http://www.wikidata.org/entity/Q11732529	Q11732529
http://www.wikidata.org/entity/Q11732530	Q11732530
http://www.wikidata.org/entity/Q11732531	Nomane
http://www.wikidata.org/entity/Q11732532	Nomu
http://www.wikidata.org/entity/Q11732533	Q11732533
http://www.wikidata.org/entity/Q11732534	Nuk
http://www.wikidata.org/entity/Q11732548	Ono
http://www.wikidata.org/entity/Q11732561	Q11732561
http://www.wikidata.org/entity/Q11732562	Panim
http://www.wikidata.org/entity/Q11732569	Mala language
http://www.wikidata.org/entity/Q11732571	Q11732571
