child	parent
http://www.wikidata.org/entity/Q1366643	http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q1572989	http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q2306552	http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q4492804	http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q4958736	http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q28502971	http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q35031	http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q489691	http://www.wikidata.org/entity/Q809
http://www.wikidata.org/entity/Q7917392	http://www.wikidata.org/entity/Q256
http://www.wikidata.org/entity/Q165795	http://www.wikidata.org/entity/Q1412
http://www.wikidata.org/entity/Q1280059	http://www.wikidata.org/entity/Q1412
http://www.wikidata.org/entity/Q1939996	http://www.wikidata.org/entity/Q1412
http://www.wikidata.org/entity/Q2072879	http://www.wikidata.org/entity/Q1412
http://www.wikidata.org/entity/Q18691232	http://www.wikidata.org/entity/Q1412
http://www.wikidata.org/entity/Q27965095	http://www.wikidata.org/entity/Q1412
http://www.wikidata.org/entity/Q13357	http://www.wikidata.org/entity/Q1412
http://www.wikidata.org/entity/Q810378	http://www.wikidata.org/entity/Q294
http://www.wikidata.org/entity/Q26708543	http://www.wikidata.org/entity/Q294
http://www.wikidata.org/entity/Q1321760	http://www.wikidata.org/entity/Q1568
http://www.wikidata.org/entity/Q3632376	http://www.wikidata.org/entity/Q1568
http://www.wikidata.org/entity/Q4916528	http://www.wikidata.org/entity/Q1568
http://www.wikidata.org/entity/Q6406743	http://www.wikidata.org/entity/Q1568
http://www.wikidata.org/entity/Q19600	http://www.wikidata.org/entity/Q1617
http://www.wikidata.org/entity/Q3804327	http://www.wikidata.org/entity/Q652
http://www.wikidata.org/entity/Q3804329	http://www.wikidata.org/entity/Q652
http://www.wikidata.org/entity/Q33511118	http://www.wikidata.org/entity/Q652
http://www.wikidata.org/entity/Q79388	http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q820569	http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q917021	http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q3058369	http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q5840038	http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q5840069	http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q7162990	http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q7598308	http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q21074990	http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q22091406	http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q665624	http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q44679	http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q44676	http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q1468128	http://www.wikidata.org/entity/Q5218
http://www.wikidata.org/entity/Q1468146	http://www.wikidata.org/entity/Q5218
http://www.wikidata.org/entity/Q3449914	http://www.wikidata.org/entity/Q5218
http://www.wikidata.org/entity/Q12953847	http://www.wikidata.org/entity/Q5218
http://www.wikidata.org/entity/Q12953848	http://www.wikidata.org/entity/Q5218
http://www.wikidata.org/entity/Q13191119	http://www.wikidata.org/entity/Q5218
http://www.wikidata.org/entity/Q35104	http://www.wikidata.org/entity/Q5218
http://www.wikidata.org/entity/Q35147	http://www.wikidata.org/entity/Q5218
http://www.wikidata.org/entity/Q35145	http://www.wikidata.org/entity/Q5218
http://www.wikidata.org/entity/Q750553	http://www.wikidata.org/entity/Q5146
http://www.wikidata.org/entity/Q841213	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q908025	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q922399	http://www.wikidata.org/entity/Q5146
http://www.wikidata.org/entity/Q1191393	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q2249234	http://www.wikidata.org/entity/Q5137
http://www.wikidata.org/entity/Q2994901	http://www.wikidata.org/entity/Q5146
http://www.wikidata.org/entity/Q3125826	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q3136373	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q3139212	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q3162252	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q3350026	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q3541681	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q3547069	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q4373398	http://www.wikidata.org/entity/Q5146
http://www.wikidata.org/entity/Q4373396	http://www.wikidata.org/entity/Q5146
http://www.wikidata.org/entity/Q7496609	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q7862687	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q10878817	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q11372304	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q17226160	http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q337565	http://www.wikidata.org/entity/Q6654
http://www.wikidata.org/entity/Q838165	http://www.wikidata.org/entity/Q6654
http://www.wikidata.org/entity/Q35357	http://www.wikidata.org/entity/Q6654
http://www.wikidata.org/entity/Q585704	http://www.wikidata.org/entity/Q7026
http://www.wikidata.org/entity/Q1711179	http://www.wikidata.org/entity/Q7026
http://www.wikidata.org/entity/Q1805453	http://www.wikidata.org/entity/Q7026
http://www.wikidata.org/entity/Q2735880	http://www.wikidata.org/entity/Q7026
http://www.wikidata.org/entity/Q2941598	http://www.wikidata.org/entity/Q7026
http://www.wikidata.org/entity/Q3197533	http://www.wikidata.org/entity/Q7838
http://www.wikidata.org/entity/Q7508824	http://www.wikidata.org/entity/Q7838
http://www.wikidata.org/entity/Q10961696	http://www.wikidata.org/entity/Q7838
http://www.wikidata.org/entity/Q11732317	http://www.wikidata.org/entity/Q7838
http://www.wikidata.org/entity/Q16648529	http://www.wikidata.org/entity/Q7838
http://www.wikidata.org/entity/Q16648541	http://www.wikidata.org/entity/Q7838
http://www.wikidata.org/entity/Q837169	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q1920769	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q2016252	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q2252191	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q2371409	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q2578935	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q2735715	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q2748296	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q3110592	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q3126632	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q3408030	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q6553897	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q6735199	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q7033959	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q19646347	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q9192	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q13220	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q33375	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q33475	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q34290	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q35137	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q56479	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q56504	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q56546	http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q2299376	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q2852542	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q2852547	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q2852548	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q2852592	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q2852610	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q3404783	http://www.wikidata.org/entity/Q7918
http://www.wikidata.org/entity/Q3541574	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q5150795	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q12952768	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q15069308	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q35787963	http://www.wikidata.org/entity/Q7930
http://www.wikidata.org/entity/Q1627941	http://www.wikidata.org/entity/Q7918
http://www.wikidata.org/entity/Q3433211	http://www.wikidata.org/entity/Q7913
http://www.wikidata.org/entity/Q4853970	http://www.wikidata.org/entity/Q7913
http://www.wikidata.org/entity/Q4948584	http://www.wikidata.org/entity/Q7918
http://www.wikidata.org/entity/Q5316028	http://www.wikidata.org/entity/Q7918
http://www.wikidata.org/entity/Q5361091	http://www.wikidata.org/entity/Q7918
http://www.wikidata.org/entity/Q5994844	http://www.wikidata.org/entity/Q7918
http://www.wikidata.org/entity/Q7410018	http://www.wikidata.org/entity/Q7918
http://www.wikidata.org/entity/Q7553689	http://www.wikidata.org/entity/Q7918
http://www.wikidata.org/entity/Q20497540	http://www.wikidata.org/entity/Q7918
http://www.wikidata.org/entity/Q25975639	http://www.wikidata.org/entity/Q7913
http://www.wikidata.org/entity/Q178806	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q237409	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q443089	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q512444	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q1404296	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q1814570	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q13406210	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q20011154	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q24049640	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q26156262	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q34147	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q36423	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q56488	http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q505125	http://www.wikidata.org/entity/Q7737
http://www.wikidata.org/entity/Q2371178	http://www.wikidata.org/entity/Q7737
http://www.wikidata.org/entity/Q13219769	http://www.wikidata.org/entity/Q7737
http://www.wikidata.org/entity/Q79388	http://www.wikidata.org/entity/Q7979
http://www.wikidata.org/entity/Q18161631	http://www.wikidata.org/entity/Q7976
http://www.wikidata.org/entity/Q25842523	http://www.wikidata.org/entity/Q8097
http://www.wikidata.org/entity/Q35308	http://www.wikidata.org/entity/Q9142
http://www.wikidata.org/entity/Q36116	http://www.wikidata.org/entity/Q9142
http://www.wikidata.org/entity/Q3507479	http://www.wikidata.org/entity/Q10713
http://www.wikidata.org/entity/Q6023868	http://www.wikidata.org/entity/Q10199
http://www.wikidata.org/entity/Q12634577	http://www.wikidata.org/entity/Q10713
http://www.wikidata.org/entity/Q180937	http://www.wikidata.org/entity/Q8748
http://www.wikidata.org/entity/Q181037	http://www.wikidata.org/entity/Q8748
http://www.wikidata.org/entity/Q253125	http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q271033	http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q500522	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q505125	http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q749166	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q810378	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q938011	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q954141	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q1075302	http://www.wikidata.org/entity/Q8748
http://www.wikidata.org/entity/Q1256646	http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q1340322	http://www.wikidata.org/entity/Q9035
http://www.wikidata.org/entity/Q1370194	http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q1420587	http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q1461092	http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q1906974	http://www.wikidata.org/entity/Q8641
http://www.wikidata.org/entity/Q2719300	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q2735880	http://www.wikidata.org/entity/Q8765
http://www.wikidata.org/entity/Q2746856	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q2919319	http://www.wikidata.org/entity/Q8765
http://www.wikidata.org/entity/Q3125314	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q3337229	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q3366968	http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q3571271	http://www.wikidata.org/entity/Q8765
http://www.wikidata.org/entity/Q6593714	http://www.wikidata.org/entity/Q8641
http://www.wikidata.org/entity/Q11971287	http://www.wikidata.org/entity/Q9035
http://www.wikidata.org/entity/Q12329353	http://www.wikidata.org/entity/Q9035
http://www.wikidata.org/entity/Q12953980	http://www.wikidata.org/entity/Q8641
http://www.wikidata.org/entity/Q17354876	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q17354877	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q18646167	http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q19606466	http://www.wikidata.org/entity/Q9051
http://www.wikidata.org/entity/Q25167	http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q25164	http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q29347	http://www.wikidata.org/entity/Q8748
http://www.wikidata.org/entity/Q37015	http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q47494	http://www.wikidata.org/entity/Q8752
http://www.wikidata.org/entity/Q213434	http://www.wikidata.org/entity/Q9083
http://www.wikidata.org/entity/Q4821666	http://www.wikidata.org/entity/Q9083
http://www.wikidata.org/entity/Q181074	http://www.wikidata.org/entity/Q8785
http://www.wikidata.org/entity/Q4438498	http://www.wikidata.org/entity/Q8785
http://www.wikidata.org/entity/Q129431	http://www.wikidata.org/entity/Q9063
http://www.wikidata.org/entity/Q593096	http://www.wikidata.org/entity/Q9056
http://www.wikidata.org/entity/Q677531	http://www.wikidata.org/entity/Q9056
http://www.wikidata.org/entity/Q1178505	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q1193712	http://www.wikidata.org/entity/Q9063
http://www.wikidata.org/entity/Q1228721	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q1321649	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q3140107	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q3140109	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q3140114	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q3140113	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q3140116	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q3441036	http://www.wikidata.org/entity/Q9072
http://www.wikidata.org/entity/Q3483062	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q4250591	http://www.wikidata.org/entity/Q9058
http://www.wikidata.org/entity/Q12055592	http://www.wikidata.org/entity/Q9056
http://www.wikidata.org/entity/Q16315466	http://www.wikidata.org/entity/Q9056
http://www.wikidata.org/entity/Q24004921	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q24016421	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q24038619	http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q36212	http://www.wikidata.org/entity/Q9078
http://www.wikidata.org/entity/Q516721	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q662754	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q1064504	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q1066766	http://www.wikidata.org/entity/Q9264
http://www.wikidata.org/entity/Q1066787	http://www.wikidata.org/entity/Q9264
http://www.wikidata.org/entity/Q2128953	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q2169652	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q2597550	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q2609239	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q3048775	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q3182878	http://www.wikidata.org/entity/Q9237
http://www.wikidata.org/entity/Q3285432	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q3450749	http://www.wikidata.org/entity/Q9228
http://www.wikidata.org/entity/Q6399808	http://www.wikidata.org/entity/Q9246
http://www.wikidata.org/entity/Q10895019	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q11124731	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q12636082	http://www.wikidata.org/entity/Q9237
http://www.wikidata.org/entity/Q16077764	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q19600847	http://www.wikidata.org/entity/Q9237
http://www.wikidata.org/entity/Q19794074	http://www.wikidata.org/entity/Q9252
http://www.wikidata.org/entity/Q20707813	http://www.wikidata.org/entity/Q9192
http://www.wikidata.org/entity/Q20962824	http://www.wikidata.org/entity/Q9252
http://www.wikidata.org/entity/Q20962825	http://www.wikidata.org/entity/Q9252
http://www.wikidata.org/entity/Q31775823	http://www.wikidata.org/entity/Q9237
http://www.wikidata.org/entity/Q40694641	http://www.wikidata.org/entity/Q9199
http://www.wikidata.org/entity/Q9240	http://www.wikidata.org/entity/Q9237
http://www.wikidata.org/entity/Q15065	http://www.wikidata.org/entity/Q9237
http://www.wikidata.org/entity/Q178440	http://www.wikidata.org/entity/Q9168
http://www.wikidata.org/entity/Q9260	http://www.wikidata.org/entity/Q9168
http://www.wikidata.org/entity/Q33367	http://www.wikidata.org/entity/Q9168
http://www.wikidata.org/entity/Q33398	http://www.wikidata.org/entity/Q9168
http://www.wikidata.org/entity/Q56469	http://www.wikidata.org/entity/Q9168
http://www.wikidata.org/entity/Q1843468	http://www.wikidata.org/entity/Q11051
http://www.wikidata.org/entity/Q3361977	http://www.wikidata.org/entity/Q11051
http://www.wikidata.org/entity/Q1568	http://www.wikidata.org/entity/Q11051
http://www.wikidata.org/entity/Q1617	http://www.wikidata.org/entity/Q11051
http://www.wikidata.org/entity/Q46728	http://www.wikidata.org/entity/Q11051
http://www.wikidata.org/entity/Q148893	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q391322	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q718464	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q1289605	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q1542210	http://www.wikidata.org/entity/Q9314
http://www.wikidata.org/entity/Q1649362	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q1982248	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q2266723	http://www.wikidata.org/entity/Q9309
http://www.wikidata.org/entity/Q2487263	http://www.wikidata.org/entity/Q9309
http://www.wikidata.org/entity/Q2548798	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q2712572	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q2740724	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q2916285	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q3036829	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q3043944	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q3066761	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q3798706	http://www.wikidata.org/entity/Q9309
http://www.wikidata.org/entity/Q5623521	http://www.wikidata.org/entity/Q9309
http://www.wikidata.org/entity/Q12860999	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q12861042	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q13127689	http://www.wikidata.org/entity/Q9309
http://www.wikidata.org/entity/Q13127692	http://www.wikidata.org/entity/Q9309
http://www.wikidata.org/entity/Q13128011	http://www.wikidata.org/entity/Q9309
http://www.wikidata.org/entity/Q13128895	http://www.wikidata.org/entity/Q9309
http://www.wikidata.org/entity/Q16642675	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q20592272	http://www.wikidata.org/entity/Q9309
http://www.wikidata.org/entity/Q6654	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q8141	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q8821	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q9299	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q9303	http://www.wikidata.org/entity/Q9301
http://www.wikidata.org/entity/Q34291	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q56502	http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q220607	http://www.wikidata.org/entity/Q9129
http://www.wikidata.org/entity/Q853414	http://www.wikidata.org/entity/Q9129
http://www.wikidata.org/entity/Q1231805	http://www.wikidata.org/entity/Q9129
http://www.wikidata.org/entity/Q1771720	http://www.wikidata.org/entity/Q9091
http://www.wikidata.org/entity/Q2087886	http://www.wikidata.org/entity/Q9091
http://www.wikidata.org/entity/Q4400023	http://www.wikidata.org/entity/Q9129
http://www.wikidata.org/entity/Q12086766	http://www.wikidata.org/entity/Q9091
http://www.wikidata.org/entity/Q34294852	http://www.wikidata.org/entity/Q9129
http://www.wikidata.org/entity/Q34200	http://www.wikidata.org/entity/Q9129
http://www.wikidata.org/entity/Q35719	http://www.wikidata.org/entity/Q9129
http://www.wikidata.org/entity/Q36387	http://www.wikidata.org/entity/Q9129
http://www.wikidata.org/entity/Q36748	http://www.wikidata.org/entity/Q9129
http://www.wikidata.org/entity/Q769659	http://www.wikidata.org/entity/Q12107
http://www.wikidata.org/entity/Q787610	http://www.wikidata.org/entity/Q12107
http://www.wikidata.org/entity/Q2924571	http://www.wikidata.org/entity/Q12107
http://www.wikidata.org/entity/Q2924573	http://www.wikidata.org/entity/Q12107
http://www.wikidata.org/entity/Q2924576	http://www.wikidata.org/entity/Q12107
http://www.wikidata.org/entity/Q2924581	http://www.wikidata.org/entity/Q12107
http://www.wikidata.org/entity/Q2964414	http://www.wikidata.org/entity/Q12107
http://www.wikidata.org/entity/Q3542200	http://www.wikidata.org/entity/Q12107
http://www.wikidata.org/entity/Q3558112	http://www.wikidata.org/entity/Q12107
http://www.wikidata.org/entity/Q3053288	http://www.wikidata.org/entity/Q13214
http://www.wikidata.org/entity/Q3574818	http://www.wikidata.org/entity/Q13214
http://www.wikidata.org/entity/Q5095221	http://www.wikidata.org/entity/Q13217
http://www.wikidata.org/entity/Q35111	http://www.wikidata.org/entity/Q13214
http://www.wikidata.org/entity/Q2426319	http://www.wikidata.org/entity/Q13196
http://www.wikidata.org/entity/Q10966761	http://www.wikidata.org/entity/Q13196
http://www.wikidata.org/entity/Q178762	http://www.wikidata.org/entity/Q13199
http://www.wikidata.org/entity/Q513736	http://www.wikidata.org/entity/Q13201
http://www.wikidata.org/entity/Q688272	http://www.wikidata.org/entity/Q13199
http://www.wikidata.org/entity/Q688309	http://www.wikidata.org/entity/Q13199
http://www.wikidata.org/entity/Q688348	http://www.wikidata.org/entity/Q13199
http://www.wikidata.org/entity/Q688873	http://www.wikidata.org/entity/Q13199
http://www.wikidata.org/entity/Q690216	http://www.wikidata.org/entity/Q13199
http://www.wikidata.org/entity/Q690226	http://www.wikidata.org/entity/Q13199
http://www.wikidata.org/entity/Q1122188	http://www.wikidata.org/entity/Q13201
http://www.wikidata.org/entity/Q1799956	http://www.wikidata.org/entity/Q13199
http://www.wikidata.org/entity/Q2669199	http://www.wikidata.org/entity/Q13201
http://www.wikidata.org/entity/Q3177352	http://www.wikidata.org/entity/Q13201
http://www.wikidata.org/entity/Q35466	http://www.wikidata.org/entity/Q13201
http://www.wikidata.org/entity/Q695740	http://www.wikidata.org/entity/Q13295
http://www.wikidata.org/entity/Q2394710	http://www.wikidata.org/entity/Q13295
http://www.wikidata.org/entity/Q32762	http://www.wikidata.org/entity/Q13295
http://www.wikidata.org/entity/Q34017	http://www.wikidata.org/entity/Q13295
http://www.wikidata.org/entity/Q3362749	http://www.wikidata.org/entity/Q13214
http://www.wikidata.org/entity/Q3574815	http://www.wikidata.org/entity/Q13214
http://www.wikidata.org/entity/Q3574816	http://www.wikidata.org/entity/Q13214
