lang	langCode
http://www.wikidata.org/entity/Q10577724	xru
http://www.wikidata.org/entity/Q10577823	zmg
http://www.wikidata.org/entity/Q1057898	egl
http://www.wikidata.org/entity/Q10586712	vmi
http://www.wikidata.org/entity/Q10590149	vmu
http://www.wikidata.org/entity/Q10600380	nbj
http://www.wikidata.org/entity/Q10600396	nhf
http://www.wikidata.org/entity/Q10600723	xny
http://www.wikidata.org/entity/Q10604066	nnv
http://www.wikidata.org/entity/Q10604331	nny
http://www.wikidata.org/entity/Q106085	gmq
http://www.wikidata.org/entity/Q10631925	pii
http://www.wikidata.org/entity/Q10631927	pnv
http://www.wikidata.org/entity/Q10632026	pti
http://www.wikidata.org/entity/Q10632195	bxi
http://www.wikidata.org/entity/Q1063911	tzl
http://www.wikidata.org/entity/Q1064482	zkt
http://www.wikidata.org/entity/Q1066766	uz
http://www.wikidata.org/entity/Q1066787	uzs
http://www.wikidata.org/entity/Q1067986	zkz
http://www.wikidata.org/entity/Q1068097	opm
http://www.wikidata.org/entity/Q1068112	xmm
http://www.wikidata.org/entity/Q1068863	en-HK
http://www.wikidata.org/entity/Q1069489	sqr
http://www.wikidata.org/entity/Q1070391	xsa
http://www.wikidata.org/entity/Q10706951	woa
http://www.wikidata.org/entity/Q10710522	urc
http://www.wikidata.org/entity/Q10719025	wdu
http://www.wikidata.org/entity/Q10719110	wkw
http://www.wikidata.org/entity/Q10719289	wri
http://www.wikidata.org/entity/Q107197943	ary-Latn
http://www.wikidata.org/entity/Q107198008	ary-Arab
http://www.wikidata.org/entity/Q10720035	wie
http://www.wikidata.org/entity/Q10720036	wij
http://www.wikidata.org/entity/Q10720037	wif
http://www.wikidata.org/entity/Q10720039	wih
http://www.wikidata.org/entity/Q10720045	wua
http://www.wikidata.org/entity/Q10720050	wil
http://www.wikidata.org/entity/Q10723405	jay
http://www.wikidata.org/entity/Q10723416	jng
http://www.wikidata.org/entity/Q10723454	yww
http://www.wikidata.org/entity/Q10723541	yil
http://www.wikidata.org/entity/Q10728232	aer
http://www.wikidata.org/entity/Q10729616	aoc
http://www.wikidata.org/entity/Q1075050	qwm
http://www.wikidata.org/entity/Q10751739	ocu
http://www.wikidata.org/entity/Q107526440	ms-Arab
http://www.wikidata.org/entity/Q107526557	tly-Cyrl
http://www.wikidata.org/entity/Q107530022	osa-Latn
http://www.wikidata.org/entity/Q1075302	aae
http://www.wikidata.org/entity/Q107530457	ban-Bali
http://www.wikidata.org/entity/Q107530761	nan-Hani
http://www.wikidata.org/entity/Q107530840	ccp-Beng
http://www.wikidata.org/entity/Q107549714	syl-Beng
http://www.wikidata.org/entity/Q107549766	az-Cyrl
http://www.wikidata.org/entity/Q107549870	sux-Latn
http://www.wikidata.org/entity/Q107550055	sat-Beng
http://www.wikidata.org/entity/Q107557467	crh-Cyrl
http://www.wikidata.org/entity/Q107557485	crh-Latn
http://www.wikidata.org/entity/Q10771067	ssd
http://www.wikidata.org/entity/Q1077450	ono
http://www.wikidata.org/entity/Q10860505	frk
http://www.wikidata.org/entity/Q108662	gme
http://www.wikidata.org/entity/Q10867404	msi
http://www.wikidata.org/entity/Q1088025	osp
http://www.wikidata.org/entity/Q1089069	kzk
http://www.wikidata.org/entity/Q1089151	sci
http://www.wikidata.org/entity/Q1091095	gae
http://www.wikidata.org/entity/Q1093676	oc-nicard
http://www.wikidata.org/entity/Q1094190	csl
http://www.wikidata.org/entity/Q10949828	yif
http://www.wikidata.org/entity/Q10950308	etz
http://www.wikidata.org/entity/Q10950354	akh
http://www.wikidata.org/entity/Q10950421	sym
http://www.wikidata.org/entity/Q10950633	bze
http://www.wikidata.org/entity/Q10951226	kzq
http://www.wikidata.org/entity/Q10951553	age
http://www.wikidata.org/entity/Q10951638	aoe
http://www.wikidata.org/entity/Q10957277	xla
http://www.wikidata.org/entity/Q10961003	nne
http://www.wikidata.org/entity/Q10961665	shq
http://www.wikidata.org/entity/Q10961696	swc
http://www.wikidata.org/entity/Q10961975	yom
http://www.wikidata.org/entity/Q10962292	nkn
http://www.wikidata.org/entity/Q10962298	nyk
http://www.wikidata.org/entity/Q10962309	mxo
http://www.wikidata.org/entity/Q10962316	ttl
http://www.wikidata.org/entity/Q10962737	mho
http://www.wikidata.org/entity/Q10963134	lum
http://www.wikidata.org/entity/Q10963262	lcq
http://www.wikidata.org/entity/Q10964025	mtk
http://www.wikidata.org/entity/Q10966761	kbu
http://www.wikidata.org/entity/Q10973260	dnn
http://www.wikidata.org/entity/Q10974017	var
http://www.wikidata.org/entity/Q10974879	stj
http://www.wikidata.org/entity/Q10975121	sev
http://www.wikidata.org/entity/Q10975286	lon
http://www.wikidata.org/entity/Q10975356	ktj
http://www.wikidata.org/entity/Q10975396	hum
http://www.wikidata.org/entity/Q10975611	krw
http://www.wikidata.org/entity/Q10975683	aqp
http://www.wikidata.org/entity/Q10977626	ikz
http://www.wikidata.org/entity/Q10977716	gix
http://www.wikidata.org/entity/Q10977737	itm
http://www.wikidata.org/entity/Q10990152	xte
http://www.wikidata.org/entity/Q10994953	khh
http://www.wikidata.org/entity/Q10997740	kiv
http://www.wikidata.org/entity/Q11001650	bau
http://www.wikidata.org/entity/Q11001714	bwq
http://www.wikidata.org/entity/Q11001730	dic
http://www.wikidata.org/entity/Q11001739	ldh
http://www.wikidata.org/entity/Q11001779	dov
http://www.wikidata.org/entity/Q11001788	dhs
http://www.wikidata.org/entity/Q11002130	man
http://www.wikidata.org/entity/Q11002185	lnz
http://www.wikidata.org/entity/Q11002210	ssk
http://www.wikidata.org/entity/Q11002622	mny
http://www.wikidata.org/entity/Q11002851	etb
http://www.wikidata.org/entity/Q11002891	cwb
http://www.wikidata.org/entity/Q11002922	tor
http://www.wikidata.org/entity/Q11003249	mmz
http://www.wikidata.org/entity/Q11003311	dts
http://www.wikidata.org/entity/Q11003401	dde
http://www.wikidata.org/entity/Q11003439	deq
http://www.wikidata.org/entity/Q11003832	luj
http://www.wikidata.org/entity/Q11003859	fui
http://www.wikidata.org/entity/Q11004163	mzk
http://www.wikidata.org/entity/Q11004218	dgi
http://www.wikidata.org/entity/Q11004334	mxx
http://www.wikidata.org/entity/Q11004666	bme
http://www.wikidata.org/entity/Q11004988	mfu
http://www.wikidata.org/entity/Q11005332	zga
http://www.wikidata.org/entity/Q11005360	suj
http://www.wikidata.org/entity/Q11005602	btg
http://www.wikidata.org/entity/Q11006056	llb
http://www.wikidata.org/entity/Q11006344	aqd
http://www.wikidata.org/entity/Q11006763	okr
http://www.wikidata.org/entity/Q11006832	mzj
http://www.wikidata.org/entity/Q11007144	phm
http://www.wikidata.org/entity/Q11008159	xsq
http://www.wikidata.org/entity/Q11008162	bqa
http://www.wikidata.org/entity/Q11008360	kzy
http://www.wikidata.org/entity/Q11008431	sqm
http://www.wikidata.org/entity/Q11008568	ndw
http://www.wikidata.org/entity/Q11008893	ymg
http://www.wikidata.org/entity/Q11009194	bly
http://www.wikidata.org/entity/Q11009787	bxl
http://www.wikidata.org/entity/Q11010149	axk
http://www.wikidata.org/entity/Q11010279	ned
http://www.wikidata.org/entity/Q11010783	hhr
http://www.wikidata.org/entity/Q11010823	sgo
http://www.wikidata.org/entity/Q11011295	gbp
http://www.wikidata.org/entity/Q11011389	vki
http://www.wikidata.org/entity/Q11011534	opa
http://www.wikidata.org/entity/Q11011614	lie
http://www.wikidata.org/entity/Q11011870	fum
http://www.wikidata.org/entity/Q11011905	mwz
http://www.wikidata.org/entity/Q11011951	uda
http://www.wikidata.org/entity/Q11013108	tmv
http://www.wikidata.org/entity/Q11014183	yam
http://www.wikidata.org/entity/Q11015105	gbr
http://www.wikidata.org/entity/Q11015189	ndu
http://www.wikidata.org/entity/Q11015820	scv
http://www.wikidata.org/entity/Q11016572	nuv
http://www.wikidata.org/entity/Q11016905	gmn
http://www.wikidata.org/entity/Q11017275	bwj
http://www.wikidata.org/entity/Q11017443	mgn
http://www.wikidata.org/entity/Q11017686	kwy
http://www.wikidata.org/entity/Q11018863	dtk
http://www.wikidata.org/entity/Q11019169	khu
http://www.wikidata.org/entity/Q11019185	bet
http://www.wikidata.org/entity/Q11019342	gec
http://www.wikidata.org/entity/Q11020264	sld
http://www.wikidata.org/entity/Q11022615	alm
http://www.wikidata.org/entity/Q11024697	bki
http://www.wikidata.org/entity/Q11028033	mlq
http://www.wikidata.org/entity/Q11028619	jms
http://www.wikidata.org/entity/Q11028905	hba
http://www.wikidata.org/entity/Q11028974	kss
http://www.wikidata.org/entity/Q11029540	jod
http://www.wikidata.org/entity/Q11029738	ppp
http://www.wikidata.org/entity/Q11030092	tke
http://www.wikidata.org/entity/Q11030685	nyg
http://www.wikidata.org/entity/Q11030947	nte
http://www.wikidata.org/entity/Q11031321	kzc
http://www.wikidata.org/entity/Q11031936	jek
http://www.wikidata.org/entity/Q11031964	mru
http://www.wikidata.org/entity/Q11033316	ngg
http://www.wikidata.org/entity/Q11033658	krt
http://www.wikidata.org/entity/Q11033939	les
http://www.wikidata.org/entity/Q11034212	lma
http://www.wikidata.org/entity/Q11042324	xku
http://www.wikidata.org/entity/Q11044246	ylu
http://www.wikidata.org/entity/Q11044384	yev
http://www.wikidata.org/entity/Q11051591	liy
http://www.wikidata.org/entity/Q11052867	gkp
http://www.wikidata.org/entity/Q11055484	tod
http://www.wikidata.org/entity/Q11056292	swk
http://www.wikidata.org/entity/Q11057478	noq
http://www.wikidata.org/entity/Q11059	sa
http://www.wikidata.org/entity/Q1108934	hmd
http://www.wikidata.org/entity/Q11092831	giu
http://www.wikidata.org/entity/Q11110766	kny
http://www.wikidata.org/entity/Q11120157	smx
http://www.wikidata.org/entity/Q11124792	mow
http://www.wikidata.org/entity/Q11126081	nuu
http://www.wikidata.org/entity/Q11127231	xmc
http://www.wikidata.org/entity/Q11128329	kzn
http://www.wikidata.org/entity/Q11128374	nih
http://www.wikidata.org/entity/Q11128658	uiv
http://www.wikidata.org/entity/Q11128810	itw
http://www.wikidata.org/entity/Q11128833	vmr
http://www.wikidata.org/entity/Q11128866	kdz
http://www.wikidata.org/entity/Q11129508	nsc
http://www.wikidata.org/entity/Q11129517	myc
http://www.wikidata.org/entity/Q11129537	mfd
http://www.wikidata.org/entity/Q11129694	nbv
http://www.wikidata.org/entity/Q11129733	geb
http://www.wikidata.org/entity/Q11130292	nto
http://www.wikidata.org/entity/Q11130307	nkz
http://www.wikidata.org/entity/Q11130787	acb
http://www.wikidata.org/entity/Q11130804	dir
http://www.wikidata.org/entity/Q11132859	nbd
http://www.wikidata.org/entity/Q1113432	pt-ao1990
http://www.wikidata.org/entity/Q11134434	enw
http://www.wikidata.org/entity/Q11137550	lna
http://www.wikidata.org/entity/Q11137573	kuw
http://www.wikidata.org/entity/Q11137618	gyg
http://www.wikidata.org/entity/Q11137719	dtm
http://www.wikidata.org/entity/Q11137816	duz
http://www.wikidata.org/entity/Q11137851	gdi
http://www.wikidata.org/entity/Q11137942	gnz
http://www.wikidata.org/entity/Q11149315	mhx
http://www.wikidata.org/entity/Q11150710	bfo
http://www.wikidata.org/entity/Q11150714	bwy
http://www.wikidata.org/entity/Q11152236	kmp
http://www.wikidata.org/entity/Q11152243	ted
http://www.wikidata.org/entity/Q11152248	nnw
http://www.wikidata.org/entity/Q1115317	mji
http://www.wikidata.org/entity/Q11153465	dgd
http://www.wikidata.org/entity/Q11154769	kpl
http://www.wikidata.org/entity/Q11154772	moj
http://www.wikidata.org/entity/Q11154776	ssl
http://www.wikidata.org/entity/Q11155632	kga
http://www.wikidata.org/entity/Q11155635	tsp
http://www.wikidata.org/entity/Q11155812	msc
http://www.wikidata.org/entity/Q11155819	bev
http://www.wikidata.org/entity/Q11155821	jud
http://www.wikidata.org/entity/Q11157042	grb
http://www.wikidata.org/entity/Q11157342	gry
http://www.wikidata.org/entity/Q11157382	pye
http://www.wikidata.org/entity/Q1115875	es-CO
http://www.wikidata.org/entity/Q11158982	wib
http://www.wikidata.org/entity/Q11159067	wec
http://www.wikidata.org/entity/Q11159524	xkg
http://www.wikidata.org/entity/Q11159532	tsk
http://www.wikidata.org/entity/Q11159536	bzx
http://www.wikidata.org/entity/Q11160588	kfo
http://www.wikidata.org/entity/Q11163298	mku
http://www.wikidata.org/entity/Q11163308	yiu
http://www.wikidata.org/entity/Q11164947	ndk
http://www.wikidata.org/entity/Q11165235	rub
http://www.wikidata.org/entity/Q11167192	loo
http://www.wikidata.org/entity/Q11173166	bdc
http://www.wikidata.org/entity/Q11173588	byd
http://www.wikidata.org/entity/Q11200640	bkx
http://www.wikidata.org/entity/Q11207813	bpo
http://www.wikidata.org/entity/Q11214797	tiu
http://www.wikidata.org/entity/Q1122188	emx
http://www.wikidata.org/entity/Q11222271	wab
http://www.wikidata.org/entity/Q11251864	hmj
http://www.wikidata.org/entity/Q11252539	axb
http://www.wikidata.org/entity/Q11259563	lmi
http://www.wikidata.org/entity/Q11260674	mgt
http://www.wikidata.org/entity/Q11266334	psa
http://www.wikidata.org/entity/Q11275553	kbo
http://www.wikidata.org/entity/Q11280479	iby
http://www.wikidata.org/entity/Q11283696	jum
http://www.wikidata.org/entity/Q11288953	mtj
http://www.wikidata.org/entity/Q112893	lol
http://www.wikidata.org/entity/Q11297920	ncr
http://www.wikidata.org/entity/Q1133089	cks
http://www.wikidata.org/entity/Q1135134	paq
http://www.wikidata.org/entity/Q1137945	xaa
http://www.wikidata.org/entity/Q1138351	gct
http://www.wikidata.org/entity/Q1139349	kdo
http://www.wikidata.org/entity/Q1142333	tlb
http://www.wikidata.org/entity/Q1143040	enq
http://www.wikidata.org/entity/Q1145414	itk
http://www.wikidata.org/entity/Q1153276	mla
http://www.wikidata.org/entity/Q1156228	en-ZA
http://www.wikidata.org/entity/Q1157729	bpa
http://www.wikidata.org/entity/Q1158134	dam
http://www.wikidata.org/entity/Q1158971	dnj
http://www.wikidata.org/entity/Q11595357	ja-u-sd-jp05
http://www.wikidata.org/entity/Q1160372	lzz
http://www.wikidata.org/entity/Q1166814	xdk
http://www.wikidata.org/entity/Q116849	cbn
http://www.wikidata.org/entity/Q11732046	asc
http://www.wikidata.org/entity/Q11732048	cns
http://www.wikidata.org/entity/Q11732049	nks
http://www.wikidata.org/entity/Q11732195	gcn
http://www.wikidata.org/entity/Q11732205	gaw
http://www.wikidata.org/entity/Q11732209	gim
http://www.wikidata.org/entity/Q11732210	gnm
http://www.wikidata.org/entity/Q11732219	ghs
http://www.wikidata.org/entity/Q11732221	gka
http://www.wikidata.org/entity/Q11732224	gsn
http://www.wikidata.org/entity/Q11732231	huf
http://www.wikidata.org/entity/Q11732235	ibu
http://www.wikidata.org/entity/Q11732241	meb
http://www.wikidata.org/entity/Q11732247	isa
http://www.wikidata.org/entity/Q11732248	igo
http://www.wikidata.org/entity/Q11732256	jvn
http://www.wikidata.org/entity/Q11732258	klz
http://www.wikidata.org/entity/Q11732264	kki
http://www.wikidata.org/entity/Q11732272	kbq
http://www.wikidata.org/entity/Q11732281	xar
http://www.wikidata.org/entity/Q11732286	kmf
http://www.wikidata.org/entity/Q11732297	aqm
http://www.wikidata.org/entity/Q11732302	kcb
http://www.wikidata.org/entity/Q11732313	xeu
http://www.wikidata.org/entity/Q11732320	kco
http://www.wikidata.org/entity/Q11732321	kig
http://www.wikidata.org/entity/Q11732322	kjd
http://www.wikidata.org/entity/Q11732324	kiw
http://www.wikidata.org/entity/Q11732325	kgu
http://www.wikidata.org/entity/Q11732326	kpw
http://www.wikidata.org/entity/Q11732339	kxw
http://www.wikidata.org/entity/Q11732340	knd
http://www.wikidata.org/entity/Q11732341	kdw
http://www.wikidata.org/entity/Q11732345	kcz
http://www.wikidata.org/entity/Q11732346	xop
http://www.wikidata.org/entity/Q11732347	kpr
http://www.wikidata.org/entity/Q11732359	kgf
http://www.wikidata.org/entity/Q11732362	kuo
http://www.wikidata.org/entity/Q11732373	kop
http://www.wikidata.org/entity/Q11732376	kmo
http://www.wikidata.org/entity/Q11732388	loa
http://www.wikidata.org/entity/Q11732402	mkr
http://www.wikidata.org/entity/Q11732406	mle
http://www.wikidata.org/entity/Q11732415	mnm
http://www.wikidata.org/entity/Q11732426	mqe
http://www.wikidata.org/entity/Q11732427	mjj
http://www.wikidata.org/entity/Q11732429	mcz
http://www.wikidata.org/entity/Q11732444	mcr
http://www.wikidata.org/entity/Q11732445	wry
http://www.wikidata.org/entity/Q11732448	mpp
http://www.wikidata.org/entity/Q11732453	kql
http://www.wikidata.org/entity/Q11732457	mqo
http://www.wikidata.org/entity/Q11732458	mvq
http://www.wikidata.org/entity/Q11732459	mxn
http://www.wikidata.org/entity/Q11732468	moq
http://www.wikidata.org/entity/Q11732474	tci
http://www.wikidata.org/entity/Q11732475	msx
http://www.wikidata.org/entity/Q11732478	mqv
http://www.wikidata.org/entity/Q11732482	mtc
http://www.wikidata.org/entity/Q11732485	mpv
http://www.wikidata.org/entity/Q11732486	mqw
http://www.wikidata.org/entity/Q11732489	xma
http://www.wikidata.org/entity/Q11732491	naf
http://www.wikidata.org/entity/Q11732495	nib
http://www.wikidata.org/entity/Q11732496	nbk
http://www.wikidata.org/entity/Q11732502	nnk
http://www.wikidata.org/entity/Q11732509	nkg
http://www.wikidata.org/entity/Q11732510	nnf
http://www.wikidata.org/entity/Q11732514	wul
http://www.wikidata.org/entity/Q11732516	szb
http://www.wikidata.org/entity/Q11732523	nis
http://www.wikidata.org/entity/Q11732524	nby
http://www.wikidata.org/entity/Q11732526	nxr
http://www.wikidata.org/entity/Q11732527	niz
http://www.wikidata.org/entity/Q11732528	nps
http://www.wikidata.org/entity/Q11732531	nof
http://www.wikidata.org/entity/Q11732532	noh
http://www.wikidata.org/entity/Q11732534	noc
http://www.wikidata.org/entity/Q11732548	ons
http://www.wikidata.org/entity/Q11732562	pnr
http://www.wikidata.org/entity/Q11732569	ped
http://www.wikidata.org/entity/Q11732596	rao
http://www.wikidata.org/entity/Q11732598	rwo
http://www.wikidata.org/entity/Q11732610	sbm
http://www.wikidata.org/entity/Q11732626	seg
http://www.wikidata.org/entity/Q11732656	soq
http://www.wikidata.org/entity/Q11732666	sub
http://www.wikidata.org/entity/Q11732670	tby
http://www.wikidata.org/entity/Q11732691	tif
http://www.wikidata.org/entity/Q11732736	wng
http://www.wikidata.org/entity/Q11732752	wer
http://www.wikidata.org/entity/Q11732766	asx
http://www.wikidata.org/entity/Q11732781	ykr
http://www.wikidata.org/entity/Q11775688	lbs
http://www.wikidata.org/entity/Q1185114	wlo
http://www.wikidata.org/entity/Q1185119	wya
http://www.wikidata.org/entity/Q1185127	lou
http://www.wikidata.org/entity/Q1185133	see
http://www.wikidata.org/entity/Q11855245	cih
http://www.wikidata.org/entity/Q1186896	ppl
http://www.wikidata.org/entity/Q11883865	nao
http://www.wikidata.org/entity/Q11884845	nuq
http://www.wikidata.org/entity/Q1190494	xgl
http://www.wikidata.org/entity/Q11921436	eza
http://www.wikidata.org/entity/Q1192295	ktz
http://www.wikidata.org/entity/Q11926474	iqw
http://www.wikidata.org/entity/Q11929909	kg
http://www.wikidata.org/entity/Q11931037	ldi
http://www.wikidata.org/entity/Q1193495	xvi
http://www.wikidata.org/entity/Q1193712	sl-rozaj
http://www.wikidata.org/entity/Q1199751	mfa
http://www.wikidata.org/entity/Q1207611	cro
http://www.wikidata.org/entity/Q1207739	puq
http://www.wikidata.org/entity/Q12086766	be-UA
http://www.wikidata.org/entity/Q12107	br
http://www.wikidata.org/entity/Q12175	gv
http://www.wikidata.org/entity/Q12182838	xtb
http://www.wikidata.org/entity/Q12294279	tpy
http://www.wikidata.org/entity/Q12361545	et
http://www.wikidata.org/entity/Q1238032	es-DO
http://www.wikidata.org/entity/Q12473343	apx
http://www.wikidata.org/entity/Q12473346	agf
http://www.wikidata.org/entity/Q12473347	asl
http://www.wikidata.org/entity/Q12473380	ila
http://www.wikidata.org/entity/Q12473395	xkn
http://www.wikidata.org/entity/Q12473397	whu
http://www.wikidata.org/entity/Q12473424	abl
http://www.wikidata.org/entity/Q12473435	mli
http://www.wikidata.org/entity/Q12473441	mhp
http://www.wikidata.org/entity/Q12473442	bpq
http://www.wikidata.org/entity/Q12473446	pmy
http://www.wikidata.org/entity/Q12473454	nea
http://www.wikidata.org/entity/Q12473464	ror
http://www.wikidata.org/entity/Q12473466	scg
http://www.wikidata.org/entity/Q12473470	sbx
http://www.wikidata.org/entity/Q12473476	rob
http://www.wikidata.org/entity/Q12473479	tes
http://www.wikidata.org/entity/Q12473488	wtw
http://www.wikidata.org/entity/Q1256701	rmn
http://www.wikidata.org/entity/Q126154	de-u-sd-ustx
http://www.wikidata.org/entity/Q1262143	pga
http://www.wikidata.org/entity/Q12626611	dyg
http://www.wikidata.org/entity/Q12626798	aub
http://www.wikidata.org/entity/Q12626835	amy
http://www.wikidata.org/entity/Q12626847	adw
http://www.wikidata.org/entity/Q12627129	aor
http://www.wikidata.org/entity/Q12627135	apo
http://www.wikidata.org/entity/Q12627242	aps
http://www.wikidata.org/entity/Q12627315	atd
http://www.wikidata.org/entity/Q12627412	avb
http://www.wikidata.org/entity/Q12627559	bjx
http://www.wikidata.org/entity/Q12628007	bfh
http://www.wikidata.org/entity/Q12628777	cen
http://www.wikidata.org/entity/Q12628799	fuq
http://www.wikidata.org/entity/Q12628801	awu
http://www.wikidata.org/entity/Q12628803	bca
http://www.wikidata.org/entity/Q12628867	ciy
http://www.wikidata.org/entity/Q12628927	rki
http://www.wikidata.org/entity/Q12628946	ctc
http://www.wikidata.org/entity/Q12629011	coh
http://www.wikidata.org/entity/Q12629033	cuw
http://www.wikidata.org/entity/Q12629039	cdj
http://www.wikidata.org/entity/Q12629401	cum
http://www.wikidata.org/entity/Q12629491	dac
http://www.wikidata.org/entity/Q12629647	dwr
http://www.wikidata.org/entity/Q12629755	dso
http://www.wikidata.org/entity/Q12629781	dha
http://www.wikidata.org/entity/Q12629969	dre
http://www.wikidata.org/entity/Q12630425	awy
http://www.wikidata.org/entity/Q12630569	amq
http://www.wikidata.org/entity/Q12630884	azt
http://www.wikidata.org/entity/Q12631018	ebk
http://www.wikidata.org/entity/Q12631364	wny
http://www.wikidata.org/entity/Q12631584	gof
http://www.wikidata.org/entity/Q12631954	grx
http://www.wikidata.org/entity/Q12631978	gwj
http://www.wikidata.org/entity/Q12632107	hab
http://www.wikidata.org/entity/Q12632146	tmd
http://www.wikidata.org/entity/Q12632404	hot
http://www.wikidata.org/entity/Q12632753	hnu
http://www.wikidata.org/entity/Q12632789	iwk
http://www.wikidata.org/entity/Q12632888	ilu
http://www.wikidata.org/entity/Q12632895	imo
http://www.wikidata.org/entity/Q12633013	azm
http://www.wikidata.org/entity/Q12633026	bto
http://www.wikidata.org/entity/Q12633440	jda
http://www.wikidata.org/entity/Q12633505	jna
http://www.wikidata.org/entity/Q12633986	aws
http://www.wikidata.org/entity/Q12633989	ysp
http://www.wikidata.org/entity/Q12633994	tjs
http://www.wikidata.org/entity/Q12634001	bal
http://www.wikidata.org/entity/Q12634070	kcx
http://www.wikidata.org/entity/Q12634399	bzp
http://www.wikidata.org/entity/Q12634451	qwe
http://www.wikidata.org/entity/Q12634577	xlu
http://www.wikidata.org/entity/Q12635082	kuv
http://www.wikidata.org/entity/Q12635137	kwr
http://www.wikidata.org/entity/Q12635302	laa
http://www.wikidata.org/entity/Q12635445	let
http://www.wikidata.org/entity/Q12635536	raq
http://www.wikidata.org/entity/Q12635807	dni
http://www.wikidata.org/entity/Q12635887	lmz
http://www.wikidata.org/entity/Q12635889	ule
http://www.wikidata.org/entity/Q12635902	lyg
http://www.wikidata.org/entity/Q12636052	zmh
http://www.wikidata.org/entity/Q12636082	zlm
http://www.wikidata.org/entity/Q12636088	nyr
http://www.wikidata.org/entity/Q12636092	ccm
http://www.wikidata.org/entity/Q12636155	bwp
http://www.wikidata.org/entity/Q12636156	aax
http://www.wikidata.org/entity/Q12636809	cmm
http://www.wikidata.org/entity/Q12636991	myi
http://www.wikidata.org/entity/Q12637224	aun
http://www.wikidata.org/entity/Q12637238	bxm
