lang	langLabel
http://www.wikidata.org/entity/Q10549854	Kuku-Ugbanh
http://www.wikidata.org/entity/Q10550183	Kunggara
http://www.wikidata.org/entity/Q10550184	Kunggari
http://www.wikidata.org/entity/Q10550697	Kuuku Ya'u
http://www.wikidata.org/entity/Q10551249	Kwini
http://www.wikidata.org/entity/Q1055287	Sani
http://www.wikidata.org/entity/Q105627498	Q105627498
http://www.wikidata.org/entity/Q10566515	Ipiko
http://www.wikidata.org/entity/Q10575155	Matngele
http://www.wikidata.org/entity/Q10575729	Malapandaram
http://www.wikidata.org/entity/Q10576338	Mandandanyi
http://www.wikidata.org/entity/Q10576387	Mangerr
http://www.wikidata.org/entity/Q10576453	Manna-Dora
http://www.wikidata.org/entity/Q10577017	Margany
http://www.wikidata.org/entity/Q10577273	Maridan
http://www.wikidata.org/entity/Q10577274	Maridjabin
http://www.wikidata.org/entity/Q10577424	Marimanindji
http://www.wikidata.org/entity/Q10577443	Maringarr
http://www.wikidata.org/entity/Q10577501	Mariyedi
http://www.wikidata.org/entity/Q10577724	Marriammu
http://www.wikidata.org/entity/Q10577823	Marti Ke
http://www.wikidata.org/entity/Q10586712	Miwa
http://www.wikidata.org/entity/Q105889183	Central Tungusic
http://www.wikidata.org/entity/Q105889264	Central‑Western Tungusic languages
http://www.wikidata.org/entity/Q105889266	Central‑Eastern Tungusic
http://www.wikidata.org/entity/Q105889432	Manchu‑Jurchen languages
http://www.wikidata.org/entity/Q105889448	Northern Tungusic languages
http://www.wikidata.org/entity/Q105889466	Northwestern Tungusic languages
http://www.wikidata.org/entity/Q10590149	Muluridyi
http://www.wikidata.org/entity/Q10600380	Ngarinman
http://www.wikidata.org/entity/Q10600396	Nhuwala
http://www.wikidata.org/entity/Q10600723	Nijadali
http://www.wikidata.org/entity/Q10604066	Nukunu
http://www.wikidata.org/entity/Q10604222	Contemporary Swedish
http://www.wikidata.org/entity/Q10604331	Nyangga
http://www.wikidata.org/entity/Q1062626	Chapacuran languages
http://www.wikidata.org/entity/Q10631925	Pini
http://www.wikidata.org/entity/Q10631927	Pinigura
http://www.wikidata.org/entity/Q10632026	Pintiini
http://www.wikidata.org/entity/Q10632195	Pirlatapa
http://www.wikidata.org/entity/Q106373055	Mole-Dagbani languages
http://www.wikidata.org/entity/Q1064367	Magaric languages
http://www.wikidata.org/entity/Q1064482	Khitan
http://www.wikidata.org/entity/Q106612217	Southern Oghuz
http://www.wikidata.org/entity/Q106638475	Marawá
http://www.wikidata.org/entity/Q1066787	Southern Uzbek
http://www.wikidata.org/entity/Q1067986	Khazar
http://www.wikidata.org/entity/Q1068097	Oksapmin
http://www.wikidata.org/entity/Q1068112	Manado Malay
http://www.wikidata.org/entity/Q10686779	Western South Slavic
http://www.wikidata.org/entity/Q10686790	Eastern South Slavic
http://www.wikidata.org/entity/Q10690507	Tamil-Malayalam
http://www.wikidata.org/entity/Q106937689	South Germanic
http://www.wikidata.org/entity/Q1069489	Siculo-Arabic
http://www.wikidata.org/entity/Q1070391	Sabaean
http://www.wikidata.org/entity/Q10706951	Tyaraity
http://www.wikidata.org/entity/Q10710522	Urningangg
http://www.wikidata.org/entity/Q10713	Luwian
http://www.wikidata.org/entity/Q10719025	Wadjigu
http://www.wikidata.org/entity/Q10719110	Wakawaka
http://www.wikidata.org/entity/Q10719289	Wariyangga
http://www.wikidata.org/entity/Q10720035	Wik-Epa
http://www.wikidata.org/entity/Q10720036	Wik-Iiyanh
http://www.wikidata.org/entity/Q10720037	Wik-Keyangan
http://www.wikidata.org/entity/Q10720039	Wik-Me'anha
http://www.wikidata.org/entity/Q10720045	Wikngenchera
http://www.wikidata.org/entity/Q10720050	Wilawila
http://www.wikidata.org/entity/Q10723405	Nhangu
http://www.wikidata.org/entity/Q10723416	Yangman
http://www.wikidata.org/entity/Q10723454	Yawarawarga
http://www.wikidata.org/entity/Q10723541	Yindjilandji
http://www.wikidata.org/entity/Q107265752	Viossa
http://www.wikidata.org/entity/Q10728232	Eastern Arrernte
http://www.wikidata.org/entity/Q10729616	Pemon
http://www.wikidata.org/entity/Q107300646	Southern tungusic languages
http://www.wikidata.org/entity/Q1073088	Chimakuan languages
http://www.wikidata.org/entity/Q1073639	Northern Quechua
http://www.wikidata.org/entity/Q107452086	Ecuadorian Siona
http://www.wikidata.org/entity/Q107462749	Mendawai language
http://www.wikidata.org/entity/Q10751739	Tlahuica
http://www.wikidata.org/entity/Q107539435	Shirongolic languages
http://www.wikidata.org/entity/Q107548681	Noakhailla language
http://www.wikidata.org/entity/Q1075616	Choco languages
http://www.wikidata.org/entity/Q1075948	Atlantic languages
http://www.wikidata.org/entity/Q107629817	Kashmiri (sharada script)
http://www.wikidata.org/entity/Q107694220	Yuanmen language
http://www.wikidata.org/entity/Q107695280	Isu
http://www.wikidata.org/entity/Q107695449	Makaa
http://www.wikidata.org/entity/Q107695495	Mka'a
http://www.wikidata.org/entity/Q107695546	Ngombala
http://www.wikidata.org/entity/Q107695606	Cameroon Pidgin
http://www.wikidata.org/entity/Q10771067	Siroi
http://www.wikidata.org/entity/Q107718199	Lampung Cikoneng language
http://www.wikidata.org/entity/Q107722582	Bouhin language
http://www.wikidata.org/entity/Q107722584	Ha-Em language
http://www.wikidata.org/entity/Q107722588	Lauhut language
http://www.wikidata.org/entity/Q107722590	Nadou language
http://www.wikidata.org/entity/Q107722594	Zandui language
http://www.wikidata.org/entity/Q107722596	Baisha language
http://www.wikidata.org/entity/Q107722597	Tongzha language
http://www.wikidata.org/entity/Q107722599	Baoting language
http://www.wikidata.org/entity/Q107722601	Changjiang language
http://www.wikidata.org/entity/Q107722602	Moyfaw language
http://www.wikidata.org/entity/Q1077450	Onondaga
http://www.wikidata.org/entity/Q107752469	Siberian Finnish
http://www.wikidata.org/entity/Q1078041	Celebic languages
http://www.wikidata.org/entity/Q108099871	Alor Malay
http://www.wikidata.org/entity/Q108101439	Mamluk-Kipchak language
http://www.wikidata.org/entity/Q108235682	Mawchi language
http://www.wikidata.org/entity/Q108236578	Kakwa language
http://www.wikidata.org/entity/Q1083015	Singdarin
http://www.wikidata.org/entity/Q108314615	Kiautschou German pidgin
http://www.wikidata.org/entity/Q10860505	Frankish
http://www.wikidata.org/entity/Q108662	East Germanic
http://www.wikidata.org/entity/Q10867404	Sabah Malay
http://www.wikidata.org/entity/Q10868363	Q10868363
http://www.wikidata.org/entity/Q10882115	Wutai Film
http://www.wikidata.org/entity/Q10884275	Q10884275
http://www.wikidata.org/entity/Q10889250	Southwestern Tai languages
http://www.wikidata.org/entity/Q1089069	Kazukuru
http://www.wikidata.org/entity/Q1089116	Beary
http://www.wikidata.org/entity/Q1089151	Sri Lankan Creole Malay
http://www.wikidata.org/entity/Q10893628	Q10893628
http://www.wikidata.org/entity/Q10901674	Xiongnu
http://www.wikidata.org/entity/Q1091095	Warekena
http://www.wikidata.org/entity/Q10913056	Historical Chinese
http://www.wikidata.org/entity/Q10919956	Lu Liangpian
http://www.wikidata.org/entity/Q10923487	Q10923487
http://www.wikidata.org/entity/Q10927860	Q10927860
http://www.wikidata.org/entity/Q10928242	Q10928242
http://www.wikidata.org/entity/Q10933770	Da–Bao
http://www.wikidata.org/entity/Q10941068	Q10941068
http://www.wikidata.org/entity/Q10948482	Mandarin
http://www.wikidata.org/entity/Q10949828	Ache Yi
http://www.wikidata.org/entity/Q10950308	Semimi
http://www.wikidata.org/entity/Q10950354	West Angal
http://www.wikidata.org/entity/Q10950421	Kisamo-Maya
http://www.wikidata.org/entity/Q10950633	Jenaama Bozo
http://www.wikidata.org/entity/Q10951226	Kaike
http://www.wikidata.org/entity/Q10951553	East Angal
http://www.wikidata.org/entity/Q10951638	South Angal
http://www.wikidata.org/entity/Q10957277	Kamula
http://www.wikidata.org/entity/Q10958896	Polynesian
http://www.wikidata.org/entity/Q10961003	Ngandyera
http://www.wikidata.org/entity/Q10961665	Sala
http://www.wikidata.org/entity/Q10961696	Congo Swahili
http://www.wikidata.org/entity/Q10961975	Kiyombe
http://www.wikidata.org/entity/Q10962292	Nkangala
http://www.wikidata.org/entity/Q10962298	Nyaneka
http://www.wikidata.org/entity/Q10962309	Mbowe
http://www.wikidata.org/entity/Q10962316	Totela
http://www.wikidata.org/entity/Q10962737	Mashi
http://www.wikidata.org/entity/Q10963134	Luimbi
http://www.wikidata.org/entity/Q10964025	Mbe'
http://www.wikidata.org/entity/Q10966761	Kabutra
http://www.wikidata.org/entity/Q10973260	Dzùùngoo
http://www.wikidata.org/entity/Q10974017	Huarijio
http://www.wikidata.org/entity/Q10974879	Kisamo-Matya
http://www.wikidata.org/entity/Q10975121	Cebaara
http://www.wikidata.org/entity/Q10975286	Malawi Lomwe
http://www.wikidata.org/entity/Q10975356	Plapo Krumen
http://www.wikidata.org/entity/Q10975396	Hungana
http://www.wikidata.org/entity/Q10975611	Western Krahn
http://www.wikidata.org/entity/Q10977626	Ikizu
http://www.wikidata.org/entity/Q10977716	Gilima
http://www.wikidata.org/entity/Q10977737	Itu Mbon Uzo
http://www.wikidata.org/entity/Q10979187	Central Indo-Aryan
http://www.wikidata.org/entity/Q10990152	Ketengban
http://www.wikidata.org/entity/Q10994953	Kehu
http://www.wikidata.org/entity/Q10997740	Kimbu
http://www.wikidata.org/entity/Q10998092	Q10998092
http://www.wikidata.org/entity/Q10998997	Sizaki
http://www.wikidata.org/entity/Q11001650	Mbat
http://www.wikidata.org/entity/Q11001714	Bobo Madare, Southern
http://www.wikidata.org/entity/Q11001730	Lakota Dida
http://www.wikidata.org/entity/Q11001739	Lamja-Dengsa-Tola
http://www.wikidata.org/entity/Q11001779	Dombe
http://www.wikidata.org/entity/Q11001788	Dhaiso
http://www.wikidata.org/entity/Q11002130	Eastern Maninkaka
http://www.wikidata.org/entity/Q11002185	Lonzo
http://www.wikidata.org/entity/Q11002210	Sunam
http://www.wikidata.org/entity/Q11002622	Manyawa
http://www.wikidata.org/entity/Q11002851	Etebi
http://www.wikidata.org/entity/Q11002891	Maindo
http://www.wikidata.org/entity/Q11002922	Togbo-Vara Banda
http://www.wikidata.org/entity/Q11003249	Mabaale
http://www.wikidata.org/entity/Q11003311	Toro So Dogon
http://www.wikidata.org/entity/Q11003401	Doondo
http://www.wikidata.org/entity/Q11003439	Dendi
http://www.wikidata.org/entity/Q11003832	luna
http://www.wikidata.org/entity/Q11003859	Bagirmi Fulfulde
http://www.wikidata.org/entity/Q11004163	Nigeria Mambila
http://www.wikidata.org/entity/Q11004218	Northern Dagara
http://www.wikidata.org/entity/Q11004334	Mahou
http://www.wikidata.org/entity/Q11004666	Limassa
http://www.wikidata.org/entity/Q11004988	Mbwela
http://www.wikidata.org/entity/Q11005332	Kinga
http://www.wikidata.org/entity/Q11005360	Shubi
http://www.wikidata.org/entity/Q11005602	Bete Gagnoa
http://www.wikidata.org/entity/Q11006056	Lolo
http://www.wikidata.org/entity/Q11006344	Kolum So Dogon
http://www.wikidata.org/entity/Q11006763	Kirike
http://www.wikidata.org/entity/Q11006832	Manya
http://www.wikidata.org/entity/Q11007144	Phimbi
http://www.wikidata.org/entity/Q11008159	Makhuwa-Saka
http://www.wikidata.org/entity/Q11008162	Tchumbuli
http://www.wikidata.org/entity/Q11008360	Kango-Sua
http://www.wikidata.org/entity/Q11008431	Suma
http://www.wikidata.org/entity/Q11008568	Ndobo
http://www.wikidata.org/entity/Q11008893	Yamongeri
http://www.wikidata.org/entity/Q11009194	Notre
http://www.wikidata.org/entity/Q11009787	Jalkunan
http://www.wikidata.org/entity/Q11010149	Aka
http://www.wikidata.org/entity/Q11010279	Nde-Gbite
http://www.wikidata.org/entity/Q11010783	Kerak
http://www.wikidata.org/entity/Q11011295	Gbaya-Bossangoa
http://www.wikidata.org/entity/Q11011389	Ija-Zuba
http://www.wikidata.org/entity/Q11011614	Likila
http://www.wikidata.org/entity/Q11011870	Fum
http://www.wikidata.org/entity/Q11011905	Moingi
http://www.wikidata.org/entity/Q11011951	Uda
http://www.wikidata.org/entity/Q11013108	Tembo
http://www.wikidata.org/entity/Q11015105	Gbagyi
http://www.wikidata.org/entity/Q11015189	Dugun
http://www.wikidata.org/entity/Q11015820	Sheni
http://www.wikidata.org/entity/Q11016572	Northern Nuni
http://www.wikidata.org/entity/Q11016905	Gimnime
http://www.wikidata.org/entity/Q11017275	Laalaa Bwamu
http://www.wikidata.org/entity/Q11017443	Mbangi
http://www.wikidata.org/entity/Q11017686	San Salvador Kongo
http://www.wikidata.org/entity/Q11018863	Tene Kan Dogon
http://www.wikidata.org/entity/Q11018949	Q11018949
http://www.wikidata.org/entity/Q11019169	Nkhumbi
http://www.wikidata.org/entity/Q11019185	Bete Guiberoua
http://www.wikidata.org/entity/Q11019342	Grebo-Gboloo
http://www.wikidata.org/entity/Q11020264	Sissala
http://www.wikidata.org/entity/Q11022615	Amblong
http://www.wikidata.org/entity/Q11024697	Baki
http://www.wikidata.org/entity/Q11028033	Western Maninkakan
http://www.wikidata.org/entity/Q11028135	Nandi–Markweta languages
http://www.wikidata.org/entity/Q11028619	Mashi
http://www.wikidata.org/entity/Q11028905	Hamba
http://www.wikidata.org/entity/Q11028974	Southern Kissi
http://www.wikidata.org/entity/Q11029540	Wojenaka
http://www.wikidata.org/entity/Q11029738	Pelende
http://www.wikidata.org/entity/Q11030092	Takwane
http://www.wikidata.org/entity/Q11030685	Nyindu
http://www.wikidata.org/entity/Q11030947	Nathembo
http://www.wikidata.org/entity/Q11031321	Bondoukou Kulango
http://www.wikidata.org/entity/Q11031936	Jeri Kuo
http://www.wikidata.org/entity/Q11031964	Mono
http://www.wikidata.org/entity/Q11033316	Ngbaka Manza
http://www.wikidata.org/entity/Q11033658	Tumari Kanuri
http://www.wikidata.org/entity/Q11033939	Lese
http://www.wikidata.org/entity/Q11034212	East Limba
http://www.wikidata.org/entity/Q11042324	Kaamba
http://www.wikidata.org/entity/Q11043625	Tunxi dialect
http://www.wikidata.org/entity/Q11044246	Aribwaung
http://www.wikidata.org/entity/Q11044290	Shandong dialect
http://www.wikidata.org/entity/Q11044384	Yapunda
http://www.wikidata.org/entity/Q11051	Hindustani
http://www.wikidata.org/entity/Q11051591	Banda-Bambari
http://www.wikidata.org/entity/Q11052867	Guinea Kpelle
http://www.wikidata.org/entity/Q11055484	Toma
http://www.wikidata.org/entity/Q11056292	Malawi Sena
http://www.wikidata.org/entity/Q11057478	Ngongo
http://www.wikidata.org/entity/Q11059	Sanskrit
http://www.wikidata.org/entity/Q11061452	Bingzhou film
http://www.wikidata.org/entity/Q11062302	Q11062302
http://www.wikidata.org/entity/Q11064902	Q11064902
http://www.wikidata.org/entity/Q11072231	Zhiyan film
http://www.wikidata.org/entity/Q11078043	Paiwanic
http://www.wikidata.org/entity/Q11082821	Q11082821
http://www.wikidata.org/entity/Q11089330	Q11089330
http://www.wikidata.org/entity/Q1108934	A-Hmao
http://www.wikidata.org/entity/Q11089833	Pumi
http://www.wikidata.org/entity/Q11092831	Mulao
http://www.wikidata.org/entity/Q1109927	Buyang
http://www.wikidata.org/entity/Q1110149	Paleo-Sardinian
http://www.wikidata.org/entity/Q11110766	Kanyok
http://www.wikidata.org/entity/Q11120157	Samba
http://www.wikidata.org/entity/Q11120178	Q11120178
http://www.wikidata.org/entity/Q11120312	Yuci Dialect
http://www.wikidata.org/entity/Q11124792	Moi
http://www.wikidata.org/entity/Q11126081	Ngbundu
http://www.wikidata.org/entity/Q11127231	Makhuwa-Marrevone
http://www.wikidata.org/entity/Q11128329	Kokola
http://www.wikidata.org/entity/Q11128374	Nyiha
http://www.wikidata.org/entity/Q11128658	Iyive
http://www.wikidata.org/entity/Q11128810	Ito
http://www.wikidata.org/entity/Q11128833	Marenje
http://www.wikidata.org/entity/Q11128866	Kwaja
http://www.wikidata.org/entity/Q11129508	Nshi
http://www.wikidata.org/entity/Q11129517	Mayeka
http://www.wikidata.org/entity/Q11129537	Mendankwe-Nkwen
http://www.wikidata.org/entity/Q11129694	Ngamambo
http://www.wikidata.org/entity/Q11129733	Kire
http://www.wikidata.org/entity/Q11130292	Ntomba
http://www.wikidata.org/entity/Q11130307	Nkari
http://www.wikidata.org/entity/Q11130787	Áncá
http://www.wikidata.org/entity/Q11130804	Dirim
http://www.wikidata.org/entity/Q11132026	Q11132026
http://www.wikidata.org/entity/Q11132859	Ngbinda
http://www.wikidata.org/entity/Q11134434	Enwan Oron
http://www.wikidata.org/entity/Q11137550	Langbashe
http://www.wikidata.org/entity/Q11137573	Kpagua
http://www.wikidata.org/entity/Q11137618	Gbayi
http://www.wikidata.org/entity/Q11137719	Tomo Kan Dogon
http://www.wikidata.org/entity/Q11137851	Gundi
http://www.wikidata.org/entity/Q11137942	Ganzi
http://www.wikidata.org/entity/Q1113997	Comecrudan languages
http://www.wikidata.org/entity/Q11149315	Lhao Vo
http://www.wikidata.org/entity/Q11150710	Malba Birifor
http://www.wikidata.org/entity/Q11150714	Cwi Bwamu
http://www.wikidata.org/entity/Q11152236	Gimme
http://www.wikidata.org/entity/Q11152243	Tepo Krumen
http://www.wikidata.org/entity/Q11152248	Southern Nuni
http://www.wikidata.org/entity/Q11152253	Q11152253
http://www.wikidata.org/entity/Q1115317	Kim Mun
http://www.wikidata.org/entity/Q11153465	Dagaari Dioula
http://www.wikidata.org/entity/Q11153716	Colombian Romani
http://www.wikidata.org/entity/Q11154240	Koiarian languages
http://www.wikidata.org/entity/Q11154769	Kpala
http://www.wikidata.org/entity/Q11154772	Monzombo
http://www.wikidata.org/entity/Q11154776	Western Sisaala
http://www.wikidata.org/entity/Q11155632	Koyaga
http://www.wikidata.org/entity/Q11155635	Northern Toussian
http://www.wikidata.org/entity/Q11155812	Sankaran Maninka
http://www.wikidata.org/entity/Q11155819	Bete Daloa
http://www.wikidata.org/entity/Q11155821	Worodougou
http://www.wikidata.org/entity/Q11155829	Mamean languages
http://www.wikidata.org/entity/Q11156769	Mzab-Wargla languages
http://www.wikidata.org/entity/Q11157042	Northern Grebo
http://www.wikidata.org/entity/Q11157342	Grebo-Barclayville
http://www.wikidata.org/entity/Q11157382	Pye Krumen
http://www.wikidata.org/entity/Q11158982	Southern Toussian
http://www.wikidata.org/entity/Q11159067	Western Wee
http://www.wikidata.org/entity/Q11159071	Q11159071
http://www.wikidata.org/entity/Q11159524	Kagoro
http://www.wikidata.org/entity/Q11159532	Tseku
http://www.wikidata.org/entity/Q11159536	Hainyaxo Bozo
http://www.wikidata.org/entity/Q11160588	Koro
http://www.wikidata.org/entity/Q11163298	Konyanka Maninka
http://www.wikidata.org/entity/Q11163308	Awu Yi
http://www.wikidata.org/entity/Q11164947	Ndaka
http://www.wikidata.org/entity/Q11165235	Gungu
http://www.wikidata.org/entity/Q11167192	Lombo
http://www.wikidata.org/entity/Q11170629	Q11170629
http://www.wikidata.org/entity/Q11173166	Baudo
http://www.wikidata.org/entity/Q11173308	Xianbei yu
http://www.wikidata.org/entity/Q11173588	Nyadu’
http://www.wikidata.org/entity/Q11182000	Kulon
http://www.wikidata.org/entity/Q11200640	Baikeno
http://www.wikidata.org/entity/Q11207813	Anasi
http://www.wikidata.org/entity/Q11214797	Adasen
http://www.wikidata.org/entity/Q11217556	Madang languages
http://www.wikidata.org/entity/Q11220654	Embera
http://www.wikidata.org/entity/Q1122188	Erromintxela
http://www.wikidata.org/entity/Q11222271	Wab
http://www.wikidata.org/entity/Q11251864	Gejia
http://www.wikidata.org/entity/Q11252539	Abipón
http://www.wikidata.org/entity/Q11259005	Mongol–Langam languages
http://www.wikidata.org/entity/Q11259563	Lombi
http://www.wikidata.org/entity/Q1126028	Common Turkic
http://www.wikidata.org/entity/Q11260674	Mongol
http://www.wikidata.org/entity/Q112608	Italo-Western languages
http://www.wikidata.org/entity/Q11263525	Koreanic languages
http://www.wikidata.org/entity/Q11266334	Asue Awyu
http://www.wikidata.org/entity/Q11275553	Kaliko
http://www.wikidata.org/entity/Q11280479	Ibani
http://www.wikidata.org/entity/Q11283696	Jumjum
http://www.wikidata.org/entity/Q11288953	Moskona
http://www.wikidata.org/entity/Q112893	Mongo
http://www.wikidata.org/entity/Q11297920	Ncane
http://www.wikidata.org/entity/Q1133089	Tayo
http://www.wikidata.org/entity/Q1135134	Parya
http://www.wikidata.org/entity/Q1138351	Colonia Tovar
http://www.wikidata.org/entity/Q1139349	Kordofanian languages
http://www.wikidata.org/entity/Q1141096	Cross River languages
http://www.wikidata.org/entity/Q1142333	Tobelo
http://www.wikidata.org/entity/Q1143040	Enga
http://www.wikidata.org/entity/Q1144159	Hurro-Urartian
http://www.wikidata.org/entity/Q1145414	Judæo-Italian languages
http://www.wikidata.org/entity/Q114782	Sahaptian languages
http://www.wikidata.org/entity/Q1153276	Tamambo
http://www.wikidata.org/entity/Q115485	Penutian languages
http://www.wikidata.org/entity/Q1157178	Oti–Volta languages
http://www.wikidata.org/entity/Q1157729	Daakaka
http://www.wikidata.org/entity/Q1157745	Dakoid languages
http://www.wikidata.org/entity/Q1158134	Damakawa
http://www.wikidata.org/entity/Q1158971	Dan
http://www.wikidata.org/entity/Q1160372	Laz
http://www.wikidata.org/entity/Q1163234	Medieval Latin
http://www.wikidata.org/entity/Q11651781	Java Banten
http://www.wikidata.org/entity/Q11651939	Blora Javanese
http://www.wikidata.org/entity/Q11652079	Tegal Javanese
http://www.wikidata.org/entity/Q1166814	Dharug
http://www.wikidata.org/entity/Q116849	Nyah Kur
http://www.wikidata.org/entity/Q11688746	Nyima languages
http://www.wikidata.org/entity/Q11688760	Je-Tupi-Carib languages
http://www.wikidata.org/entity/Q11732006	Q11732006
http://www.wikidata.org/entity/Q11732011	Q11732011
http://www.wikidata.org/entity/Q11732021	Alfendio
http://www.wikidata.org/entity/Q11732024	Q11732024
http://www.wikidata.org/entity/Q11732035	Q11732035
http://www.wikidata.org/entity/Q11732040	Arigibi
http://www.wikidata.org/entity/Q11732044	Q11732044
http://www.wikidata.org/entity/Q11732046	Casuarina Coast Asmat
http://www.wikidata.org/entity/Q11732048	Central Asmat
http://www.wikidata.org/entity/Q11732049	North Asmat
http://www.wikidata.org/entity/Q11732062	Q11732062
http://www.wikidata.org/entity/Q11732070	Q11732070
http://www.wikidata.org/entity/Q11732075	Q11732075
http://www.wikidata.org/entity/Q11732080	Q11732080
http://www.wikidata.org/entity/Q11732101	Q11732101
http://www.wikidata.org/entity/Q11732121	Mansim
http://www.wikidata.org/entity/Q11732122	Q11732122
http://www.wikidata.org/entity/Q11732125	Q11732125
http://www.wikidata.org/entity/Q11732157	Q11732157
http://www.wikidata.org/entity/Q11732160	Q11732160
http://www.wikidata.org/entity/Q11732165	Q11732165
http://www.wikidata.org/entity/Q11732170	Q11732170
http://www.wikidata.org/entity/Q11732171	Q11732171
http://www.wikidata.org/entity/Q11732191	Q11732191
http://www.wikidata.org/entity/Q11732192	Q11732192
http://www.wikidata.org/entity/Q11732195	Gaina
http://www.wikidata.org/entity/Q11732202	Q11732202
http://www.wikidata.org/entity/Q11732205	Nobonob
http://www.wikidata.org/entity/Q11732209	Gimi
http://www.wikidata.org/entity/Q11732210	Ginuman
http://www.wikidata.org/entity/Q11732219	Guhu-Samane
http://www.wikidata.org/entity/Q11732220	Archaic Greek
http://www.wikidata.org/entity/Q11732221	Guya
http://www.wikidata.org/entity/Q11732224	Gusan
http://www.wikidata.org/entity/Q11732231	Humene
http://www.wikidata.org/entity/Q11732232	Q11732232
